"OMIM_ID"	"UMLS_CUI"	"UMLS_NAME"
"158050"	"C1834755"	"MONKEY RED BLOOD CELL RECEPTOR"
"118830"	"C1861560"	"Chylomicronemia, Familial, due to Circulating Inhibitor of Lipoprotein Lipase"
"243400"	"C0878587"	"ACETYLATION, SLOW"
"243400"	"C2673468"	"ACETYLATION, FAST"
"243400"	"C2673469"	"FAST ACETYLATOR PHENOTYPE"
"243400"	"C2673470"	"INH INACTIVATION, FAST"
"207790"	"C0751615"	"Intracranial Arachnoid Cysts"
"256710"	"C1860157"	"Elejalde Disease"
"158040"	"C1834756"	"ANTIGEN DEFINED BY MONOCLONAL ANTIBODY T87"
"171000"	"C0030848"	"Peyronie Disease"
"615293"	"C3809084"	"MYOFIBROMATOSIS, INFANTILE, 2"
"218450"	"C1857495"	"Cardiocranial syndrome"
"105500"	"C0543859"	"Amyotrophic Lateral Sclerosis, Guam Form"
"185650"	"C1861404"	"Symphalangism, C. S. Lewis Type"
"267400"	"C1849432"	"Renal, Genital, and Middle Ear Anomalies"
"186950"	"C1861277"	"T-CELL SUBGROUPS, NON-HLA-LINKED"
"147350"	"C1840224"	"INCISORS, ROTATION OF UPPER CENTRAL"
"243440"	"C0432364"	"Isotretinoin embryopathy like syndrome"
"105565"	"C1862935"	"Anal Sphincter Myopathy, Internal"
"129510"	"C1851858"	"Ectodermal Dysplasia, Trichoodontoonychial Type"
"105563"	"C1862936"	"Anal sphincter dysplasia"
"615264"	"C2745907"	"Vel - Blood Group Systems"
"615264"	"C3808966"	"VEL-NULL PHENOTYPE"
"217150"	"C1857576"	"Contractures, Congenital, Torticollis, and Malignant Hyperthermia"
"615268"	"C3808977"	"CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 4"
"184300"	"C1384641"	"Cervical spondylosis"
"603282"	"C1421692"	"ZNF204P gene"
"502500"	"C1838990"	"ALZHEIMER DISEASE, SUSCEPTIBILITY TO, MITOCHONDRIAL"
"118865"	"C1861558"	"Choroidal Osteoma, Bilateral"
"243450"	"C1855714"	"ISOVALERIC ACID, INABILITY TO SMELL"
"229120"	"C0795944"	"Fountain syndrome"
"185600"	"C1861418"	"Symphalangism of Toes"
"202900"	"C1859965"	"Alaninuria with Microcephaly, Dwarfism, Enamel Hypoplasia, and Diabetes Mellitus"
"256720"	"C1850465"	"Neurologic Disease, Infantile Multisystem, with Osseous Fragility"
"158030"	"C1834757"	"ANTIGEN DEFINED BY MONOCLONAL ANTIBODY AJ9"
"185610"	"C1861417"	"SURFACE POLYPEPTIDES, ANONYMOUS"
"604595"	"C1858233"	"CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 1"
"118840"	"C1861559"	"CHROMATE RESISTANCE (disorder)"
"603266"	"C1864068"	"DIABETES MELLITUS, INSULIN-DEPENDENT, 17"
"278100"	"C1848436"	"Wolman Disease with Hypolipoproteinemia and Acanthocytosis"
"610338"	"C1835910"	"Familial anomalous origin of right pulmonary artery"
"608027"	"C1842687"	"PONTOCEREBELLAR HYPOPLASIA TYPE 3 (disorder)"
"609354"	"C1836276"	"BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 5"
"267450"	"C1968593"	"Respiratory Distress Syndrome In Premature Infants"
"242150"	"C1275089"	"Ichthyosiform erythroderma, corneal involvement, deafness"
"608028"	"C1842679"	"Thai Symphalangism Syndrome"
"155720"	"C0220633"	"Uveal melanoma"
"609345"	"C1836287"	"Cerebrorenodigital Syndrome with Limb Malformations and Triradiate Acetabula"
"611664"	"C2674081"	"Skin/Hair/Eye Pigmentation, Variation In, 7"
"167700"	"C0751470"	"Palmo-Mental Reflex"
"610319"	"C1853197"	"Rhizomelic dysplasia, scoliosis, and retinitis pigmentosa"
"166400"	"C1833733"	"Osteomas Of Mandible"
"612976"	"C2751814"	"Presbycusis 2"
"611644"	"C1968840"	"HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 9"
"612975"	"C0751509"	"Short Sleeper Syndrome"
"167730"	"C1868660"	"Nasopalpebral lipoma coloboma syndrome"
"610321"	"C1853195"	"Prostate Cancer, Hereditary, 7"
"611650"	"C1968838"	"Peripapillary Atrophy, Beta Type"
"254100"	"C1850840"	"Muscular Dystrophy, Congenital, with Rapid Progression"
"104130"	"C1863090"	"Alopecia, epilepsy, pyorrhea, mental subnormality"
"600989"	"C1832949"	"Infundibulopelvic dysgenesis"
"254120"	"C1850827"	"Muscular Hypertonia, Lethal"
"612967"	"C2751823"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 15"
"609324"	"C1836315"	"Epiphyseal Dysplasia, Multiple, with Severe Proximal Femoral Dysplasia"
"609325"	"C1836307"	"Epiphyseal Dysplasia, Multiple, with Miniepiphyses"
"612970"	"C2751821"	"NBPF23 gene"
"609320"	"C1969257"	"HEMATOCRIT/HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 2"
"304950"	"C1844654"	"X-linked Dyggve-Melchior-Clausen syndrome"
"179700"	"C1867339"	"Red cell phospholipid defect with hemolysis"
"600991"	"C3551260"	"HYDROCEPHALUS, SPRENGEL ANOMALY, AND COSTOVERTEBRAL DYSPLASIA"
"184253"	"C1866688"	"Spondylometaphyseal dysplasia, Algerian type"
"612957"	"C2751828"	"VITAMIN B6 PLASMA LEVEL QUANTITATIVE TRAIT LOCUS 1"
"200300"	"C1860214"	"ACETOPHENETIDIN SENSITIVITY"
"612956"	"C2751829"	"Ventricular Fibrillation, Paroxysmal Familial, 2"
"609319"	"C1969258"	"HEMATOCRIT/HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 1"
"173590"	"C1868199"	"Platelet Signal Processing Defect"
"130400"	"C1851755"	"ELECTROENCEPHALOGRAPHIC PECULIARITY: OCCIPITAL SLOW BETA WAVES"
"612948"	"C5193232"	"STARGARDT MACULAR DEGENERATION, ABSENT OR HYPOPLASTIC CORPUS CALLOSUM, MENTAL RETARDATION, AND DYSMORPHIC FACIAL FEATURES"
"612947"	"C2751870"	"Microcephaly, Growth Retardation, Cataract, Hearing Loss, And Unusual Appearance"
"612946"	"C2751878"	"Hadziselimovic Syndrome"
"612950"	"C2751854"	"PSORIASIS SUSCEPTIBILITY 12 (disorder)"
"173580"	"C1868200"	"PLATELET RESPONSIVENESS TO ADRENALINE, DEPRESSED"
"267480"	"C1849430"	"Respiratory Underresponsiveness to Hypoxia and Hypercapnia"
"609306"	"C1836395"	"SPINOCEREBELLAR ATAXIA 26"
"600952"	"C1833064"	"TRANSSEXUALITY"
"172290"	"C1868352"	"PHOSPHOGLYCOPROTEIN 1"
"186890"	"C1861283"	"TEAR PROTEIN, ANODAL"
"254150"	"C1850807"	"Musk, Inability to Smell"
"612932"	"C2752027"	"Glycogen Storage Disease XIII"
"226960"	"C0796021"	"Lowry Wood syndrome"
"224300"	"C0432262"	"Dysosteosclerosis"
"214980"	"C1859161"	"Cholestasis with Gallstone, Ataxia, and Visual Disturbance"
"304900"	"C0687720"	"Central Diabetes Insipidus"
"612929"	"C2752035"	"MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO, 3"
"155700"	"C1835043"	"Melanoma, Malignant Familial Intraocular"
"612926"	"C2752036"	"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6"
"612925"	"C2752037"	"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5"
"612924"	"C2752038"	"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4"
"612923"	"C2752039"	"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3"
"612922"	"C2752040"	"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2"
"226950"	"C1856918"	"Epiphyseal Dysplasia of Femoral Head, Myopia, and Deafness"
"142400"	"C3489393"	"Hiatal Hernia"
"605827"	"C1853919"	"Basaloid Follicular Hamartoma Syndrome, Generalized, Autosomal Dominant"
"137900"	"C1842009"	"Globulin Anomaly involving Beta (2A)-Globulin"
"236300"	"C0268479"	"Hooft disease"
"211000"	"C0268478"	"Blue diaper syndrome"
"249620"	"C0796094"	"Blepharophimosis syndrome Ohdo type"
"191420"	"C1860615"	"Ulna metaphyseal dysplasia syndrome"
"605833"	"C1853912"	"BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 2"
"238950"	"C1855925"	"Hyperopia, High"
"617800"	"C4540488"	"MICROCEPHALY 19, PRIMARY, AUTOSOMAL RECESSIVE"
"125900"	"C1852086"	"Diastema, Dental Medial"
"249630"	"C0796080"	"Mental Retardation, Buenos Aires Type"
"251945"	"C1855034"	"Mitochondrial Myopathy with a Defect in Mitochondrial Protein Transport"
"177100"	"C1867499"	"Pruritus, Hereditary Localized"
"605805"	"C1853963"	"DERMATITIS, ATOPIC, 4"
"254190"	"C1850806"	"Myasthenia, Congenital, Refractory to Acetylcholinesterase Inhibitors"
"605804"	"C1853964"	"Dermatitis, Atopic, 3"
"605803"	"C1853965"	"Dermatitis, Atopic, 2"
"605808"	"C1853959"	"Birdshot Chorioretinopathy"
"249600"	"C0265249"	"Mental retardation Mietens Weber type"
"191400"	"C1860616"	"Mesomelic dwarfism Reinhardt Pfeiffer type"
"212360"	"C1859316"	"CATARACT-ALOPECIA-SCLERODACTYLY SYNDROME"
"136600"	"C1850982"	"Friedreich Ataxia, So-Called, with Optic Atrophy and Sensorineural Deafness"
"226985"	"C1856902"	"Epithelial Squamous Dysplasia, Keratinizing Desquamative, of Urinary Tract"
"150900"	"C0023321"	"Lentigo"
"189100"	"C1861061"	"TOE, MISSHAPEN"
"165150"	"C1833835"	"Ophthalmoplegia, Progressive, with Scrotal Tongue and Mental Deficiency"
"608078"	"C1842605"	"SCHIZOPHRENIA 11"
"100600"	"C0000889"	"Acanthosis Nigricans"
"180730"	"C1867147"	"Rombo syndrome"
"608063"	"C1842614"	"Bile and Pancreatic Ducts, Complete Absence of"
"610379"	"C1835867"	"WEST NILE VIRUS, SUSCEPTIBILITY TO (finding)"
"167750"	"C0149955"	"Annular pancreas"
"249660"	"C1855282"	"Mesangial Sclerosis, Diffuse Renal, with Ocular Abnormalities"
"608068"	"C0085077"	"Sweet Syndrome"
"167755"	"C1868659"	"Pancreas agenesis, dorsal"
"610382"	"C0234512"	"Prosopagnosia"
"610382"	"C0751842"	"Prosopagnosia, Developmental"
"610382"	"C2931455"	"Prosopagnosia, hereditary"
"178400"	"C0340552"	"High altitude pulmonary hypertension"
"111300"	"C0026327"	"MNSs Blood-Group System"
"113960"	"C1861981"	"BUTYRYLESTERASE 1"
"109000"	"C1862381"	"Auriculoosteodysplasia"
"249670"	"C0796057"	"Mexican Cardiomelic Dysplasia"
"250650"	"C1855163"	"METHANE PRODUCTION"
"155770"	"C1835040"	"MELANOMA TUMOR ANTIGEN GP90"
"113950"	"C0340504"	"Bundle Branch Block, Familial Isolated Complete Right"
"166450"	"C0432264"	"Axial osteosclerosis"
"609378"	"C1836271"	"AUTISM, SUSCEPTIBILITY TO, 6"
"251950"	"C1855033"	"Mitochondrial myopathy with lactic acidosis"
"608049"	"C1842632"	"AUTISM, SUSCEPTIBILITY TO, 3"
"611694"	"C2673697"	"Dystonia with Cerebellar Atrophy"
"248310"	"C1855456"	"PLASMODIUM FALCIPARUM BLOOD INFECTION LEVEL"
"608045"	"C1842633"	"REPRESSOR OF TELOMERASE EXPRESSION 1"
"608035"	"C1842643"	"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 4"
"608036"	"C1842642"	"Diabetes Mellitus, Noninsulin-Dependent, Type 4"
"249650"	"C0796055"	"Mercaptolactate-Cysteine Disulfiduria"
"192700"	"C1860465"	"Venular Insufficiency, Systemic"
"609363"	"C0266481"	"Colloid cysts of third ventricle"
"608033"	"C2675556"	"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3"
"617770"	"C4540404"	"SPINOCEREBELLAR ATAXIA 46"
"617771"	"C4540411"	"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 57"
"603133"	"C1864183"	"Dislocated Elbows, Bowed Tibias, Scoliosis, Deafness, Cataract, Microcephaly, And Mental Retardation"
"603119"	"C1864184"	"APRAXIA OF EYELID OPENING"
"617762"	"C4540358"	"LEUKODYSTROPHY, PROGRESSIVE, EARLY CHILDHOOD-ONSET"
"616430"	"C4225329"	"COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 25"
"146350"	"C1840321"	"HYPOPHOSPHATEMIC BONE DISEASE"
"615102"	"C3554774"	"Facial dysmorphism, conductive hearing loss, heart defect syndrome"
"617765"	"C4540380"	"IMMUNODEFICIENCY, COMMON VARIABLE, 14"
"616436"	"C4225327"	"EPILEPSY, FAMILIAL TEMPORAL LOBE, 7"
"249230"	"C1855310"	"Megaepiphyseal dwarfism"
"276821"	"C1848650"	"Ulnar Hypoplasia with Mental Retardation"
"604451"	"C1304297"	"Basal cell carcinoma, infundibulocystic"
"276822"	"C1848649"	"Ulnar Agenesis and Endocardial Fibroelastosis"
"250215"	"C1855243"	"Metaphyseal acroscyphodysplasia"
"158345"	"C1834724"	"Multiple Exostoses with Spastic Tetraparesis"
"169000"	"C1868575"	"Patella, Familial Recurrent Dislocation Of"
"617749"	"C3888203"	"SPRINTING PERFORMANCE"
"617749"	"C3888204"	"ACTN3 DEFICIENCY"
"603117"	"C1864185"	"Spastic Paraplegia, Optic Atrophy, Microcephaly, And Xy Sex Reversal"
"616410"	"C4225158"	"SPINOCEREBELLAR ATAXIA 41"
"208700"	"C1859646"	"Ataxia with Myoclonic Epilepsy and Presenile Dementia"
"616414"	"C4225334"	"AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE"
"108050"	"C1862510"	"Arteritis, Familial Granulomatous, with Juvenile Polyarthritis"
"616407"	"C0155339"	"Brown Tendon Sheath Syndrome"
"276800"	"C0268484"	"Tyrosinosis"
"604431"	"C1858353"	"Polyneuropathy, Lethal Neonatal, Axonal Sensorimotor, Autosomal Recessive"
"616400"	"C4225339"	"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 2"
"617732"	"C4540277"	"FACIAL PALSY, CONGENITAL, WITH PTOSIS AND VELOPHARYNGEAL DYSFUNCTION"
"616402"	"C4225338"	"MICROCEPHALY 14, PRIMARY, AUTOSOMAL RECESSIVE"
"276880"	"C0268514"	"Urocanase deficiency"
"274210"	"C1848815"	"Thymic Aplasia with Fetal Death"
"605756"	"C3148970"	"Gonadal Dysgenesis, Hypergonadotropic, XX Type, Short Stature, and Recurrent Metabolic Acidosis"
"225290"	"C1857040"	"Ectrodactyly-Polydactyly"
"159600"	"C1834581"	"Myoclonic Epilepsy, Hartung Type"
"263550"	"C1849731"	"Infantile polymyoclonus"
"117800"	"C1861696"	"EAR WAX, WET/DRY"
"121070"	"C1852597"	"Arthrogryposis, distal, type 2E"
"274200"	"C1848817"	"THUMB, DISTAL HYPEREXTENSIBILITY OF"
"274205"	"C1848816"	"Thumb, Hypoplastic, with Choroid Coloboma, Poorly Developed Antihelix, and Deafness"
"133000"	"C1851502"	"Erythema Palmare Hereditarium"
"105835"	"C1739384"	"Angel shaped phalangoepiphyseal dysplasia"
"263540"	"C1849732"	"Polydactyly, Postaxial, with Dental and Vertebral Anomalies"
"605726"	"C1854023"	"Spinal muscular atrophy, Jerash type"
"161950"	"C0017661"	"IGA Glomerulonephritis"
"161950"	"C3160719"	"IgA NEPHROPATHY, SUSCEPTIBILITY TO, 1"
"221700"	"C1857334"	"Deafness, Neural, with Atypical Atopic Dermatitis"
"617707"	"C4540185"	"SPERMATOGENIC FAILURE 23"
"617706"	"C4540179"	"SPERMATOGENIC FAILURE 22"
"189490"	"C2752157"	"MALPOSITION OF TEETH WITH OR WITHOUT HYPODONTIA/OLIGODONTIA"
"617709"	"C4540188"	"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ATAXIA, AND SEIZURES"
"158310"	"C1274795"	"Urban Schosser Spohn syndrome"
"105805"	"C1387721"	"Aneurysm Of Interventricular Septum"
"605735"	"C2751535"	"Prostaglandin-Endoperoxide Synthase 1 Deficiency, Platelet"
"249240"	"C1855309"	"Megalencephaly with Dysmyelination"
"250230"	"C1855217"	"Metaphyseal Chondrodysplasia, Kaitila Type"
"600931"	"C1833117"	"PROTOCADHERIN 3"
"615192"	"C3554662"	"BIRTH WEIGHT QUANTITATIVE TRAIT LOCUS 4"
"129840"	"C1851847"	"Edema, Familial Idiopathic, Prepubertal"
"615197"	"C3554664"	"RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 8"
"219400"	"C1857443"	"Cyanosis and Hepatic Disease"
"612917"	"C2752043"	"Giacheti Syndrome"
"615198"	"C3554665"	"OSTEOSCLEROTIC METAPHYSEAL DYSPLASIA"
"612916"	"C2752047"	"Zechi-Ceide Syndrome"
"208750"	"C1859645"	"Ataxia, Deafness, and Cardiomyopathy"
"612913"	"C2752048"	"Orofaciodigital syndrome 11"
"129830"	"C1851848"	"Ectrodactyly-Cleft Palate Syndrome"
"128500"	"C1851901"	"EAR FOLDING"
"117850"	"C1861695"	"Cervical Hypertrichosis with Underlying Kyphoscoliosis"
"615170"	"C3554611"	"Syndactyly, camptodactyly and clinodactyly of fifth fingers, bifid toes syndrome"
"615174"	"C3888000"	"L-THREONINE DEHYDROGENASE, PSEUDOGENE"
"221740"	"C1857333"	"Deafness oligodontia syndrome"
"221745"	"C1857332"	"Deafness, Sensorineural, Autosomal-Mitochondrial Type"
"274240"	"C1848813"	"Thyrocerebral-retinal syndrome"
"274230"	"C1848814"	"Thymoma, Familial"
"616491"	"C4225306"	"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2V"
"600903"	"C1833170"	"Wiskott-Aldrich Syndrome, Autosomal Dominant Form"
"103200"	"C0001529"	"Adiposis Dolorosa"
"129810"	"C1851849"	"Ectrodactyly and Ectodermal Dysplasia without Cleft Lip-Palate"
"218100"	"C1857531"	"Cranial Nerves, Congenital Paresis Of"
"183350"	"C1866744"	"Splenomegaly Syndrome With Splenic Germinal Center Hypoplasia And Reduced Circulating T-Helper Cells"
"600906"	"C1833169"	"Ectodermal dysplasia mental retardation syndactyly"
"600907"	"C1833163"	"Enamel Hypoplasia, Cataracts, and Aqueductal Stenosis"
"600908"	"C1833162"	"KENNERKNECHT SYNDROME"
"603188"	"C2676933"	"BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 8 (disorder)"
"194000"	"C1853486"	"Widow's peak"
"616487"	"C4225309"	"EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY"
"221760"	"C1857329"	"DERMATOGLYPHICS--PALMAR TRIRADIUS d, ABSENCE OF"
"616489"	"C4225307"	"GROWTH RESTRICTION, SEVERE, WITH DISTINCTIVE FACIES"
"603175"	"C1864153"	"SCHIZOPHRENIA 5"
"603176"	"C1864152"	"SCHIZOPHRENIA 7 (disorder)"
"603174"	"C0598608"	"Hyperhomocysteinemia"
"603174"	"C3495426"	"Homocysteinemia"
"616470"	"C4225314"	"ULLRICH CONGENITAL MUSCULAR DYSTROPHY 2"
"603165"	"C0011615"	"Dermatitis, Atopic"
"603165"	"C1864155"	"Dermatitis, Atopic, 1"
"103230"	"C0271740"	"Adrenocortical Hypofunction, Chronic Primary Congenital"
"616460"	"C4225319"	"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 50"
"616461"	"C4225318"	"EPILEPSY, FAMILIAL TEMPORAL LOBE, 8"
"615135"	"C3554575"	"MAPLE SYRUP URINE DISEASE, MILD VARIANT"
"615134"	"C3554574"	"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 9"
"616468"	"C4225316"	"EXUDATIVE VITREORETINOPATHY 6"
"127200"	"C0265349"	"Dwarfism stiff joint ocular abnormalities"
"183300"	"C1866745"	"Splenogonadal fusion limb defects micrognatia"
"221790"	"C1857314"	"Dermatoleukodystrophy"
"231100"	"C0268059"	"Neonatal hemochromatosis"
"104570"	"C1863006"	"Ameloonychohypohidrotic syndrome"
"129850"	"C0795933"	"Edinburgh Malformation Syndrome"
"616451"	"C4225322"	"SPASTIC PARAPLEGIA 74, AUTOSOMAL RECESSIVE"
"617784"	"C4521564"	"FANCONI ANEMIA, COMPLEMENTATION GROUP W"
"615121"	"C3554539"	"STOMATIN-LIKE PROTEIN-2, HYPERPHOSPHORYLATION OF"
"615121"	"C4083252"	"Hyperphosphorylated paratarg-7"
"274265"	"C1848812"	"Thymic-Renal-Anal-Lung dysplasia"
"275595"	"C1848743"	"Trigonobrachycephaly, Bulbous Bifid Nose, Micrognathia, and Abnormalities of the Hands and Feet"
"221780"	"C1857315"	"DERMATOGLYPHICS--HYPOTHENAR RADIAL ARCH"
"604474"	"C1858340"	"Human Herpesvirus Type 6, Integrated"
"166740"	"C1833697"	"Osteosclerosis with Ichthyosis and Fractures"
"611547"	"C1969061"	"STATURE QUANTITATIVE TRAIT LOCUS 9"
"612876"	"C3887996"	"SPINOCEREBELLAR ATAXIA 9"
"142770"	"C1840550"	"HLA MODIFIER"
"611555"	"C1969055"	"Renal Tubular Acidosis, Distal, With Nephrocalcinosis, Short Stature, Mental Retardation, And Distinctive Facies"
"612886"	"C2752066"	"MENOPAUSE, NATURAL, AGE AT, QUANTITATIVE TRAIT LOCUS 4"
"612885"	"C2752067"	"MENOPAUSE, NATURAL, AGE AT, QUANTITATIVE TRAIT LOCUS 3"
"612885"	"C4225402"	"PREMATURE OVARIAN FAILURE 10"
"612884"	"C2752068"	"MENOPAUSE, NATURAL, AGE AT, QUANTITATIVE TRAIT LOCUS 2"
"612883"	"C2752069"	"MENARCHE, AGE AT, QUANTITATIVE TRAIT LOCUS 3"
"612882"	"C2752070"	"MENARCHE, AGE AT, QUANTITATIVE TRAIT LOCUS 2"
"191700"	"C2674049"	"UROLITHIASIS, URIC ACID, AUTOSOMAL DOMINANT"
"154750"	"C0268365"	"Marfanoid hypermobility syndrome"
"610209"	"C1857751"	"MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 11"
"610208"	"C1857752"	"MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 10"
"611536"	"C1970945"	"MAJOR AFFECTIVE DISORDER 6"
"612867"	"C2748503"	"Corneal Dystrophy, Subepithelial Mucinous"
"611535"	"C0005586"	"Bipolar Disorder"
"611535"	"C1970944"	"MAJOR AFFECTIVE DISORDER 5"
"610204"	"C1857762"	"Olivopontocerebellar hypoplasia, fetal-onset"
"609223"	"C1836584"	"Spondyloepiphyseal Dysplasia Tarda, Autosomal Recessive, Leroy-Spranger Type"
"610212"	"C1857750"	"DEAFNESS, AUTOSOMAL RECESSIVE 66"
"612875"	"C3888003"	"GONADOTROPIN-RELEASING HORMONE RECEPTOR 2"
"612874"	"C2752073"	"Erythrocyte Amp Deaminase Deficiency"
"609222"	"C2674987"	"Dandy-Walker Malformation With Occipital Cephalocele, Autosomal Dominant"
"152100"	"C1835371"	"LIPOPROTEIN TYPES--Ld SYSTEM"
"269720"	"C1849250"	"Epilepsy, Benign Neonatal, Autosomal Recessive"
"166760"	"C0747085"	"Recurrent otitis media"
"166760"	"C1833692"	"OTITIS MEDIA, SUSCEPTIBILITY TO (finding)"
"612862"	"C2748504"	"PULMONARY HYPERTENSION, CHRONIC THROMBOEMBOLIC, WITHOUT DEEP VEIN THROMBOSIS, SUSCEPTIBILITY TO"
"600880"	"C0546323"	"Membranous Obstruction of Inferior Vena Cava"
"600880"	"C0856761"	"Budd-Chiari Syndrome"
"600883"	"C1833218"	"DIABETES MELLITUS, INSULIN-DEPENDENT, 8"
"243100"	"C1855736"	"Internal carotid artery hypoplasia"
"612843"	"C2748527"	"KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, AUTOSOMAL DOMINANT (disorder)"
"611522"	"C1969085"	"INTRAOCULAR PRESSURE QUANTITATIVE TRAIT LOCUS"
"612853"	"C2748506"	"RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 7"
"612851"	"C2748508"	"NARCOLEPSY 5, SUSCEPTIBILITY TO"
"243110"	"C1855735"	"IMMUNODEFICIENCY WITH DEFECTIVE T-CELL RESPONSE TO INTERLEUKIN 1"
"305920"	"C1844440"	"Glutamyl Ribose-5-Phosphate Storage Disease"
"166705"	"C1833698"	"Osteopoikilosis and dacryocystitis"
"202600"	"C1859969"	"Cerebral white matter agenesis"
"255140"	"C1850717"	"Myopathy with Giant Abnormal Mitochondria"
"142730"	"C1840551"	"Histiocytic Dermatoarthritis"
"141400"	"C0220681"	"Goldenhar Syndrome with Ipsilateral Radial Defect"
"141405"	"C1841639"	"Hemifacial Spasm, Familial"
"112910"	"C1862130"	"Brachydactyly type A6"
"139100"	"C1841809"	"Graying of Hair, Precocious"
"600850"	"C1833247"	"SCHIZOPHRENIA 4 (disorder)"
"600851"	"C1833246"	"MITOCHONDRIAL IMPORT-STIMULATING FACTOR"
"239900"	"C1855885"	"Hypertrophic Neuropathy And Cataract"
"600841"	"C1833249"	"EUKARYOTIC TRANSLATION ELONGATION FACTOR 1 ALPHA-1-LIKE 14"
"615091"	"C3554495"	"AUTISM, SUSCEPTIBILITY TO, 19"
"615083"	"C3554460"	"COLORECTAL CANCER, SUSCEPTIBILITY TO, 12"
"615082"	"C3554456"	"C3HEX, ABILITY TO SMELL"
"166710"	"C0029456"	"Osteoporosis"
"166710"	"C0029458"	"Osteoporosis, Postmenopausal"
"166710"	"C0029459"	"Osteoporosis, Senile"
"166710"	"C2674640"	"FRACTURE, HIP, SUSCEPTIBILITY TO (finding)"
"166710"	"C3888192"	"BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS"
"310470"	"C1839602"	"Neuropathy, Hereditary Sensory, X-Linked"
"257790"	"C2931646"	"Oculocerebral hypopigmentation syndrome type Preus"
"310465"	"C2936859"	"N syndrome"
"201310"	"C0796290"	"Acrorenal Syndrome, Autosomal Recessive"
"309480"	"C3275610"	"MENTAL RETARDATION AND PSORIASIS"
"164170"	"C0339667"	"Voluntary nystagmus"
"111620"	"C1862204"	"RADIN BLOOD GROUP ANTIGEN"
"135610"	"C1851110"	"FIBRONECTIN-LIKE 2"
"202660"	"C1859967"	"Kennerknecht Sorgo Oberhoffer syndrome"
"610297"	"C1853202"	"PARKINSON DISEASE 13, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO"
"610294"	"C1853204"	"INTELLIGENCE QUANTITATIVE TRAIT LOCUS 2"
"188150"	"C1861168"	"Thumb Deformity And Alopecia"
"610295"	"C1853203"	"INTELLIGENCE QUANTITATIVE TRAIT LOCUS 3"
"609296"	"C1836437"	"B-Cell Immunodeficiency, Distal Limb Anomalies, And Urogenital Malformations"
"225310"	"C1857038"	"Ehlers-Danlos Syndrome with Platelet Dysfunction from Fibronectin Abnormality"
"164190"	"C0422883"	"Dominance, Ocular"
"609299"	"C1836436"	"Prostate Cancer, Hereditary, 5"
"243185"	"C1855732"	"Intestinal Pseudoobstruction with Patent Ductus Arteriosus and Natal Teeth"
"190430"	"C1860820"	"Triglyceride Storage Disease, Type II"
"243180"	"C1855733"	"Neuronal intestinal pseudoobstruction"
"111600"	"C3276339"	"BLOOD GROUP, LANGEREIS SYSTEM"
"109300"	"C1862319"	"Banki Syndrome"
"134300"	"C0278151"	"facial muscle spasm"
"164185"	"C1282359"	"Ocular Cicatricial Pemphigoid"
"610279"	"C1853215"	"Pachygyria, frontotemporal"
"164180"	"C0796092"	"Oculocerebrocutaneous syndrome"
"147610"	"C1840140"	"IRIS PIGMENT LAYER, CLEAVAGE OF"
