MESH_SCR_ID	MESH_SCR_NAME	MESH_ID
C538070	Moerman Van den berghe Fryns syndrome	D006548
C538070	Moerman Van den berghe Fryns syndrome	D017880
C538070	Moerman Van den berghe Fryns syndrome	D019066
C565577	Factor V And Factor VIII, Combined Deficiency Of, With Normal Protein C And Protein C Inhibitor	D005166
C565577	Factor V And Factor VIII, Combined Deficiency Of, With Normal Protein C And Protein C Inhibitor	D006467
C536612	Dermo-distortive urticaria	D014581
C564189	Diaphragm, Complete Agenesis Of	D003964
C564189	Diaphragm, Complete Agenesis Of	D006548
C537632	Hypertelorism microtia facial clefting syndrome	D002971
C537632	Hypertelorism microtia facial clefting syndrome	D002972
C537632	Hypertelorism microtia facial clefting syndrome	D006330
C537632	Hypertelorism microtia facial clefting syndrome	D007668
C537632	Hypertelorism microtia facial clefting syndrome	D008831
C537632	Hypertelorism microtia facial clefting syndrome	D065817
C565256	Diamond-Blackfan Anemia With Microtia And Cleft Palate	D002972
C565256	Diamond-Blackfan Anemia With Microtia And Cleft Palate	D029503
C565256	Diamond-Blackfan Anemia With Microtia And Cleft Palate	D065817
C567512	Microtia With Nasolacrimal Duct Imperforation And Eye Coloboma	D003103
C567512	Microtia With Nasolacrimal Duct Imperforation And Eye Coloboma	D009301
C567512	Microtia With Nasolacrimal Duct Imperforation And Eye Coloboma	D065817
C567359	Microtia, Hearing Impairment, And Cleft Palate	D002972
C567359	Microtia, Hearing Impairment, And Cleft Palate	D034381
C567359	Microtia, Hearing Impairment, And Cleft Palate	D065817
C537469	Familial microtia with meatal atresia and conductive deafness	D004424
C537469	Familial microtia with meatal atresia and conductive deafness	D006314
C537469	Familial microtia with meatal atresia and conductive deafness	D065817
C563457	Microtia-Anotia	D065817
C564413	Hernia, Anterior Diaphragmatic	D065630
C565588	Epidermolysis Bullosa With Diaphragmatic Hernia	D004820
C565588	Epidermolysis Bullosa With Diaphragmatic Hernia	D065630
C538340	Aughton Sloan Milad syndrome	D000015
C538340	Aughton Sloan Milad syndrome	D003616
C538340	Aughton Sloan Milad syndrome	D009303
C538340	Aughton Sloan Milad syndrome	D013724
C538340	Aughton Sloan Milad syndrome	D065630
C563701	Gershoni-Baruch Syndrome	D006554
C563701	Gershoni-Baruch Syndrome	D015785
C563701	Gershoni-Baruch Syndrome	D065630
C537193	Ectrodactyly, diaphragmatic hernia, congenital heart defect, and agenesis of the corpus callosum	D000015
C537193	Ectrodactyly, diaphragmatic hernia, congenital heart defect, and agenesis of the corpus callosum	D006228
C537193	Ectrodactyly, diaphragmatic hernia, congenital heart defect, and agenesis of the corpus callosum	D006330
C537193	Ectrodactyly, diaphragmatic hernia, congenital heart defect, and agenesis of the corpus callosum	D061085
C537193	Ectrodactyly, diaphragmatic hernia, congenital heart defect, and agenesis of the corpus callosum	D065630
C537018	Agonadism with multiple internal malformations	D003914
C537018	Agonadism with multiple internal malformations	D005836
C537018	Agonadism with multiple internal malformations	D065630
C563339	Sebaceous Nevus Syndrome and Hemimegalencephaly	D054000
C563339	Sebaceous Nevus Syndrome and Hemimegalencephaly	D065705
C536033	Mastocytosis, cutaneous, with short stature, conductive hearing loss and microtia	D006314
C536033	Mastocytosis, cutaneous, with short stature, conductive hearing loss and microtia	D034701
C536033	Mastocytosis, cutaneous, with short stature, conductive hearing loss and microtia	D065817
C536336	Porencephaly, cerebellar hypoplasia, and internal malformations	D002526
C536336	Porencephaly, cerebellar hypoplasia, and internal malformations	D002531
C536336	Porencephaly, cerebellar hypoplasia, and internal malformations	D065708
C535542	Syndrome of microtia and aortic arch anomalies	D000014
C535542	Syndrome of microtia and aortic arch anomalies	D013629
C535542	Syndrome of microtia and aortic arch anomalies	D065817
C535710	MSUD1A	D008375
C535711	Maple Syrup Urine Disease, Type IB	D008375
C535712	Maple Syrup Urine Disease, Type II	D008375
C562628	Cutis Laxa, Autosomal Recessive	D003483
C567729	Choroidal Dystrophy, Central Areolar, With Or Without Drusen	D015862
C567750	Macular Dystrophy, Progressive	D015862
C538631	Olivopontocerebellar atrophy 3	D009849
C566193	Brachydactyly, Type E, with Atrial Septal Defect, Type II	D059327
C567138	Camptodactyly Syndrome, Guadalajara, Type II	D005385
C567138	Camptodactyly Syndrome, Guadalajara, Type II	D006972
C567138	Camptodactyly Syndrome, Guadalajara, Type II	D016135
C536657	Tumor necrosis factor receptor-associated periodic syndrome	D005334
C536657	Tumor necrosis factor receptor-associated periodic syndrome	D056660
C562404	Pulmonary Arteriovenous Fistulas	D001164
C562404	Pulmonary Arteriovenous Fistulas	D011651
C562404	Pulmonary Arteriovenous Fistulas	D011667
C537516	Pleuropulmonary blastoma	D018202
C535579	Cardio-Facio-Cutaneous Syndrome	D004476
C535579	Cardio-Facio-Cutaneous Syndrome	D005183
C535579	Cardio-Facio-Cutaneous Syndrome	D006330
C535579	Cardio-Facio-Cutaneous Syndrome	D019066
C537929	Fibromuscular dysplasia of arteries	D005352
C535323	Refractory macrocytic anemia due to 5q deletion	D000748
C535323	Refractory macrocytic anemia due to 5q deletion	D002872
C535323	Refractory macrocytic anemia due to 5q deletion	D002895
C537527	3-Oxoacid Coa Transferase Deficiency	D000138
C537527	3-Oxoacid Coa Transferase Deficiency	D015256
C535860	Hemangioma, hereditary capillary	D009386
C535860	Hemangioma, hereditary capillary	D018324
C538238	Adrenal incidentaloma	D000310
C537262	Autosomal Dominant Hereditary Pancreatitis	D050500
C535733	Der(22) Syndrome Due To 3:1 Meiotic Disjunction Events	D002972
C535733	Der(22) Syndrome Due To 3:1 Meiotic Disjunction Events	D006330
C535733	Der(22) Syndrome Due To 3:1 Meiotic Disjunction Events	D008607
C535733	Der(22) Syndrome Due To 3:1 Meiotic Disjunction Events	D009123
C535733	Der(22) Syndrome Due To 3:1 Meiotic Disjunction Events	D025063
C537483	Spastic Paraplegia Type 11	D015419
C567129	Early-Onset Myopathy with Fatal Cardiomyopathy	D009135
C567129	Early-Onset Myopathy with Fatal Cardiomyopathy	D009202
C565145	Craniometaphyseal dysplasia Jackson type	D017271
C536570	Craniometaphyseal Dysplasia, Autosomal Recessive	D001921
C536570	Craniometaphyseal Dysplasia, Autosomal Recessive	D003394
C536570	Craniometaphyseal Dysplasia, Autosomal Recessive	D003398
C536570	Craniometaphyseal Dysplasia, Autosomal Recessive	D012886
C535456	Multifocal osteomyelitis, chronic	D010019
C537702	Smad4-Related Juvenile Polyposis	D009386
C537702	Smad4-Related Juvenile Polyposis	D044483
C535720	Duodenal atresia	D004380
C565153	Coronary Artery Dissection, Spontaneous	D003330
C565153	Coronary Artery Dissection, Spontaneous	D014652
C536038	Acyl-Coa Dehydrogenase, Medium-Chain, Deficiency of	D008052
C536038	Acyl-Coa Dehydrogenase, Medium-Chain, Deficiency of	D042964
C538275	Autoimmune Polyendocrinopathy Syndrome, Type I, Autosomal Dominant	D016884
C562460	Synesthesia	D010468
C536482	Urogenital adysplasia, hereditary	D000013
C536482	Urogenital adysplasia, hereditary	D007668
C536482	Urogenital adysplasia, hereditary	D007674
C531617	Amyotrophic Lateral Sclerosis, Sporadic	D000690
C536353	Acyl-CoA Dehydrogenase, Very Long-Chain, Deficiency of	D008052
C536353	Acyl-CoA Dehydrogenase, Very Long-Chain, Deficiency of	D009135
C536353	Acyl-CoA Dehydrogenase, Very Long-Chain, Deficiency of	D028361
C536353	Acyl-CoA Dehydrogenase, Very Long-Chain, Deficiency of	D044942
C535507	DFNA17	D006319
C535507	DFNA17	D013921
C536648	Autosomal Recessive Sensorineural Hearing Impairment and Goiter	D006044
C536648	Autosomal Recessive Sensorineural Hearing Impairment and Goiter	D006319
C537892	PHACES association	D001017
C537892	PHACES association	D005124
C537892	PHACES association	D020752
C580202	Intranuclear Nemaline Rod Myopathy	D017696
C535761	Congenital nephrotic syndrome 1	D009404
C536231	Hypokinetic dilated cardiomyopathy, familial	D002311
C563032	PPROM	D005322
C565143	Creutzfeldt-Jakob Disease, Sporadic	D007562
C536228	Cyclical Vomiting	D014839
C536965	Hereditary Neuropathy with Liability To Pressure Palsies	D001176
C536965	Hereditary Neuropathy with Liability To Pressure Palsies	D015417
C537475	Mitochondrial NADH dehydrogenase component of complex I, deficiency of	D028361
C537475	Mitochondrial NADH dehydrogenase component of complex I, deficiency of	D042967
C565469	Immune Deficiency Disease	D007153
C536275	Ferrocalcinosis, Cerebrovascular	D001480
C536275	Ferrocalcinosis, Cerebrovascular	D002114
C536275	Ferrocalcinosis, Cerebrovascular	D019636
C536254	Epilepsy, Pyridoxine-Dependent	D004827
C536273	Autosomal recessive ichthyosis with hypotrichosis	D007039
C536273	Autosomal recessive ichthyosis with hypotrichosis	D007057
C567401	Coats Plus Syndrome	D001259
C567401	Coats Plus Syndrome	D001932
C567401	Coats Plus Syndrome	D002114
C567401	Coats Plus Syndrome	D009128
C567401	Coats Plus Syndrome	D012164
C567401	Coats Plus Syndrome	D012640
C567401	Coats Plus Syndrome	D020863
C567401	Coats Plus Syndrome	D056784
C537477	Mitochondrial Dna Depletion Syndrome, Encephalomyopathic Form, With Renal Tubulopathy, Autosomal Recessive	D007418
C537477	Mitochondrial Dna Depletion Syndrome, Encephalomyopathic Form, With Renal Tubulopathy, Autosomal Recessive	D017237
C566267	Hypobetalipoproteinemia, Familial, 1	D052476
C536152	Keratoderma, Palmoplantar, With Deafness	D006319
C536152	Keratoderma, Palmoplantar, With Deafness	D007645
C535466	Autosomal dominant form of benign neonatal seizures	D020936
C536604	Cone-rod congenital amaurosis associated with congenital hypertrichosis	D006983
C536604	Cone-rod congenital amaurosis associated with congenital hypertrichosis	D012174
C536604	Cone-rod congenital amaurosis associated with congenital hypertrichosis	D057130
C564683	Hypermethioninemia, Isolated Persistent	D000592
C564683	Hypermethioninemia, Isolated Persistent	D050938
C565195	Congenital Deafness with Labyrinthine Aplasia, Microtia, and Microdontia	D006319
C565195	Congenital Deafness with Labyrinthine Aplasia, Microtia, and Microdontia	D007758
C565195	Congenital Deafness with Labyrinthine Aplasia, Microtia, and Microdontia	D014071
C565195	Congenital Deafness with Labyrinthine Aplasia, Microtia, and Microdontia	D065817
C536271	Ichthyosis congenita IV	D007057
C536271	Ichthyosis congenita IV	D007235
C536414	Peroxisomal alanine glyoxylate aminotransferase deficiency	D006960
C562694	Idiopathic Generalized Epilepsy	D004829
C536122	Myopia-night blindness	D009216
C536122	Myopia-night blindness	D009755
C536122	Myopia-night blindness	D015785
C536122	Myopia-night blindness	D040181
C536911	Medullary thyroid cancer, familial	D013964
C536911	Medullary thyroid cancer, familial	D018276
C536911	Medullary thyroid cancer, familial	D018813
C538178	Acrodermatitis enteropathica zinc deficiency type	D000169
C538178	Acrodermatitis enteropathica zinc deficiency type	D015032
C566241	Atrial Septal Defect, Secundum Type	D006344
C537067	Cortical Dysplasia of Taylor with Balloon Cells	D004827
C537067	Cortical Dysplasia of Taylor with Balloon Cells	D065703
C536589	Alternating hemiplegia syndrome	D006429
C536237	Osteochondrosis deformans tibiae, familial infantile type	D001848
C536237	Osteochondrosis deformans tibiae, familial infantile type	D055034
C563477	Urolithiasis, Calcium Oxalate	D053040
C536008	Alacrima-Achalasia-Addisonianism	D000309
C536008	Alacrima-Achalasia-Addisonianism	D004931
C537055	Alopecia universalis congenita	D000505
C537705	Niikawa-Kuroki syndrome	D000015
C537705	Niikawa-Kuroki syndrome	D005145
C537705	Niikawa-Kuroki syndrome	D006402
C537705	Niikawa-Kuroki syndrome	D015837
C562731	Dermoid Cyst, Ovarian	D010051
C562731	Dermoid Cyst, Ovarian	D013724
C536277	Cardiomyopathy, Dilated, 1h	D002311
C535648	Gastric lymphoma	D008228
C535648	Gastric lymphoma	D013274
C536830	Glucose transport defect, blood-brain barrier	D002239
C536830	Glucose transport defect, blood-brain barrier	D009004
C566823	Atypical Parkinson Disease	D010300
C564048	X-Linked Dystonia-Parkinsonism	D020821
C564048	X-Linked Dystonia-Parkinsonism	D040181
C557830	Chromosome 15q11.2 deletion syndrome	D002869
C557830	Chromosome 15q11.2 deletion syndrome	D002884
C557830	Chromosome 15q11.2 deletion syndrome	D008607
C537860	Cutis laxa X-linked	D003483
C537860	Cutis laxa X-linked	D004535
C537700	Childhood-Onset Primary Osteoporosis	D010024
C531742	Marfan syndrome type 1	D008382
C565662	Cushing Syndrome, Adrenal, Due To Aimah	D003480
C538005	Early-Onset Torsion Dystonia	D004422
C536924	Angioma, tufted	D006391
C536924	Angioma, tufted	D012878
C536227	Cyclic Leucopenia	D009503
C535966	Neuroepithelial cysts of third ventricle	D056364
C536221	Currarino syndrome	D001003
C536221	Currarino syndrome	D004065
C536221	Currarino syndrome	D012007
C536221	Currarino syndrome	D012447
C536221	Currarino syndrome	D013595
C563161	Hypertensive Nephropathy	D006977
C563161	Hypertensive Nephropathy	D009393
C538157	Granulomatosis, familial juvenile systemic	D001168
C538157	Granulomatosis, familial juvenile systemic	D013585
C538157	Granulomatosis, familial juvenile systemic	D014605
C536168	Keratitis-ichthyosis-deafness syndrome, autosomal dominant	D003638
C536168	Keratitis-ichthyosis-deafness syndrome, autosomal dominant	D007057
C536168	Keratitis-ichthyosis-deafness syndrome, autosomal dominant	D007634
C536376	Pancreas, annular	D010179
C536376	Pancreas, annular	D010182
C562830	Portosystemic Venous Shunt, Congenital	D011169
C562830	Portosystemic Venous Shunt, Congenital	D054079
C537997	Trevor disease	D001848
C537997	Trevor disease	D005269
C537997	Trevor disease	D013977
C537243	Hereditary prostate cancer	D011471
C563614	Long Qt Syndrome 2	D008133
C537466	Midas Syndrome	D008850
C537466	Midas Syndrome	D012868
C537466	Midas Syndrome	D040181
C537328	Craniosynostosis with arachnodactyly and abdominal hernias	D003398
C537328	Craniosynostosis with arachnodactyly and abdominal hernias	D008382
C537328	Craniosynostosis with arachnodactyly and abdominal hernias	D054119
C537196	Spinocerebellar ataxia 14	D020754
C537849	Congenital Progressive Oculo-Acoustico-Cerebral Degeneration	D001766
C537849	Congenital Progressive Oculo-Acoustico-Cerebral Degeneration	D009422
C537849	Congenital Progressive Oculo-Acoustico-Cerebral Degeneration	D013036
C537849	Congenital Progressive Oculo-Acoustico-Cerebral Degeneration	D040181
C537492	Stickler Syndrome, Type I	D001168
C537492	Stickler Syndrome, Type I	D003240
C537492	Stickler Syndrome, Type I	D006319
C537492	Stickler Syndrome, Type I	D012163
C566113	Progressive Encephalomyelitis with Rigidity	D004679
C566113	Progressive Encephalomyelitis with Rigidity	D009127
C565815	Cataract 9, Multiple Types	D002386
C535833	High altitude pulmonary hypertension	D000532
C535833	High altitude pulmonary hypertension	D006976
C536611	Spiegler-Brooke syndrome	D009386
C536611	Spiegler-Brooke syndrome	D012878
C535306	L-2-hydroxyglutaric aciduria	D020739
C536560	Ichthyosiform erythroderma with leukocyte vacuolation	D008052
C536560	Ichthyosiform erythroderma with leukocyte vacuolation	D009135
C536560	Ichthyosiform erythroderma with leukocyte vacuolation	D016113
C564665	Azoospermia, Nonobstructive	D053713
C537153	Hypomagnesemia, isolated renal	D009397
C537153	Hypomagnesemia, isolated renal	D015499
C537153	Hypomagnesemia, isolated renal	D053565
C536281	Alveolar hypoventilation syndrome	D006486
C536281	Alveolar hypoventilation syndrome	D008171
C536778	Carnitine deficiency, primary	D002331
C536778	Carnitine deficiency, primary	D009135
C536778	Carnitine deficiency, primary	D009202
C536778	Carnitine deficiency, primary	D022124
C537180	Episodic Kinesigenic Dyskinesia 1	D004421
C536246	Diabetes and deafness, maternally inherited	D003638
C536246	Diabetes and deafness, maternally inherited	D003924
C536246	Diabetes and deafness, maternally inherited	D028361
C536827	Glomangiomas, Multiple	D005918
C536827	Glomangiomas, Multiple	D010236
C566056	Protein C Cofactor Deficiency	D020016
C563514	Hypertension Resistant to Conventional Therapy	D003329
C563514	Hypertension Resistant to Conventional Therapy	D006973
C562834	Familial Thoracic Aortic Aneurysm and Dissection	D017545
C537470	Microvillus atrophy, congenital	D008286
C537470	Microvillus atrophy, congenital	D008871
C537470	Microvillus atrophy, congenital	D009081
C535729	Familial reticulate acropigmentation of Dohi	D010859
C563185	Hyperhidrosis Palmaris Et Plantaris	D006945
C537143	Ossification of the Posterior Longitudinal Ligament of Spine	D017887
C536990	Hirschsprung disease mental retardation syndrome	D006627
C536990	Hirschsprung disease mental retardation syndrome	D008607
C536990	Hirschsprung disease mental retardation syndrome	D008831
C536990	Hirschsprung disease mental retardation syndrome	D019066
C535440	Bietti tapetoretinal degeneration with marginal corneal dystrophy	D003317
C535440	Bietti tapetoretinal degeneration with marginal corneal dystrophy	D012164
C536962	Long QT syndrome with syndactyly	D001321
C536962	Long QT syndrome with syndactyly	D008133
C536962	Long QT syndrome with syndactyly	D013576
C536697	Warts, hypogammaglobulinemia, infections, and myelokathexis	D007153
C536697	Warts, hypogammaglobulinemia, infections, and myelokathexis	D014860
C536004	Ceruloplasmin deficiency	D002570
C536004	Ceruloplasmin deficiency	D019189
C536004	Ceruloplasmin deficiency	D019636
C537242	Face blindness	D020238
C562730	Adenocarcinoma Of Esophagus	D000230
C562730	Adenocarcinoma Of Esophagus	D004938
C536196	Benign hypermobility syndrome	D004535
C537844	Non-seminomatous germ-cell tumors	D009373
C537844	Non-seminomatous germ-cell tumors	D013736
C538137	Hereditary hyperferritinemia-cataract syndrome	D002386
C538137	Hereditary hyperferritinemia-cataract syndrome	D019189
C538090	Ovarian cancer, epithelial	D009375
C538090	Ovarian cancer, epithelial	D010051
C536773	Secondary syphilis	D013587
C562768	Hypothyroidism, Autoimmune	D013967
C562768	Hypothyroidism, Autoimmune	D050031
C562456	Intestinal Malrotation, Familial	D004065
C562456	Intestinal Malrotation, Familial	D045822
C536977	Tracheopathia osteoplastica	D010009
C536977	Tracheopathia osteoplastica	D014133
C536394	Idiopathic Neonatal Hemochromatosis	D006432
C536253	Pyogenic arthritis, pyoderma gangrenosum, and severe cystic acne	D000152
C536253	Pyogenic arthritis, pyoderma gangrenosum, and severe cystic acne	D001170
C536253	Pyogenic arthritis, pyoderma gangrenosum, and severe cystic acne	D017511
C535356	Progressive bifocal chorioretinal atrophy	D003317
C567258	Adiponectin Deficiency	D008661
C567258	Adiponectin Deficiency	D052242
C562465	Phobia, Simple	D010698
C567089	Lipoprotein Glomerulopathy	D007674
C566458	Tricholemmal Cyst	D004814
C537221	Lumbosacral agenesis	D000015
C537221	Lumbosacral agenesis	D008588
C537221	Lumbosacral agenesis	D012445
C566795	PSP	D011030
C537340	Simpson dysmorphia syndrome	D001145
C537340	Simpson dysmorphia syndrome	D005877
C537340	Simpson dysmorphia syndrome	D006330
C537340	Simpson dysmorphia syndrome	D008607
C537340	Simpson dysmorphia syndrome	D040181
C535814	Nervous system sarcoidosis	D002493
C535814	Nervous system sarcoidosis	D012507
C536141	Leukoencephalopathy with swelling and cysts	D003560
C536141	Leukoencephalopathy with swelling and cysts	D020279
C538065	Median facial cleft syndrome	D005145
C538065	Median facial cleft syndrome	D019465
C536610	Familial cavernous hemangioma	D020786
C538250	Amyopathic dermatomyositis	D003882
C564690	Left Ventricular Noncompaction, Nonisolated	D006330
C000598744	Idiopathic myopathy	D009220
C537185	Nephrotic Syndrome, Congenital, With Ocular Abnormalities And Congenital Myasthenic Syndrome	D000015
C537185	Nephrotic Syndrome, Congenital, With Ocular Abnormalities And Congenital Myasthenic Syndrome	D005124
C537185	Nephrotic Syndrome, Congenital, With Ocular Abnormalities And Congenital Myasthenic Syndrome	D009404
C537185	Nephrotic Syndrome, Congenital, With Ocular Abnormalities And Congenital Myasthenic Syndrome	D011681
C538320	Histidine ammonia-lyase deficiency	D000592
C538320	Histidine ammonia-lyase deficiency	D006638
C535531	Lumbar Disc Disease	D007405
C535531	Lumbar Disc Disease	D055959
C537409	Agammaglobulinemia, X-Linked	D000361
C537409	Agammaglobulinemia, X-Linked	D040181
C567782	Familial Transthyretin Cardiac Amyloidosis	D028227
C563236	Testicular Germ Cell Tumor	D009373
C563236	Testicular Germ Cell Tumor	D013736
C536330	Isolated polycystic liver disease	D003560
C536330	Isolated polycystic liver disease	D008107
C536334	Ventricular Tachycardia, Catecholaminergic Polymorphic, 2	D017180
C535607	Aicardi-Goutieres Syndrome 2	D009421
C535607	Aicardi-Goutieres Syndrome 2	D020274
C566403	Homocysteinemia	D020138
C563277	Papillary Thyroid Microcarcinoma	D002291
C563277	Papillary Thyroid Microcarcinoma	D013964
C536404	Nephrotic syndrome, steroid-resistant, autosomal recessive	D009404
C566881	RDS Of Prematurity	D012127
C562601	Hypolactasia, Adult Type	D007787
C562601	Hypolactasia, Adult Type	D043322
C537168	Renal Hypoplasia, Isolated	D003103
C537168	Renal Hypoplasia, Isolated	D014718
C537168	Renal Hypoplasia, Isolated	D051437
C536890	Migraine, familial hemiplegic 1, with progressive cerebellar ataxia	D002524
C536890	Migraine, familial hemiplegic 1, with progressive cerebellar ataxia	D008881
C536490	Usher Syndrome, Type IIA	D052245
C536467	Shah-Waardenburg syndrome	D006627
C536467	Shah-Waardenburg syndrome	D014849
C562745	Posterior Polymorphous Corneal Dystrophy	D003317
C000600608	Arthrogryposis, Distal, With Peculiar Facies And Hydronephrosis	D004535
C536170	Diastrophic dwarfism	D004392
C564052	Thrombocytopenia, X-Linked	D013921
C564052	Thrombocytopenia, X-Linked	D040181
C535932	Familial recurrent intrahepatic cholestasis of pregnancy	D002780
C535932	Familial recurrent intrahepatic cholestasis of pregnancy	D011248
C536821	Gestational gigantomastia	D001940
C536821	Gestational gigantomastia	D006984
C536439	Congenital hereditary endothelial dystrophy of the cornea	D003317
C538007	Segawa syndrome, autosomal dominant	D020821
C536096	Myoclonus, hereditary essential	D020821
C535326	Cervico-Oculo-Acoustic Syndrome	D000015
C535326	Cervico-Oculo-Acoustic Syndrome	D006330
C535326	Cervico-Oculo-Acoustic Syndrome	D006344
C535326	Cervico-Oculo-Acoustic Syndrome	D038061
C535326	Cervico-Oculo-Acoustic Syndrome	D038062
C537387	Melanosis, neurocutaneous	D008548
C537387	Melanosis, neurocutaneous	D020752
C562833	Pulmonary Atresia With Ventricular Septal Defect	D006343
C562833	Pulmonary Atresia With Ventricular Septal Defect	D018633
C562487	Eosinophilic Fasciitis	D004802
C562487	Eosinophilic Fasciitis	D005208
C537571	Asphyxiating Thoracic Dystrophy 1	D004613
C538141	Sulfocysteinuria	D000592
C538141	Sulfocysteinuria	D050876
C563600	Masseter Muscle Hypertrophy	D006984
C563600	Masseter Muscle Hypertrophy	D008406
C536002	Navicular Bone, Accessory	D005534
C536002	Navicular Bone, Accessory	D013639
C536053	Osteopathia Striata with Cranial Sclerosis	D010026
C535899	LGMD3	D049288
C535662	Geleophysic dysplasia	D001848
C535662	Geleophysic dysplasia	D017880
C562832	Pulmonary Atresia with Intact Ventricular Septum	D006330
C562832	Pulmonary Atresia with Intact Ventricular Septum	D018633
C564105	Fragile X-Associated Tremor Ataxia Syndrome	D001259
C564105	Fragile X-Associated Tremor Ataxia Syndrome	D005600
C564105	Fragile X-Associated Tremor Ataxia Syndrome	D014202
C536987	Chromosomal mosaicism due to mitotic instability	D009030
C536987	Chromosomal mosaicism due to mitotic instability	D025063
C536133	Meckel Syndrome, Type 1	D002925
C536133	Meckel Syndrome, Type 1	D004677
C536133	Meckel Syndrome, Type 1	D007690
C562568	Cerebellar Hypoplasia	D002531
C562568	Cerebellar Hypoplasia	D002658
C562568	Cerebellar Hypoplasia	D009421
C562787	Precocious Puberty, Central	D011629
C538045	Chromosome 17p Deletion Syndrome	D002872
C538045	Chromosome 17p Deletion Syndrome	D002886
C538045	Chromosome 17p Deletion Syndrome	D058496
C537757	Dalmatian hypouricemia	D014545
C537757	Dalmatian hypouricemia	D015499
C537630	Birdshot chorioretinopathy	D002825
C537922	Dilantin Embryopathy	D000014
C536154	Keratosis palmoplantaris transgrediens et progrediens	D010214
C537246	Familial hemiplegic migraine, type 2	D020325
C564858	PK Deficiency	D000746
C564858	PK Deficiency	D011770
C564858	PK Deficiency	D015323
C537247	Hemochromatosis, Type 2A	D006432
C537247	Hemochromatosis, Type 2A	D064451
C535788	Spondyloepiphyseal Dysplasia Congenita	D010009
C562397	Hymen, Imperforate	D006924
C562397	Hymen, Imperforate	D008599
C567379	Pyogenic Bacterial Infections, Recurrent, Due To MYD88 Deficiency	D007153
C537440	Idiopathic infantile arterial calcification	D061205
C537119	Dyschondrosteosis	D006130
C537119	Dyschondrosteosis	D010009
C536174	Panbronchiolitis, diffuse	D001988
C536174	Panbronchiolitis, diffuse	D006192
C564403	Coq10 Deficiency, Primary	D001259
C564403	Coq10 Deficiency, Primary	D014451
C564403	Coq10 Deficiency, Primary	D018908
C564403	Coq10 Deficiency, Primary	D028361
C562842	Carcinoid Tumors, Intestinal	D002276
C562842	Carcinoid Tumors, Intestinal	D007414
C537727	Lymphangiomatosis, pulmonary	D008171
C537727	Lymphangiomatosis, pulmonary	D008200
C580003	Panhypopituitarism	D007018
C538258	Alpha Thalassemia X-Linked Mental Retardation Syndrome	D017085
C538258	Alpha Thalassemia X-Linked Mental Retardation Syndrome	D038901
C536209	Haddad Syndrome	D007040
C536209	Haddad Syndrome	D020182
C536321	Bullous acrokeratotic poikiloderma of kindler and weary	D001768
C536321	Bullous acrokeratotic poikiloderma of kindler and weary	D004820
C536321	Bullous acrokeratotic poikiloderma of kindler and weary	D010510
C536321	Bullous acrokeratotic poikiloderma of kindler and weary	D010787
C538225	Aplasia cutis of the scalp	D004476
C538225	Aplasia cutis of the scalp	D012536
C538225	Aplasia cutis of the scalp	D017880
C536801	Deletion 22q13.3 Syndrome	D002872
C536801	Deletion 22q13.3 Syndrome	D002892
C536801	Deletion 22q13.3 Syndrome	D025063
C536085	Ichthyosis Follicularis, Atrichia, and Photophobia Syndrome	D000505
C536085	Ichthyosis Follicularis, Atrichia, and Photophobia Syndrome	D007057
C536085	Ichthyosis Follicularis, Atrichia, and Photophobia Syndrome	D020795
C535734	Muscular dystrophy, tardive, Dreifuss-Emery type, with contractures	D003286
C535734	Muscular dystrophy, tardive, Dreifuss-Emery type, with contractures	D020389
C562378	Congenital Hepatic Fibrosis	D008103
C562378	Congenital Hepatic Fibrosis	D030342
C567760	Hnfj2	D000740
C567760	Hnfj2	D012083
C567760	Hnfj2	D033461
C567760	Hnfj2	D051437
C565703	Cataract, Congenital, Cerulean Type, 4	D002386
C537111	Bulbar Palsy, Progressive, With Sensorineural Deafness	D006319
C537111	Bulbar Palsy, Progressive, With Sensorineural Deafness	D010244
C535318	Super female	D012729
C535318	Super female	D014314
C535318	Super female	D041321
C535318	Super female	D058533
C537884	Peters anomaly	D000869
C537884	Peters anomaly	D003318
C537884	Peters anomaly	D005124
C535984	Absence of Vas Deferens	D014649
C535984	Absence of Vas Deferens	D052801
C538457	FSGS1	D005923
C537403	Pitt Hopkins syndrome	D006985
C537403	Pitt Hopkins syndrome	D008607
C537403	Pitt Hopkins syndrome	D019066
C536928	Mismatch Repair Cancer Syndrome	D001932
C536928	Mismatch Repair Cancer Syndrome	D009386
C536928	Mismatch Repair Cancer Syndrome	D015179
C565711	Kyphoscoliosis 1	D007738
C565711	Kyphoscoliosis 1	D012600
C536641	Neurilemmomatosis, congenital cutaneous	D009442
C536641	Neurilemmomatosis, congenital cutaneous	D012878
C536641	Neurilemmomatosis, congenital cutaneous	D017253
C535358	Central areolar choroidal sclerosis	D015862
C538167	Isovaleric acidemia	D000592
C538167	Isovaleric acidemia	D050769
C536820	Trichorhinophalangeal (TRP) syndrome 1	D005385
C536820	Trichorhinophalangeal (TRP) syndrome 1	D006201
C536820	Trichorhinophalangeal (TRP) syndrome 1	D009666
C536820	Trichorhinophalangeal (TRP) syndrome 1	D015826
C535598	Mental Retardation, X-Linked, with Seizures, Short Stature, and Midface Hypoplasia	D003401
C535598	Mental Retardation, X-Linked, with Seizures, Short Stature, and Midface Hypoplasia	D020739
