MESH_ID	MESH_NAME	PARENT_MESH_ID	PARENT_MESH_CATEGORY	ROOT_MESH_CATEGORY	LEVEL
D056267	Pagetoid Reticulosis	D009182	C15.604.515.569.480.750.800.550	C15	7
D056267	Pagetoid Reticulosis	D009182	C20.683.515.761.480.750.800.550	C20	7
D009808	Odontogenic Tumors	D009370	C04.557	C04	1
D009807	Odontogenic Cysts	D007570	C04.182.089.530	C04	3
D009807	Odontogenic Cysts	D007570	C05.500.470	C05	2
D009807	Odontogenic Cysts	D007570	C07.320.450	C07	2
D009800	Oculocerebrorenal Syndrome	D020739	C10.228.140.163.100	C10	4
D009800	Oculocerebrorenal Syndrome	D015499	C12.777.419.815	C12	3
D009800	Oculocerebrorenal Syndrome	D015499	C13.351.968.419.815	C13	4
D009800	Oculocerebrorenal Syndrome	D000015	C16.131.077	C16	2
D009800	Oculocerebrorenal Syndrome	D040181	C16.320.322	C16	2
D009800	Oculocerebrorenal Syndrome	D020157	C16.320.565.151	C16	3
D009800	Oculocerebrorenal Syndrome	D020739	C16.320.565.189	C16	3
D009800	Oculocerebrorenal Syndrome	D015499	C16.320.565.861	C16	3
D009800	Oculocerebrorenal Syndrome	D030342	C16.320	C16	1
D009800	Oculocerebrorenal Syndrome	D020739	C18.452.132.100	C18	3
D009800	Oculocerebrorenal Syndrome	D020157	C18.452.648.151	C18	3
D009800	Oculocerebrorenal Syndrome	D020739	C18.452.648.189	C18	3
D009800	Oculocerebrorenal Syndrome	D015499	C18.452.648.861	C18	3
D000074962	Kounis Syndrome	D017202	C14.280.647	C14	2
D000074962	Kounis Syndrome	D017202	C14.907.585	C14	2
D000074962	Kounis Syndrome	D006967	C20.543	C20	1
D000074924	Nut and Peanut Hypersensitivity	D005512	C20.543.480.370	C20	3
D020295	Brain Stem Neoplasms	D015192	C04.588.614.250.195.411	C04	5
D020295	Brain Stem Neoplasms	D015192	C10.228.140.211.500	C10	4
D020295	Brain Stem Neoplasms	D015192	C10.551.240.250.400	C10	4
D020294	Myasthenic Syndromes, Congenital	D020511	C10.668.758	C10	2
D020294	Myasthenic Syndromes, Congenital	D030342	C16.320	C16	1
D020293	Vasculitis, Central Nervous System	D020274	C10.114	C10	1
D020293	Vasculitis, Central Nervous System	D002561	C10.228.140.300	C10	3
D020293	Vasculitis, Central Nervous System	D002561	C14.907.253	C14	2
D020293	Vasculitis, Central Nervous System	D014657	C14.907.940	C14	2
D020293	Vasculitis, Central Nervous System	D020274	C20.111.258	C20	2
D020299	Intracranial Hemorrhage, Hypertensive	D020300	C10.228.140.300.535	C10	4
D020299	Intracranial Hemorrhage, Hypertensive	D020300	C14.907.253.573	C14	3
D020288	Papilloma, Choroid Plexus	D016545	C04.588.614.250.195.205.200	C04	6
D020288	Papilloma, Choroid Plexus	D016545	C10.228.140.211.280.300	C10	5
D020288	Papilloma, Choroid Plexus	D016545	C10.551.240.250.200.200	C10	5
D020275	Guillain-Barre Syndrome	D011129	C10.114.750	C10	2
D020275	Guillain-Barre Syndrome	D011129	C10.314.750	C10	2
D020275	Guillain-Barre Syndrome	D010523	C10.668.829	C10	2
D020275	Guillain-Barre Syndrome	D011129	C10.668.829.800.750	C10	4
D020275	Guillain-Barre Syndrome	D011129	C20.111.258.750	C20	3
D020274	Autoimmune Diseases of the Nervous System	D009422	C10	C10	0
D020274	Autoimmune Diseases of the Nervous System	D001327	C20.111	C20	1
D019283	Pancreatitis, Acute Necrotizing	D010195	C06.689.750	C06	2
D019282	Wasting Syndrome	D008659	C18.452	C18	1
D019282	Wasting Syndrome	D009748	C18.654	C18	1
D020271	Heredodegenerative Disorders, Nervous System	D019636	C10.574	C10	1
D020271	Heredodegenerative Disorders, Nervous System	D030342	C16.320	C16	1
D020270	Alcohol Withdrawal Seizures	D012640	C10.597.742	C10	2
D020270	Alcohol Withdrawal Seizures	D020268	C10.720.112	C10	2
D020270	Alcohol Withdrawal Seizures	D012640	C23.888.592.742	C23	3
D020270	Alcohol Withdrawal Seizures	D020268	C25.723.705.150	C25	3
D020270	Alcohol Withdrawal Seizures	D020268	C25.775.100.087.193	C25	4
D020270	Alcohol Withdrawal Seizures	D013375	C25.775.835	C25	2
D019280	Branchio-Oto-Renal Syndrome	D000015	C16.131.077	C16	2
D019280	Branchio-Oto-Renal Syndrome	D025063	C16.131.260	C16	2
D019280	Branchio-Oto-Renal Syndrome	D025063	C16.320.180	C16	2
D020279	Hereditary Central Nervous System Demyelinating Diseases	D020739	C10.228.140.163.100	C10	4
D020279	Hereditary Central Nervous System Demyelinating Diseases	D056784	C10.228.140.695	C10	3
D020279	Hereditary Central Nervous System Demyelinating Diseases	D003711	C10.314	C10	1
D020279	Hereditary Central Nervous System Demyelinating Diseases	D020271	C10.574.500	C10	2
D020279	Hereditary Central Nervous System Demyelinating Diseases	D020271	C16.320.400	C16	2
D020279	Hereditary Central Nervous System Demyelinating Diseases	D020739	C16.320.565.189	C16	3
D020279	Hereditary Central Nervous System Demyelinating Diseases	D020739	C18.452.132.100	C18	3
D020279	Hereditary Central Nervous System Demyelinating Diseases	D020739	C18.452.648.189	C18	3
D020278	Demyelinating Autoimmune Diseases, CNS	D020274	C10.114	C10	1
D020278	Demyelinating Autoimmune Diseases, CNS	D056784	C10.228.140.695	C10	3
D020278	Demyelinating Autoimmune Diseases, CNS	D003711	C10.314	C10	1
D020278	Demyelinating Autoimmune Diseases, CNS	D020274	C20.111.258	C20	2
D020277	Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	D011129	C10.114.750	C10	2
D020277	Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	D011129	C10.314.750	C10	2
D020277	Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	D011129	C10.668.829.800.750	C10	4
D020277	Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	D011129	C20.111.258.750	C20	3
D020265	Lead Poisoning, Nervous System, Adult	D020263	C10.720.475.400	C10	3
D020265	Lead Poisoning, Nervous System, Adult	D020263	C25.723.522.750.500	C25	4
D020264	Lead Poisoning, Nervous System, Childhood	D020263	C10.720.475.400	C10	3
D020264	Lead Poisoning, Nervous System, Childhood	D020263	C25.723.522.750.500	C25	4
D020263	Lead Poisoning, Nervous System	D020260	C10.720.475	C10	2
D020263	Lead Poisoning, Nervous System	D007855	C25.723.522.750	C25	3
D020262	Mercury Poisoning, Nervous System	D020260	C10.720.475	C10	2
D020262	Mercury Poisoning, Nervous System	D008630	C25.723.522.875	C25	3
D019294	Xanthomatosis, Cerebrotendinous	D008052	C16.320.565.398	C16	3
D019294	Xanthomatosis, Cerebrotendinous	D014973	C18.452.584.750	C18	3
D019294	Xanthomatosis, Cerebrotendinous	D008052	C18.452.648.398	C18	3
D020261	Arsenic Poisoning	D020260	C10.720.475	C10	2
D020261	Arsenic Poisoning	D011041	C25.723	C25	1
D020260	Heavy Metal Poisoning, Nervous System	D020258	C10.720	C10	1
D019292	Skull Base Neoplasms	D012888	C04.588.149.721	C04	3
D019292	Skull Base Neoplasms	D012888	C05.116.231.754	C05	3
D020269	Alcoholic Neuropathy	D011115	C10.668.829.800	C10	3
D020269	Alcoholic Neuropathy	D020268	C10.720.112	C10	2
D020269	Alcoholic Neuropathy	D020268	C25.723.705.150	C25	3
D020269	Alcoholic Neuropathy	D020268	C25.775.100.087.193	C25	4
D020268	Alcohol-Induced Disorders, Nervous System	D020258	C10.720	C10	1
D020268	Alcohol-Induced Disorders, Nervous System	D020258	C25.723.705	C25	2
D020268	Alcohol-Induced Disorders, Nervous System	D020751	C25.775.100.087	C25	3
D020267	MPTP Poisoning	D010302	C10.228.140.079.862.800	C10	5
D020267	MPTP Poisoning	D010302	C10.228.662.600.700	C10	4
D020267	MPTP Poisoning	D020258	C10.720	C10	1
D020267	MPTP Poisoning	D020258	C25.723.705	C25	2
D020254	Tooth Ankylosis	D014076	C07.793	C07	1
D020252	Gastric Antral Vascular Ectasia	D013272	C06.405.748	C06	2
D020252	Gastric Antral Vascular Ectasia	D016888	C14.907.075	C14	2
D020250	Postoperative Nausea and Vomiting	D011183	C23.550.767	C23	2
D020250	Postoperative Nausea and Vomiting	D009325	C23.888.821.712	C23	3
D020250	Postoperative Nausea and Vomiting	D014839	C23.888.821.937	C23	3
D019263	Dysthymic Disorder	D003866	F03.600.300	F03	2
D020258	Neurotoxicity Syndromes	D009422	C10	C10	0
D020258	Neurotoxicity Syndromes	D011041	C25.723	C25	1
D020257	Ventricular Remodeling	D020763	C23.300	C23	1
D020257	Ventricular Remodeling	D016276	G09.330.955	G09	2
D020256	Choroidal Neovascularization	D015862	C11.941.160	C11	2
D020256	Choroidal Neovascularization	D009389	C23.550.589.500	C23	3
D020255	Vitreous Detachment	D005128	C11	C11	0
D007280	Disorders of Environmental Origin	D007280	C21	C21	0
D020243	Infarction, Anterior Cerebral Artery	D002544	C10.228.140.300.150.477.200	C10	6
D020243	Infarction, Anterior Cerebral Artery	D002539	C10.228.140.300.510.200	C10	5
D020243	Infarction, Anterior Cerebral Artery	D002544	C10.228.140.300.775.200.200	C10	6
D020243	Infarction, Anterior Cerebral Artery	D002544	C14.907.253.092.477.200	C14	5
D020243	Infarction, Anterior Cerebral Artery	D002539	C14.907.253.560.200	C14	4
D020243	Infarction, Anterior Cerebral Artery	D002544	C14.907.253.855.200.200	C14	5
D020242	Encephalomyelitis, Eastern Equine	D004683	C02.081.355	C02	2
D020242	Encephalomyelitis, Eastern Equine	D004683	C02.290.450	C02	2
D020242	Encephalomyelitis, Eastern Equine	D004683	C02.782.930.100.370	C02	4
D020242	Encephalomyelitis, Eastern Equine	D004683	C10.228.140.430.520.750.450	C10	6
D020242	Encephalomyelitis, Eastern Equine	D004683	C10.228.228.245.340.450	C10	5
D020242	Encephalomyelitis, Eastern Equine	D004683	C10.228.228.291.323	C10	4
D020242	Encephalomyelitis, Eastern Equine	D004683	C10.228.228.399.750.450	C10	5
D020242	Encephalomyelitis, Eastern Equine	D004683	C10.228.440.406	C10	3
D020241	Encephalomyelitis, Western Equine	D004683	C02.081.355	C02	2
D020241	Encephalomyelitis, Western Equine	D004683	C02.182.525.450	C02	3
D020241	Encephalomyelitis, Western Equine	D004683	C02.290.450	C02	2
D020241	Encephalomyelitis, Western Equine	D004683	C02.782.930.100.370	C02	4
D020241	Encephalomyelitis, Western Equine	D004683	C10.228.140.430.520.750.450	C10	6
D020241	Encephalomyelitis, Western Equine	D004683	C10.228.228.245.340.450	C10	5
D020241	Encephalomyelitis, Western Equine	D004683	C10.228.228.291.323	C10	4
D020241	Encephalomyelitis, Western Equine	D004683	C10.228.228.399.750.450	C10	5
D020241	Encephalomyelitis, Western Equine	D004683	C10.228.440.406	C10	3
D020240	Apraxia, Ideomotor	D001072	C10.597.606.881.350	C10	4
D020240	Apraxia, Ideomotor	D001072	C23.888.592.604.882.350	C23	5
D020240	Apraxia, Ideomotor	D001072	F01.700.875.350	F01	3
D020246	Venous Thrombosis	D013927	C14.907.355.830	C14	3
D020244	Infarction, Middle Cerebral Artery	D002544	C10.228.140.300.150.477.200	C10	6
D020244	Infarction, Middle Cerebral Artery	D002539	C10.228.140.300.510.200	C10	5
D020244	Infarction, Middle Cerebral Artery	D002544	C10.228.140.300.775.200.200	C10	6
D020244	Infarction, Middle Cerebral Artery	D002544	C14.907.253.092.477.200	C14	5
D020244	Infarction, Middle Cerebral Artery	D002539	C14.907.253.560.200	C14	4
D020244	Infarction, Middle Cerebral Artery	D002544	C14.907.253.855.200.200	C14	5
D007299	Insect Bites and Stings	D001733	C25.723.127	C25	2
D007299	Insect Bites and Stings	D001733	C26.176	C26	1
D020232	Kluver-Bucy Syndrome	D003704	C10.228.140.380	C10	3
D020232	Kluver-Bucy Syndrome	D003704	F03.615.400	F03	2
D020230	Serotonin Syndrome	D064420	C25.100	C25	1
D020238	Prosopagnosia	D000377	C10.597.606.762.100	C10	4
D020238	Prosopagnosia	D000377	C23.888.592.604.764.100	C23	5
D020238	Prosopagnosia	D000377	F01.700.750.100	F01	3
D020237	Alexia, Pure	D004411	C10.597.606.150.500.300.200	C10	6
D020237	Alexia, Pure	D004411	C23.888.592.604.150.500.300.200	C23	7
D020237	Alexia, Pure	D004411	F03.615.700	F03	2
D020236	Amnesia, Transient Global	D001927	C10.228.140	C10	2
D020236	Amnesia, Transient Global	D000647	C10.597.606.525.100	C10	4
D020236	Amnesia, Transient Global	D000647	C23.888.592.604.529.100	C23	5
D020236	Amnesia, Transient Global	D000647	F01.700.625.100	F01	3
D020236	Amnesia, Transient Global	D000647	F03.615.200	F03	2
D020235	Gait Apraxia	D020233	C10.597.404	C10	2
D020235	Gait Apraxia	D001072	C10.597.606.881.350	C10	4
D020235	Gait Apraxia	D020233	C23.888.592.413	C23	3
D020235	Gait Apraxia	D001072	C23.888.592.604.882.350	C23	5
D020235	Gait Apraxia	D001072	F01.700.875.350	F01	3
D020234	Gait Ataxia	D001259	C10.597.350.090	C10	3
D020234	Gait Ataxia	D020233	C10.597.404	C10	2
D020234	Gait Ataxia	D001259	C23.888.592.350.090	C23	4
D020234	Gait Ataxia	D020233	C23.888.592.413	C23	3
D020233	Gait Disorders, Neurologic	D009461	C10.597	C10	1
D020233	Gait Disorders, Neurologic	D009461	C23.888.592	C23	2
D020221	Optic Nerve Injuries	D020209	C10.292.262	C10	2
D020221	Optic Nerve Injuries	D009901	C10.292.700	C10	2
D020221	Optic Nerve Injuries	D020209	C10.900.300.218	C10	3
D020221	Optic Nerve Injuries	D009901	C11.640	C11	1
D020221	Optic Nerve Injuries	D020209	C26.915.300.400	C26	3
D020220	Facial Nerve Injuries	D005155	C07.465.299	C07	2
D020220	Facial Nerve Injuries	D020209	C10.292.262	C10	2
D020220	Facial Nerve Injuries	D005155	C10.292.319	C10	2
D020220	Facial Nerve Injuries	D020209	C10.900.300.218	C10	3
D020220	Facial Nerve Injuries	D020209	C26.915.300.400	C26	3
D020227	Lateral Sinus Thrombosis	D012851	C10.228.140.300.525.425.500	C10	6
D020227	Lateral Sinus Thrombosis	D012851	C14.907.253.566.350.500	C14	5
D020227	Lateral Sinus Thrombosis	D012851	C14.907.355.590.213.350.500	C14	6
D020226	Cavernous Sinus Thrombosis	D012851	C10.228.140.300.525.425.500	C10	6
D020226	Cavernous Sinus Thrombosis	D012851	C14.907.253.566.350.500	C14	5
D020226	Cavernous Sinus Thrombosis	D012851	C14.907.355.590.213.350.500	C14	6
D020225	Sagittal Sinus Thrombosis	D012851	C10.228.140.300.525.425.500	C10	6
D020225	Sagittal Sinus Thrombosis	D012851	C14.907.253.566.350.500	C14	5
D020225	Sagittal Sinus Thrombosis	D012851	C14.907.355.590.213.350.500	C14	6
D020222	Abducens Nerve Injury	D020434	C10.292.150	C10	2
D020222	Abducens Nerve Injury	D020209	C10.292.262	C10	2
D020222	Abducens Nerve Injury	D020209	C10.900.300.218	C10	3
D020222	Abducens Nerve Injury	D020209	C26.915.300.400	C26	3
D019247	HIV Wasting Syndrome	D015658	C02.782.815.616.400	C02	4
D019247	HIV Wasting Syndrome	D015658	C02.800.801.400	C02	3
D019247	HIV Wasting Syndrome	D019282	C18.452.915	C18	2
D019247	HIV Wasting Syndrome	D019282	C18.654.940	C18	2
D019247	HIV Wasting Syndrome	D015658	C20.673.480	C20	2
D020331	Mobius Syndrome	D005155	C07.465.299	C07	2
D020331	Mobius Syndrome	D005155	C10.292.319	C10	2
D020331	Mobius Syndrome	D000015	C16.131.077	C16	2
D020331	Mobius Syndrome	D007232	C16.614	C16	1
D020330	Bell Palsy	D006566	C02.256.466	C02	2
D020330	Bell Palsy	D009059	C07.465	C07	1
D020330	Bell Palsy	D005155	C07.465.299	C07	2
D020330	Bell Palsy	D005155	C10.292.319	C10	2
D020339	Optic Nerve Glioma	D005910	C04.557.465.625.600.380	C04	5
D020339	Optic Nerve Glioma	D005910	C04.557.470.670.380	C04	4
D020339	Optic Nerve Glioma	D005910	C04.557.580.625.600.380	C04	5
D020339	Optic Nerve Glioma	D019574	C04.588.614.300.600	C04	4
D020339	Optic Nerve Glioma	D019574	C04.588.614.596.240.240	C04	5
D020339	Optic Nerve Glioma	D019574	C10.292.225.800	C10	3
D020339	Optic Nerve Glioma	D019574	C10.292.700.500	C10	3
D020339	Optic Nerve Glioma	D019574	C10.551.360.500	C10	3
D020339	Optic Nerve Glioma	D019574	C10.551.775.250.500	C10	4
D020339	Optic Nerve Glioma	D019574	C11.640.544	C11	2
D020338	Vestibular Neuronitis	D000160	C09.218.807.800	C09	3
D020338	Vestibular Neuronitis	D000160	C10.292.910	C10	2
D020336	Paraparesis, Spastic	D020335	C10.597.636.500	C10	3
D020336	Paraparesis, Spastic	D020335	C23.888.592.643.500	C23	4
D020335	Paraparesis	D010291	C10.597.636	C10	2
D020335	Paraparesis	D010291	C23.888.592.643	C23	3
D020333	Tolosa-Hunt Syndrome	D015835	C10.292.562	C10	2
D020333	Tolosa-Hunt Syndrome	D015835	C11.590	C11	1
D019339	Port-Wine Stain	D012868	C16.131.831	C16	2
D019339	Port-Wine Stain	D012868	C17.800.804	C17	2
D019337	Hematologic Neoplasms	D009371	C04.588	C04	1
D019337	Hematologic Neoplasms	D006402	C15.378	C15	1
D019351	Rubulavirus Infections	D018184	C02.782.580.600	C02	3
D019350	Astroviridae Infections	D012327	C02.782	C02	1
D020326	Migraine without Aura	D008881	C10.228.140.546.399.750	C10	5
D020325	Migraine with Aura	D008881	C10.228.140.546.399.750	C10	5
D020324	Amnesia, Anterograde	D000647	C10.597.606.525.100	C10	4
D020324	Amnesia, Anterograde	D000647	C23.888.592.604.529.100	C23	5
D020324	Amnesia, Anterograde	D000647	F01.700.625.100	F01	3
D020324	Amnesia, Anterograde	D000647	F03.615.200	F03	2
D020323	Tics	D020820	C10.597.350	C10	2
D020323	Tics	D020820	C23.888.592.350	C23	3
D020329	Essential Tremor	D009069	C10.228.662	C10	2
D019349	Roseolovirus Infections	D006566	C02.256.466	C02	2
D019320	Embolism, Paradoxical	D013923	C14.907.355.590	C14	3
D020315	Latex Hypersensitivity	D006967	C20.543	C20	1
D009999	Ossification, Heterotopic	D010335	C23.550	C23	1
D020314	Central Nervous System Fungal Infections	D009181	C01.703	C01	1
D020314	Central Nervous System Fungal Infections	D002494	C10.228.228	C10	2
D007333	Insulin Resistance	D006946	C18.452.394.968	C18	3
D007333	Insulin Resistance	D004351	G07.690.773.984	G07	3
D007340	Insulinoma	D007516	C04.557.470.035.100	C04	4
D007340	Insulinoma	D007516	C04.588.274.761.249	C04	4
D007340	Insulinoma	D007516	C04.588.322.475.249	C04	4
D007340	Insulinoma	D007516	C06.301.761.249	C06	3
D007340	Insulinoma	D007516	C06.689.667.249	C06	3
D007340	Insulinoma	D007516	C19.344.421.249	C19	3
D010985	Platybasia	D001848	C05.116.099	C05	2
D010985	Platybasia	D013122	C05.116.900	C05	2
D010985	Platybasia	D019465	C05.660.207	C05	2
D010985	Platybasia	D019465	C16.131.621.207	C16	3
D058968	Pythiosis	D015047	C03.908	C03	1
D058968	Pythiosis	D000820	C22	C22	0
D019318	Porcine Reproductive and Respiratory Syndrome	D018174	C02.782.600.100	C02	3
D019318	Porcine Reproductive and Respiratory Syndrome	D013553	C22.905	C22	1
D010981	Platelet Storage Pool Deficiency	D001778	C15.378.100	C15	2
D010981	Platelet Storage Pool Deficiency	D001791	C15.378.140	C15	2
D010981	Platelet Storage Pool Deficiency	D006474	C15.378.463	C15	2
D019315	Retrobulbar Hemorrhage	D009916	C11.675	C11	1
D019315	Retrobulbar Hemorrhage	D006470	C23.550.414	C23	2
D056304	Genu Valgum	D001847	C05.116	C05	1
D056305	Genu Varum	D001847	C05.116	C05	1
D020306	Tuberculosis, Central Nervous System	D014376	C01.252.410.040.552.846	C01	5
D020306	Tuberculosis, Central Nervous System	D020806	C10.228.228.180	C10	3
D020301	Vasospasm, Intracranial	D002561	C10.228.140.300	C10	3
D020301	Vasospasm, Intracranial	D002561	C14.907.253	C14	2
D020300	Intracranial Hemorrhages	D002561	C10.228.140.300	C10	3
D020300	Intracranial Hemorrhages	D002561	C14.907.253	C14	2
D020300	Intracranial Hemorrhages	D006470	C23.550.414	C23	2
D010996	Pleural Effusion	D010995	C08.528	C08	1
D010995	Pleural Diseases	D012140	C08	C08	0
D010998	Pleurisy	D010995	C08.528	C08	1
D010998	Pleurisy	D012141	C08.730	C08	1
D010997	Pleural Neoplasms	D012142	C04.588.894.797	C04	3
D010997	Pleural Neoplasms	D010995	C08.528	C08	1
D010997	Pleural Neoplasms	D012142	C08.785	C08	1
D044342	Malnutrition	D009748	C18.654	C18	1
D044343	Overnutrition	D009748	C18.654	C18	1
D007319	Sleep Initiation and Maintenance Disorders	D020919	C10.886.425.800	C10	3
D007319	Sleep Initiation and Maintenance Disorders	D020919	F03.870.400.800	F03	3
D009976	Orthomyxoviridae Infections	D012327	C02.782	C02	1
D019310	Pseudolymphoma	D008206	C15.604	C15	1
D007331	Insulin Coma	D003128	C10.597.606.358.800.200	C10	5
D007331	Insulin Coma	D007003	C18.452.394.984	C18	3
D019305	Epilepsy, Rolandic	D004828	C10.228.140.490.360	C10	4
D019305	Epilepsy, Rolandic	D000073376	C10.228.140.490.493	C10	4
D009959	Oropharyngeal Neoplasms	D010610	C04.588.443.665.710	C04	4
D009959	Oropharyngeal Neoplasms	D010610	C07.550.745	C07	2
D009959	Oropharyngeal Neoplasms	D010610	C09.647.710	C09	2
D009959	Oropharyngeal Neoplasms	D010610	C09.775.549	C09	2
D009958	Orofaciodigital Syndromes	D004413	C05.116.099.370	C05	3
D009958	Orofaciodigital Syndromes	D019465	C05.660.207	C05	2
D009958	Orofaciodigital Syndromes	D000015	C16.131.077	C16	2
D009958	Orofaciodigital Syndromes	D025064	C16.131.260.830	C16	3
D009958	Orofaciodigital Syndromes	D019465	C16.131.621.207	C16	3
D009958	Orofaciodigital Syndromes	D025064	C16.320.180.830	C16	3
D009958	Orofaciodigital Syndromes	D030342	C16.320	C16	1
D009957	Oroantral Fistula	D016155	C07.465.614	C07	2
D009957	Oroantral Fistula	D016155	C23.300.575.500	C23	3
D009956	Psittacosis	D023521	C01.252.400.210.250	C01	4
D000072039	Fracture Dislocation	D004204	C05.550.518	C05	2
D000072039	Fracture Dislocation	D004204	C26.289	C26	1
D000072039	Fracture Dislocation	D050723	C26.404	C26	1
D000072042	Salter-Harris Fractures	D000072039	C05.550.518.336	C05	3
D000072042	Salter-Harris Fractures	D000072039	C26.289.336	C26	2
D000072042	Salter-Harris Fractures	D000072039	C26.404.026	C26	2
D010954	Plasmacytoma	D054219	C04.557.595	C04	2
D010954	Plasmacytoma	D008232	C20.683.515	C20	2
D010927	Placental Insufficiency	D010922	C13.703.590	C13	2
D056364	Colloid Cysts	D003560	C04.182	C04	1
D056364	Colloid Cysts	D020863	C04.588.614.250.387	C04	4
D056364	Colloid Cysts	D020863	C10.500.142	C10	2
D056364	Colloid Cysts	D020863	C10.551.240.375	C10	3
D056364	Colloid Cysts	D020863	C16.131.666.142	C16	3
D010921	Placenta Accreta	D007744	C13.703.420	C13	2
D010921	Placenta Accreta	D010922	C13.703.590	C13	2
D010923	Placenta Previa	D007744	C13.703.420	C13	2
D010923	Placenta Previa	D010922	C13.703.590	C13	2
D010922	Placenta Diseases	D011248	C13.703	C13	1
D010939	Plant Poisoning	D011041	C25.723	C25	1
D010930	Plague	D015009	C01.252.400.310.980	C01	4
D009918	Orbital Neoplasms	D012888	C04.588.149.721	C04	3
D009918	Orbital Neoplasms	D005134	C04.588.364	C04	2
D009918	Orbital Neoplasms	D012888	C05.116.231.754	C05	3
D009918	Orbital Neoplasms	D005134	C11.319	C11	1
D009918	Orbital Neoplasms	D009916	C11.675	C11	1
D009917	Orbital Fractures	D008446	C10.900.300.284.500	C10	4
D009917	Orbital Fractures	D012887	C26.404.750	C26	2
D009917	Orbital Fractures	D008446	C26.915.300.425.500	C26	4
D009916	Orbital Diseases	D005128	C11	C11	0
D009914	Oral Submucous Fibrosis	D009059	C07.465	C07	1
D009912	Oral Manifestations	D009059	C07.465	C07	1
D009912	Oral Manifestations	D012816	C23.888	C23	1
D010900	Pituitary Diseases	D007027	C10.228.140.617	C10	3
D010900	Pituitary Diseases	D004700	C19	C19	0
D010916	Pityriasis Rubra Pilaris	D010915	C17.800.859.600	C17	3
D010915	Pityriasis	D017444	C17.800.859	C17	2
D009920	Orchitis	D013733	C12.294.829	C12	2
D009920	Orchitis	D013733	C19.391.829	C19	2
D010911	Pituitary Neoplasms	D004701	C04.588.322	C04	2
D010911	Pituitary Neoplasms	D007029	C04.588.614.250.195.885.500	C04	6
D010911	Pituitary Neoplasms	D007029	C10.228.140.211.885.500	C10	5
D010911	Pituitary Neoplasms	D007029	C10.228.140.617.477	C10	4
D010911	Pituitary Neoplasms	D010900	C10.228.140.617.738	C10	4
D010911	Pituitary Neoplasms	D007029	C10.551.240.250.700.500	C10	5
D010911	Pituitary Neoplasms	D004701	C19.344	C19	1
D010911	Pituitary Neoplasms	D010900	C19.700	C19	1
D009902	Optic Neuritis	D009901	C10.292.700	C10	2
D009902	Optic Neuritis	D009901	C11.640	C11	1
D009901	Optic Nerve Diseases	D003389	C10.292	C10	1
D009901	Optic Nerve Diseases	D005128	C11	C11	0
D000074609	Marijuana Use	D001519	F01.145	F01	1
D000074609	Marijuana Use	D019966	F03.900	F03	1
D000074607	Opium Dependence	D009293	C25.775.675	C25	2
D000074607	Opium Dependence	D009293	F03.900.675	F03	2
D020391	Muscular Dystrophy, Facioscapulohumeral	D009136	C05.651.534.500	C05	3
D020391	Muscular Dystrophy, Facioscapulohumeral	D009136	C10.668.491.175.500	C10	4
D020391	Muscular Dystrophy, Facioscapulohumeral	D009136	C16.320.577	C16	2
D020386	Isaacs Syndrome	D009135	C05.651	C05	1
D020386	Isaacs Syndrome	D010523	C10.668.829	C10	2
D020385	Myokymia	D020879	C10.597.613	C10	2
D020385	Myokymia	D020879	C23.888.592.608	C23	3
D020389	Muscular Dystrophy, Emery-Dreifuss	D009136	C05.651.534.500	C05	3
D020389	Muscular Dystrophy, Emery-Dreifuss	D009136	C10.668.491.175.500	C10	4
D020389	Muscular Dystrophy, Emery-Dreifuss	D040181	C16.320.322	C16	2
D020389	Muscular Dystrophy, Emery-Dreifuss	D009136	C16.320.577	C16	2
D020388	Muscular Dystrophy, Duchenne	D009136	C05.651.534.500	C05	3
D020388	Muscular Dystrophy, Duchenne	D009136	C10.668.491.175.500	C10	4
D020388	Muscular Dystrophy, Duchenne	D040181	C16.320.322	C16	2
D020388	Muscular Dystrophy, Duchenne	D009136	C16.320.577	C16	2
D020371	Pelizaeus-Merzbacher Disease	D020279	C10.228.140.163.100.362	C10	5
D020371	Pelizaeus-Merzbacher Disease	D020279	C10.228.140.695.625	C10	4
D020371	Pelizaeus-Merzbacher Disease	D020279	C10.314.400	C10	2
D020371	Pelizaeus-Merzbacher Disease	D040181	C16.320.322	C16	2
D020371	Pelizaeus-Merzbacher Disease	D020279	C16.320.565.189.362	C16	4
D020371	Pelizaeus-Merzbacher Disease	D020279	C18.452.132.100.362	C18	4
D020371	Pelizaeus-Merzbacher Disease	D020279	C18.452.648.189.362	C18	4
D020370	Osteoarthritis, Knee	D010003	C05.550.114.606	C05	3
D020370	Osteoarthritis, Knee	D010003	C05.799.613	C05	2
D020364	Paraneoplastic Polyneuropathy	D020361	C04.588.614.550	C04	3
D020364	Paraneoplastic Polyneuropathy	D020361	C04.730.856	C04	2
D020364	Paraneoplastic Polyneuropathy	D020361	C10.574.781	C10	2
D020364	Paraneoplastic Polyneuropathy	D011115	C10.668.829.800	C10	3
D020363	Limbic Encephalitis	D020361	C04.588.614.550	C04	3
D020363	Limbic Encephalitis	D020361	C04.730.856	C04	2
D020363	Limbic Encephalitis	D004660	C10.228.140.430	C10	3
