DO_ID	DO_NAME	UMLS_CUI
DOID:4522	superior vena cava angiosarcoma	C1336530
DOID:5852	inferolateral myocardial infarct	C3537017
DOID:5855	anteroseptal myocardial infarction	C0262565
DOID:4524	prostate angiosarcoma	C1335504
DOID:5854	silent myocardial infarction	C0340324
DOID:5851	posterolateral myocardial infarction	C3642463
DOID:4520	cervical endometrial stromal sarcoma	C3642326
DOID:5850	inferior myocardial infarction	C0340305
DOID:4525	mediastinum angiosarcoma	C1334649
DOID:4527	ovarian angiosarcoma	C1335152
DOID:3223	complex regional pain syndrome	C0458219
DOID:4554	type C thymoma	C1322286
DOID:4555	ovarian large-cell neuroendocrine carcinoma	C1335174
DOID:3225	tracheal disease	C0040580
DOID:4556	lung large cell carcinoma	C0345958
DOID:4557	oral leukoedema	C0023523
DOID:4550	anal gland neoplasm	C0002757
DOID:4551	anus neoplasm	C0003463
DOID:4552	large cell carcinoma	C0206704
DOID:5884	benign intermediate mesothelioma	C1337012
DOID:3222	causalgia	C0007462
DOID:4553	thymus large cell carcinoma	C1334364
DOID:3227	tracheal stenosis	C0040583
DOID:4558	Ludwig's angina	C0024081
DOID:3229	gastric dilatation	C0038353
DOID:4543	retrograde amnesia	C0002624
DOID:5875	retroperitoneal cancer	C0035358
DOID:5875	retroperitoneal cancer	C0153464
DOID:5875	retroperitoneal cancer	C0153465
DOID:3213	demyelinating disease	C0011303
DOID:5874	retroperitoneal germ cell neoplasm	C1335776
DOID:4545	mesenchymal chondrosarcoma	C0206637
DOID:5877	endocardium cancer	C0346612
DOID:5877	endocardium cancer	C1290401
DOID:4546	pediatric mesenchymal chondrosarcoma	C1332982
DOID:5876	apocrine sweat gland neoplasm	C1332318
DOID:4540	dysgraphia	C0001825
DOID:5870	eosinophilic pneumonia	C1527407
DOID:3210	Pelizaeus-Merzbacher disease	C0205711
DOID:4541	nominal aphasia	C0003113
DOID:3211	lysosomal storage disease	C0085078
DOID:4542	basophil adenoma	C0001431
DOID:3216	jejunal somatostatinoma	C1334297
DOID:4547	adult mesenchymal chondrosarcoma	C1332207
DOID:4548	extraskeletal mesenchymal chondrosarcoma	C1275279
DOID:3218	jejunal neoplasm	C0022374
DOID:418	systemic scleroderma	C0036421
DOID:8093	maxillary sinus Schneiderian papilloma	C1334646
DOID:417	hypersensitivity reaction type II disease	C0003089
DOID:8097	bladder hepatoid adenocarcinoma	C1511189
DOID:419	scleroderma	C0011644
DOID:8096	bladder mixed adenocarcinoma	C1511192
DOID:5820	composite lymphoma	C0545080
DOID:5822	gray zone lymphoma	C1333878
DOID:5821	methotrexate-associated lymphoproliferation	C1334749
DOID:421	hair disease	C0018500
DOID:5828	endometrioid ovary carcinoma	C0346163
DOID:420	hypertrichosis	C0020555
DOID:5829	uterine ligament endometrioid adenocarcinoma	C1519868
DOID:5823	pediatric lymphoma	C1332979
DOID:5826	breast lymphoma	C0349669
DOID:5825	adult lymphoma	C1332206
DOID:429	gynatresia	C0018414
DOID:8082	cellular congenital mesoblastic nephroma	C1516474
DOID:8083	classic congenital mesoblastic nephroma	C1516475
DOID:8081	myxomatous pattern testicular yolk sac tumor	C1515309
DOID:424	pulmonary immaturity	C0270163
DOID:5809	childhood parosteal osteogenic sarcoma	C1332994
DOID:423	myopathy	C0026848
DOID:422	congenital structural myopathy	C0752282
DOID:5810	adenosine deaminase deficiency	C0268124
DOID:431	myofascial pain syndrome	C0027073
DOID:5813	purine nucleoside phosphorylase deficiency	C0268125
DOID:5812	MHC class II deficiency	C0242583
DOID:5815	cerebral lymphoma	C0240803
DOID:4510	aorta angiosarcoma	C1332312
DOID:5842	testis seminoma	C0036631
DOID:4511	breast angiosarcoma	C1332614
DOID:4512	conventional angiosarcoma	C1333155
DOID:5844	myocardial infarction	C0027051
DOID:4513	gallbladder angiosarcoma	C1333742
DOID:5843	posteroinferior myocardial infarction	C3642318
DOID:5849	subendocardial myocardial infarction	C3642476
DOID:4514	thyroid angiosarcoma	C1336748
DOID:5846	septal myocardial infarction	C0746727
DOID:4515	thyroid sarcoma	C1336756
DOID:5845	anterolateral myocardial infarction	C0262564
DOID:5848	apical myocardial infarction	C3642319
DOID:4517	skin angiosarcoma	C0346081
DOID:5847	posterior myocardial infarction	C0340319
DOID:407	hepatic tuberculosis	C0041313
DOID:404	gastrointestinal tuberculosis	C0041312
DOID:403	mouth disease	C0026636
DOID:402	oral tuberculosis	C0041323
DOID:401	multidrug-resistant tuberculosis	C0206526
DOID:409	liver disease	C0023895
DOID:5831	fallopian tube endometrioid adenocarcinoma	C1333592
DOID:5831	fallopian tube endometrioid adenocarcinoma	C1517113
DOID:4500	hypokalemia	C1514284
DOID:5830	cervical endometrioid adenocarcinoma	C1332913
DOID:4501	orofaciodigital syndrome	C0029294
DOID:5838	extragonadal seminoma	C1333502
DOID:4504	central nervous system angiosarcoma	C1332875
DOID:5834	spermatocytoma	C0334517
DOID:4505	pediatric angiosarcoma	C0279988
DOID:8178	endometrial type cervical adenomyoma	C1516406
DOID:8179	cervical atypical polypoid adenomyoma	C1516409
DOID:12918	thromboangiitis obliterans	C0040021
DOID:8177	endocervical type cervical adenomyoma	C1516405
DOID:12919	Plasmodium ovale malaria	C0152072
DOID:5907	penis non-invasive verrucous carcinoma	C1334984
DOID:5900	meningeal melanocytoma	C1266113
DOID:12927	screw worm infectious disease	C0036465
DOID:8167	gallbladder melanoma	C1333749
DOID:9498	pulmonary eosinophilia	C0034068
DOID:12926	hypodermyiasis	C0020607
DOID:9499	disseminated eosinophilic collagen disease	C0263662
DOID:12929	endocardial fibroelastosis	C0014117
DOID:9496	unilateral hypoactive labyrinth	C0155517
DOID:8161	thyroid Hurthle cell carcinoma	C0749424
DOID:8162	thyroid Hurthle cell adenoma	C1336750
DOID:0050175	tick-borne encephalitis	C0014054
DOID:8193	papillary pattern testicular yolk sac tumor	C1515310
DOID:8195	hepatoid pattern testicular yolk sac tumor	C1515306
DOID:5921	adult brainstem mixed glioma	C1377915
DOID:0050166	tuberculous salpingitis	C0152828
DOID:5926	extrahepatic bile duct small cell adenocarcinoma	C1335979
DOID:5923	distal biliary tract carcinoma	C1333308
DOID:5922	adult brainstem astrocytoma	C1332191
DOID:12901	necrotizing sialometaplasia	C0037033
DOID:12900	Mikulicz disease	C0026103
DOID:5908	penis verrucous carcinoma	C1336955
DOID:0050161	lower respiratory tract disease	C0029581
DOID:12905	sialolithiasis	C0036091
DOID:12904	mucocele of salivary gland	C0026686
DOID:8188	uterine corpus choriocarcinoma	C1336904
DOID:8186	fallopian tube gestational choriocarcinoma	C1333593
DOID:0050156	idiopathic pulmonary fibrosis	C1800706
DOID:5916	uterine corpus leiomyomatosis	C1519855
DOID:0050158	desquamative interstitial pneumonia	C0238378
DOID:5914	nonencapsulated sclerosing carcinoma	C0334330
DOID:0050157	cryptogenic organizing pneumonia	C0242770
DOID:5913	brachial plexus neoplasm	C1332602
DOID:0050152	aspiration pneumonia	C0032290
DOID:8135	gallbladder lymphoma	C1333748
DOID:9463	otitis externa	C0021355
DOID:8133	epiglottis cancer	C0496765
DOID:8133	epiglottis cancer	C0585946
DOID:8133	epiglottis cancer	C1112382
DOID:8130	breast columnar cell mucinous carcinoma	C1511305
DOID:9461	exposure keratitis	C0339295
DOID:9462	cholesteatoma of external ear	C0155398
DOID:9460	uterine corpus cancer	C0153574
DOID:8138	thymus sarcomatoid carcinoma	C1335924
DOID:9467	nail-patella syndrome	C0027341
DOID:8137	thymus clear cell carcinoma	C1333069
DOID:0050145	adenoiditis	C0396023
DOID:0050144	Kartagener syndrome	C0022521
DOID:0050148	laryngotracheitis	C0155811
DOID:0050148	laryngotracheitis	C0155837
DOID:9455	lipid storage disease	C0023794
DOID:9455	lipid storage disease	C0029591
DOID:9452	fatty liver disease	C0015695
DOID:9452	fatty liver disease	C0015696
DOID:8122	pseudovascular skin squamous cell carcinoma	C1335974
DOID:9459	isthmus cancer	C0153575
DOID:8125	osteochondrosis	C0029429
DOID:8125	osteochondrosis	C0158445
DOID:0050133	superficial mycosis	C0031898
DOID:0050133	superficial mycosis	C2980104
DOID:9487	Meckel's diverticulum	C0025037
DOID:9483	ulcerative blepharitis	C0155173
DOID:8153	fibroosseous pseudotumor of digits	C1333612
DOID:8150	pancreatic invasive intraductal papillary-mucinous carcinoma	C1518871
DOID:8151	appendiceal L-cell glucagon-like peptide producing tumor	C3274138
DOID:0050120	hemophagocytic lymphohistiocytosis	C0024291
DOID:0050127	sinusitis	C0149512
DOID:9476	Sheehan syndrome	C0242342
DOID:9477	pulmonary embolism	C0034065
DOID:8144	pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma	C1333038
DOID:9473	mononeuritis of lower limb	C0154747
DOID:9470	bacterial meningitis	C0085437
DOID:8140	adrenal gland ganglioneuroblastoma	C1332176
DOID:9471	meningitis	C0025289
DOID:0050118	La Crosse encephalitis	C0014053
DOID:0050117	disease by infectious agent	C0001485
DOID:8149	malignant childhood germ cell neoplasm	C1334574
DOID:9478	postpartum depression	C0221074
DOID:11664	nephrosclerosis	C0027719
DOID:12996	acute dacryocystitis	C0155237
DOID:11665	Patau syndrome	C0152095
DOID:12995	conduct disorder	C0149654
DOID:12997	Phlegmonous dacryocystitis	C0155238
DOID:10337	glaucomatous atrophy of optic disc	C0271342
DOID:11668	hypopigmentation of eyelid	C0155212
DOID:11669	hypertrichosis of eyelid	C0155213
DOID:9427	hypertensive encephalopathy	C0151620
DOID:9428	intracranial hypertension	C0151740
DOID:9423	blepharitis	C0005741
DOID:9423	blepharitis	C0155181
DOID:11671	hypotrichosis of eyelid	C0155214
DOID:10341	chronic meningitis	C0154653
DOID:11678	onchocerciasis	C0029001
DOID:10348	blepharophimosis	C0005744
DOID:10349	solitary cyst of breast	C0037619
DOID:9410	panhypopituitarism	C0242343
DOID:9415	allergic asthma	C0155877
DOID:10350	breast cyst	C0006144
DOID:10352	breast fibroadenosis	C1305875
DOID:10353	fibrosclerosis of breast	C0156318
DOID:11684	melanoacanthoma	C1321683
DOID:10354	breast fibrocystic disease	C0016034
DOID:11685	inflamed seborrheic keratosis	C0376117
DOID:10314	endocarditis	C0014118
DOID:10314	endocarditis	C0375268
DOID:12978	Plasmodium vivax malaria	C0024537
DOID:10316	pneumoconiosis	C0032273
DOID:10319	mixed mineral dust pneumoconiosis	C0340184
DOID:8110	periampullary adenocarcinoma	C1335377
DOID:9442	cervical Mullerian papilloma	C1516427
DOID:8118	mature gastric teratoma	C1334635
DOID:8119	anal canal Paget's disease	C1332261
DOID:8117	neuronitis	C0027881
DOID:9445	cervix squamous papilloma	C1336900
DOID:9446	cholangitis	C0008311
DOID:10320	asbestosis	C0003949
DOID:10321	baritosis	C0340177
DOID:10322	berylliosis	C0005138
DOID:11653	conjunctival deposit	C0162280
DOID:10323	byssinosis	C0006542
DOID:12984	vagus nerve neoplasm	C1263901
DOID:10324	anthracosilicosis	C0003164
DOID:12987	agranulocytosis	C0001824
DOID:10325	silicosis	C0037116
DOID:11656	cicatricial pemphigoid	C0030804
DOID:11656	cicatricial pemphigoid	C0157721
DOID:12986	leukostasis	C0282548
DOID:10326	Caplan's syndrome	C0006915
DOID:10327	anthracosis	C0003165
DOID:10328	siderosis	C0037061
DOID:10329	pneumoconiosis due to talc	C0238377
DOID:9432	renal glycosuria	C0017980
DOID:8102	fetal adenoma	C0334328
DOID:8109	nephrogenic adenoma of the urethra	C1336889
DOID:8108	fibroepithelial polyp of urethra	C1336884
DOID:9439	chronic cholangitis	C0267918
DOID:8105	extrahepatic bile duct cystadenoma	C1333504
DOID:8106	cellular phase chronic idiopathic myelofibrosis	C1516553
DOID:8104	vaginal tubulovillous adenoma	C1519933
DOID:10330	slate pneumoconiosis	C0340186
DOID:11661	blue color blindness	C0155017
DOID:10331	kaolin pneumoconiosis	C0264435
DOID:11623	dental pulp necrosis	C0011407
DOID:11624	penile neoplasm	C0030849
DOID:12958	paralytic lagophthalmos	C0155197
DOID:11629	pelvic muscle wasting	C1456255
DOID:12959	lagophthalmos	C0152226
DOID:12961	Poland syndrome	C0032357
DOID:12960	acrocephalosyndactylia	C1510455
DOID:10300	Raynaud disease	C0034734
DOID:10301	parotitis	C0030583
DOID:10302	parotid disease	C0030579
DOID:11633	thyroid hormone resistance syndrome	C2940786
DOID:10303	sialadenitis	C0037023
DOID:11634	myxedema	C0027145
DOID:11637	accommodative spasm	C0152196
DOID:12969	central nervous system leukemia	C1332884
DOID:11638	presbyopia	C0033075
DOID:12972	intrapelvic lymph node leukemic reticuloendotheliosis	C0153831
DOID:10310	viral meningitis	C0025297
DOID:12971	hereditary spherocytosis	C0037889
DOID:12930	dilated cardiomyopathy	C0007193
DOID:12932	endomyocardial fibrosis	C0553980
DOID:12934	Kearns-Sayre syndrome	C0022541
DOID:11603	infant gynecomastia	C1449721
DOID:12935	alcoholic cardiomyopathy	C0007192
DOID:11608	fungal meningitis	C0085438
DOID:9407	strictly posterior acute myocardial infarction	C0155652
DOID:9408	acute myocardial infarction	C0155626
DOID:9406	hypopituitarism	C0020635
DOID:9401	epididymo-orchitis	C0149881
DOID:9402	epididymitis	C0014534
DOID:9409	diabetes insipidus	C0011848
DOID:11612	polycystic ovary syndrome	C0032460
DOID:11613	hyperandrogenism	C0206081
DOID:11615	penile cancer	C0153600
DOID:11615	penile cancer	C0153601
DOID:4491	persian gulf syndrome	C0282550
DOID:4492	avian influenza	C0016627
DOID:3162	malignant spindle cell melanoma	C0334444
DOID:3168	squamous cell neoplasm	C0206720
DOID:3165	skin benign neoplasm	C0037286
DOID:3166	obsolete leukemoid reaction	C0023501
DOID:100	intestinal infectious disease	C0178238
DOID:106	pleural tuberculosis	C0041326
DOID:106	pleural tuberculosis	C0152531
DOID:4	disease	C0012634
DOID:104	bacterial infectious disease	C0004623
DOID:4480	achondroplasia	C0001080
DOID:4481	allergic rhinitis	C0002103
DOID:3151	skin squamous cell carcinoma	C0553723
DOID:4483	rhinitis	C0035455
DOID:4488	sarcomatoid mesothelioma	C0334513
DOID:3158	hand dermatosis	C0018567
DOID:4489	malignant epithelial mesothelioma	C0862312
DOID:3159	photosensitivity disease	C0031762
DOID:3153	lipomatosis	C0023801
DOID:4486	malignant biphasic mesothelioma	C0334515
DOID:3156	incontinentia pigmenti achromians	C0022283
DOID:112	esophageal varix	C0155789
DOID:112	esophageal varix	C0155791
DOID:112	esophageal varix	C0155792
DOID:110	lens disease	C0023308
DOID:3183	childhood oligodendroglioma	C0280475
DOID:3184	spinal cord oligodendroglioma	C0346295
DOID:3185	spinal cord glioma	C0346294
DOID:3181	oligodendroglioma	C0028945
DOID:3181	oligodendroglioma	C1335110
DOID:3186	adult oligodendroglioma	C0279070
DOID:3186	adult oligodendroglioma	C1332190
DOID:3187	brain oligodendroglioma	C0346286
DOID:3172	papillary adenoma	C0205650
DOID:3173	fallopian tube serous papilloma	C1517123
DOID:3179	inverted papilloma	C0206721
DOID:3177	verrucous papilloma	C0334243
DOID:3178	skin papilloma	C0347390
DOID:139	squamous cell papilloma	C0205874
DOID:138	vaginal squamous tumor	C1519931
DOID:137	vaginal squamous papilloma	C1336943
DOID:136	vaginal carcinosarcoma	C1512974
DOID:136	vaginal carcinosarcoma	C1519918
DOID:136	vaginal carcinosarcoma	C1519924
DOID:5781	atrophic flaccid tympanic membrane	C0155470
DOID:4450	renal cell carcinoma	C0007134
DOID:5789	mixed hepatoblastoma	C1334784
DOID:3127	proctitis	C0033246
DOID:3120	gallbladder papillomatosis	C1333754
DOID:4451	renal carcinoma	C1378703
DOID:3121	gallbladder cancer	C0016978
DOID:3121	gallbladder cancer	C0153452
DOID:3121	gallbladder cancer	C0278806
DOID:5782	tympanic membrane disease	C0041825
DOID:3122	gastric outlet obstruction	C0162651
DOID:4454	childhood kidney cell carcinoma	C1333001
DOID:5784	esophageal neuroendocrine tumor	C1333462
DOID:146	papilledema	C0030353
DOID:3128	anus disease	C0003462
DOID:3113	papillary carcinoma	C0007133
DOID:5776	cavernous hemangioma of face	C1332863
DOID:3114	serous cystadenocarcinoma	C0206701
DOID:5775	cavernous hemangioma of colon	C1333086
DOID:3116	kidney benign neoplasm	C1334323
DOID:4447	cystoid macular edema	C0024440
DOID:5777	rectum neuroendocrine neoplasm	C1335686
DOID:4440	seminoma	C0036631
DOID:5772	central nervous system hematologic cancer	C1332882
DOID:3110	papillary cystadenocarcinoma	C0206700
DOID:4441	dysgerminoma	C0013377
DOID:3111	cystadenocarcinoma	C0010631
DOID:4442	cervical alveolar soft part sarcoma	C1516408
DOID:5774	giant hemangioma	C1333817
DOID:3112	papillary adenocarcinoma	C0001420
DOID:3112	papillary adenocarcinoma	C1321863
DOID:5773	oral submucous fibrosis	C0029171
DOID:5773	oral submucous fibrosis	C0029172
DOID:154	mixed cell type cancer	C0206625
DOID:154	mixed cell type cancer	C1368354
DOID:3117	hepatobiliary benign neoplasm	C0854196
DOID:4448	macular degeneration	C0024437
DOID:3118	hepatobiliary disease	C0267792
DOID:4449	macular retinal edema	C0271051
DOID:3119	gastrointestinal system cancer	C0012243
DOID:3119	gastrointestinal system cancer	C0017185
DOID:3119	gastrointestinal system cancer	C0685938
DOID:150	disease of mental health	C0004936
DOID:119	vaginal cancer	C0042237
DOID:119	vaginal cancer	C0042258
DOID:118	pericardial effusion	C0031039
DOID:117	heart cancer	C0018809
DOID:117	heart cancer	C0153500
DOID:116	pericardium cancer	C0346609
DOID:116	pericardium cancer	C0349574
DOID:115	cardiac tamponade	C0007177
DOID:114	heart disease	C0018799
DOID:3140	scleredema adultorum	C0036413
DOID:4471	chromophobe renal cell carcinoma	C1266042
DOID:3141	mucinoses	C0162855
DOID:4472	mucinous tubular and spindle renal cell carcinoma	C1513719
DOID:3146	lipid metabolism disorder	C0023772
DOID:3148	dermal unilateral segmental cavernous angioma	C0474966
DOID:4479	pseudohypoaldosteronism	C0033805
DOID:3149	keratoacanthoma	C0022572
DOID:3142	leg dermatosis	C0023219
DOID:4473	sarcomatoid renal cell carcinoma	C1266043
DOID:3144	cutis laxa	C0010495
DOID:3145	hyperlipoproteinemia type III	C0020479
DOID:121	vaginal disease	C0042251
DOID:120	female reproductive organ cancer	C0017416
DOID:120	female reproductive organ cancer	C0153585
DOID:120	female reproductive organ cancer	C0699889
DOID:127	leiomyoma	C0023267
DOID:125	vagina leiomyoma	C1336939
DOID:5798	macrotrabecular hepatoblastoma	C1334543
DOID:3136	scalp dermatosis	C0036271
DOID:4467	renal clear cell carcinoma	C0279702
DOID:3137	multiple symmetrical lipomatosis	C0023804
DOID:4468	clear cell adenocarcinoma	C0025490
DOID:4468	clear cell adenocarcinoma	C0206681
DOID:4468	clear cell adenocarcinoma	C0334322
DOID:3138	acanthosis nigricans	C0000889
DOID:3132	porphyria cutanea tarda	C0162566
DOID:4463	multilocular clear cell renal cell carcinoma	C0346249
DOID:3133	acute porphyria	C0162533
DOID:4464	collecting duct carcinoma	C1266044
DOID:3134	facial dermatosis	C0015456
DOID:4465	papillary renal cell carcinoma	C1306837
DOID:4465	papillary renal cell carcinoma	C1336078
DOID:135	benign vaginal carcinosarcoma	C1511106
DOID:134	vaginal glandular tumor	C1519921
DOID:133	vaginal Mullerian papilloma	C1519926
DOID:4411	hepatitis E	C0085293
DOID:5743	acinic cell breast carcinoma	C1515868
DOID:5742	pancreatic acinar cell adenocarcinoma	C0279661
DOID:4413	cervix melanoma	C0877611
DOID:5744	ovary serous adenocarcinoma	C1335177
DOID:5744	ovary serous adenocarcinoma	C1518234
DOID:14262	oral candidiasis	C0006849
DOID:5741	pancreatic vasoactive intestinal peptide producing tumor	C2033037
DOID:14261	fragile X syndrome	C0016667
DOID:5740	small intestinal vasoactive intestinal peptide producing tumor	C1336009
DOID:14264	benign neonatal seizures	C0270851
DOID:4419	benign deep fibrous histiocytoma	C1266125
DOID:14265	pulmonary valve insufficiency	C0034088
DOID:14268	sclerosing cholangitis	C0008313
DOID:4415	fibrous histiocytoma	C0206644
DOID:5747	uterine ligament serous adenocarcinoma	C1519872
DOID:5746	ovarian serous cystadenocarcinoma	C0279663
DOID:5749	pulmonary valve disease	C0034087
DOID:14269	suppurative cholangitis	C0267924
DOID:4418	cutaneous fibrous histiocytoma	C0002991
DOID:4418	cutaneous fibrous histiocytoma	C0346049
DOID:5748	rheumatic pulmonary valve disease	C0155579
DOID:4400	dermatosis papulosa nigra	C0011645
DOID:5732	pyosalpinx	C0034220
DOID:5731	chronic salpingitis	C0269041
DOID:5733	salpingitis	C0036130
DOID:14271	acute cholangitis	C0267917
DOID:14270	ascending cholangitis	C0311273
DOID:5730	salpingitis isthmica nodosa	C0269043
DOID:14272	pericholangitis	C0031052
DOID:14275	atrophic vulva	C0156393
DOID:4409	folliculitis	C0016436
DOID:14276	shoulder impingement syndrome	C0376685
DOID:4404	occupational dermatitis	C0028796
DOID:4406	spongiotic dermatitis	C0262984
DOID:4407	phototoxic dermatitis	C0162830
DOID:14239	gastrointestinal tularemia	C0029835
DOID:14239	gastrointestinal tularemia	C0152942
DOID:4433	pancreatic delta cell neoplasm	C1335301
DOID:3103	thoracic outlet syndrome	C0039984
DOID:4434	small intestine neuroendocrine neoplasm	C1336005
DOID:5764	lung meningioma	C1334450
DOID:5764	lung meningioma	C1335488
DOID:4435	cavernous sinus meningioma	C1332865
DOID:5767	hilar lung neoplasm	C1290358
DOID:4436	anterior cranial fossa meningioma	C1332301
DOID:5766	pulmonary sclerosing hemangioma	C1334455
DOID:5761	vulvar sebaceous carcinoma	C1520094
DOID:4430	somatostatinoma	C0037661
DOID:5760	sebaceous breast carcinoma	C1519207
DOID:5763	lung clear cell-sugar-tumor	C1333065
DOID:4432	pancreatic somatostatinoma	C1368041
DOID:14244	epiphora due to excess lacrimation	C0155233
DOID:14243	chronic perichondritis of pinna	C0155391
DOID:4437	skull base meningioma	C1335976
DOID:5769	verruciform xanthoma of skin	C0346054
DOID:14245	cystoid macular retinal degeneration	C0154850
DOID:3107	toxascariasis	C0040522
DOID:4438	central nervous system germinoma	C1333813
DOID:5768	Nager acrofacial dysostosis	C1332140
DOID:14248	chronic atticoantral disease	C0155441
DOID:3108	ascaridiasis	C0003952
DOID:4439	central nervous system germ cell tumor	C1332880
DOID:14247	chronic purulent otitis media	C0271454
DOID:3109	idiopathic CD4-positive T-lymphocytopenia	C0206744
DOID:4422	malignant adenofibroma	C1510778
DOID:4423	sea-blue histiocyte syndrome	C0036489
DOID:4424	juvenile xanthogranuloma	C0043324
DOID:5750	uterine corpus serous adenocarcinoma	C1336921
DOID:14251	vitreoretinal dystrophy	C0154863
DOID:5752	cervical serous adenocarcinoma	C1516431
DOID:14250	Down syndrome	C0013080
DOID:5751	pancreatic serous cystadenocarcinoma	C1335315
DOID:14253	retinal dystrophy in systemic or cerebroretinal lipidoses	C0154861
DOID:14252	dystrophies primarily involving the retinal pigment epithelium	C0154865
DOID:5758	malignant mesenchymoma	C0334492
DOID:14256	adult-onset Still's disease	C0085253
DOID:5757	endocervicitis	C0014127
DOID:4428	dyslexia	C0476254
DOID:5759	sebaceous gland neoplasm	C0036503
DOID:14219	renal tubular acidosis	C0001126
DOID:14218	dihydropyrimidine dehydrogenase deficiency	C1959620
DOID:14218	dihydropyrimidine dehydrogenase deficiency	C3495551
DOID:5701	breast liposarcoma	C1332632
DOID:5700	gastric liposarcoma	C1333778
DOID:5709	mixed-type liposarcoma	C0545074
DOID:14221	metabolic syndrome X	C0524620
DOID:14224	tracheal calcification	C0264324
DOID:5703	mixed liposarcoma	C0334472
DOID:14223	ochronosis	C0028817
DOID:5702	pleomorphic liposarcoma	C0205825
DOID:5705	spindle cell liposarcoma	C1275275
DOID:14225	acute frontal sinusitis	C0155805
DOID:5704	sclerosing liposarcoma	C0334469
DOID:14228	oligospermia	C0028960
DOID:14227	azoospermia	C0004509
DOID:9299	myocardium cancer	C0346611
DOID:9299	myocardium cancer	C1290402
DOID:9296	cleft lip	C0008924
DOID:9296	cleft lip	C0158651
DOID:9297	lip disease	C0023760
DOID:14230	scleromalacia perforans	C0155354
DOID:14233	orbital cyst	C0155285
DOID:5723	optic atrophy	C0029124
DOID:5729	intravenous leiomyomatosis	C0346200
DOID:5728	diffuse peritoneal leiomyomatosis	C0267785
DOID:5725	rete ovarii cystadenoma	C1514907
DOID:5724	seminal vesicle cystadenoma	C1519234
DOID:5727	uterine ligament cancer	C1519870
DOID:14203	childhood type dermatomyositis	C0263666
DOID:5726	uterine ligament papillary cystadenoma	C3642324
DOID:5712	cutaneous liposarcoma	C1333175
DOID:5718	adrenal neuroblastoma	C0559460
DOID:5719	adrenal medulla cancer	C0344456
DOID:5719	adrenal medulla cancer	C0596046
DOID:14213	hypophosphatasia	C0020630
DOID:14213	hypophosphatasia	C0220743
DOID:5714	intracranial liposarcoma	C1334242
DOID:5713	mediastinum liposarcoma	C1334663
DOID:5716	hormone producing pituitary cancer	C0278864
DOID:5716	hormone producing pituitary cancer	C0851693
DOID:5715	functionless pituitary adenoma	C0338078
DOID:8050	bladder tubulo-cystic clear cell adenocarcinoma	C1511203
DOID:10610	pancreatic steatorrhea	C0152166
DOID:10611	protein-losing enteropathy	C0033680
DOID:10612	allergic urticaria	C0149526
DOID:10615	acute gonococcal cervicitis	C0153195
DOID:10616	acute cervicitis	C0269061
DOID:8057	olfactory groove meningioma	C1335107
DOID:9388	lens-induced iridocyclitis	C0339320
DOID:8058	pituitary stalk meningioma	C1335422
DOID:9389	infectious anterior uveitis	C0154911
DOID:11949	Creutzfeldt-Jakob disease	C0022336
DOID:10619	lymph node cancer	C0596869
DOID:9384	gonococcal iridocyclitis	C0153212
DOID:8051	bladder papillary clear cell adenocarcinoma	C1511196
DOID:9383	iridocyclitis	C0007832
DOID:9383	iridocyclitis	C0154909
DOID:9370	exophthalmos	C0015300
DOID:10627	primary optic atrophy	C0155291
DOID:9378	glaucomatocyclitic crisis	C0152138
DOID:10629	microphthalmia	C0026010
DOID:9375	Fuchs' heterochromic uveitis	C0016782
DOID:8042	testis polyembryoma	C1514200
DOID:8043	chest wall parachordoma	C1332934
DOID:8072	sarcomatous intrahepatic cholangiocarcinoma	C1519184
DOID:11920	tracheal cancer	C0153489
DOID:8078	childhood central nervous system germinoma	C1332953
DOID:5805	subvalvular aortic stenosis	C0340375
DOID:5804	discrete subaortic stenosis	C0012628
DOID:8060	frontal sinus inverted papilloma	C1333644
DOID:9392	tracheitis	C0040584
DOID:9392	tracheitis	C0149513
DOID:10600	chronic tic disorder	C0008701
DOID:10602	steatorrhea	C0038238
DOID:10603	glucose intolerance	C0271650
DOID:11934	head and neck cancer	C0018671
DOID:10604	lactose intolerance	C0022951
DOID:10605	short bowel syndrome	C0036992
DOID:8068	intraductal breast myoepitheliosis	C1512935
DOID:10606	blind loop syndrome	C0005750
DOID:10607	tropical sprue	C0038054
DOID:10608	celiac disease	C0007570
DOID:9398	epiglottitis	C0014541
DOID:9398	epiglottitis	C0155814
DOID:10609	rickets	C0035579
DOID:10609	rickets	C0221468
DOID:9395	croup	C0010380
DOID:9396	acute laryngitis	C0001327
DOID:9396	acute laryngitis	C0949123
DOID:8013	penis papillary carcinoma	C1335322
DOID:11905	labium majus cancer	C0496814
DOID:8012	benign pericardial teratoma	C1334638
DOID:11907	ecthyma	C0013568
DOID:9341	urethral diverticulum	C0152443
DOID:14181	calcific tendinitis	C0158303
DOID:14183	alcoholic neuropathy	C0085677
DOID:9348	carotid artery dissection	C0338585
DOID:9346	Taylor's syndrome	C0152078
DOID:14184	polyneuropathy due to drug	C0154762
DOID:14188	frozen shoulder	C0311223
DOID:11914	gastroparesis	C0152020
DOID:8002	supraglottis neoplasm	C0345726
DOID:8003	alveoli adenoma	C0334303
DOID:8000	frontal convexity meningioma	C1333643
DOID:11917	tinea cruris	C0011638
