ORPHANET_ID	ORPHANET_NAME	PARENT_ORPHANET_ID
97290	Familial papillary thyroid carcinoma with renal papillary neoplasia	250908
97286	Carney-Stratakis syndrome	250908
97287	Bronchial neuroendocrine tumor	250908
97293	Rare benign ovarian tumor	
97295	Furlong syndrome	
97292	Cardiogenic shock	280879
97332	Kienbock disease	93419
97335	Osgood-Schlatter disease	93419
97297	Bohring-Opitz syndrome	93890
97330	Thoracic outlet syndrome	97962
97338	Melanoma of soft tissue	250908
97339	Dural sinus malformation	93890
97336	Panner disease	93419
97337	Sinding-Larsen-Johansson disease	93419
97341	Persistent placoid maculopathy	97966
97340	Hunter-McAlpine craniosynostosis	93890
97346	ADan amyloidosis	98006
97345	ABri amyloidosis	98006
97349	Postencephalitic parkinsonism	98006
97352	Pellagra	89826
97353	Dementia pugilistica	98006
97360	Robinow syndrome	93890
97355	Caribbean parkinsonism	98006
97361	Renal hypoplasia, unilateral	93890
97362	Renal hypoplasia, bilateral	93890
97363	Unilateral multicystic dysplastic kidney	93890
97364	Bilateral multicystic dysplastic kidney	93890
97366	Multiloculated renal cyst	93890
97367	Renal tubular dysgenesis due to twin-twin transfusion	93890
97368	Drug-related renal tubular dysgenesis	93890
97369	Renal tubular dysgenesis of genetic origin	93890
97548	Ivemark syndrome	93890
97552	Steroid-sensitive nephrotic syndrome without renal biopsy	
97555	Sporadic idiopathic steroid-resistant nephrotic syndrome with collapsing glomerulopathy	93626
97556	Congenital and infantile nephrotic syndrome	
97560	Primary membranous glomerulonephritis	93626
96183	Maternal uniparental disomy of chromosome 9	93890
96182	Silver-Russell syndrome due to maternal uniparental disomy of chromosome 7	93890
96181	Maternal uniparental disomy of chromosome 6	93890
96180	Maternal uniparental disomy of chromosome 4	93890
96179	Maternal uniparental disomy of chromosome 2	93890
96178	Ring chromosome 16 syndrome	93890
96177	Ring chromosome 15 syndrome	93890
96176	Ring chromosome 13 syndrome	93890
96191	Paternal uniparental disomy of chromosome 6	93890
96190	Paternal uniparental disomy of chromosome 5	93890
96188	Maternal uniparental disomy of chromosome 22	93890
96187	Maternal uniparental disomy of chromosome 21	93890
96186	Maternal uniparental disomy of chromosome 20	93890
96185	Maternal uniparental disomy of chromosome 16	93890
96184	Temple syndrome due to maternal uniparental disomy of chromosome 14	93890
96194	Paternal uniparental disomy of chromosome 20	93890
96195	Paternal uniparental disomy of chromosome 21	93890
96192	Paternal uniparental disomy of chromosome 7	93890
96193	Beckwith-Wiedemann syndrome due to paternal uniparental disomy of chromosome 11	93890
96256	Somatotropic adenoma	
96253	Cushing disease	97978
96201	X small rings	93890
96321	Polyploidy	
96269	Isolated partial vaginal agenesis	93890
96264	49,XXXXY syndrome	93890
96263	48,XXXY syndrome	93890
96266	Leydig cell hypoplasia due to partial LH resistance	93890
96265	Leydig cell hypoplasia due to complete LH resistance	93890
96344	Rare gynecologic or obstetric disease	
96346	Anorectal malformation	
96325	Isochromosome Y	
96334	Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14	93890
96333	Rare otorhinolaryngological malformation	
97120	Distal arthrogryposis	
97214	Eisenmenger syndrome	93890
96369	Early-onset schizophrenia	98006
97234	Glycogen storage disease due to phosphoglycerate mutase deficiency	68367
97238	Rippling muscle disease	98006
97239	Reducing body myopathy	98006
97240	Zebra body myopathy	98006
97229	Riboflavin transporter deficiency	98006
97230	Solar urticaria	89826
97231	Ligneous conjunctivitis	97966
97232	Fingerprint body myopathy	98006
97978	Rare endocrine disease	
98004	Rare immune disease	
97992	Rare hematologic disease	
98006	Rare neurologic disease	
98010	Infectious disease of the nervous system	
98033	Rare neurologic disease with psychiatric involvement	
98032	Rare disease in anaesthesiology	
98036	Rare otorhinolaryngologic disease	
98023	Rare systemic or rheumatologic disease	
98022	Rare headache	
98027	Rare disease with odontological manifestation	
98026	Rare odontologic disease	
98028	Rare circulatory system disease	
97678	Maternal uniparental disomy of chromosome 13	93890
97598	Congenital renal artery stenosis	93890
97593	Pseudohypoparathyroidism	
97567	Immunotactoid glomerulopathy	93626
97564	Pauci-immune glomerulonephritis without ANCA	93626
97566	Non-amyloid fibrillary glomerulopathy	93626
97563	Pauci-immune glomerulonephritis with ANCA	93626
97935	Rare gastroenterologic disease	
97929	Rare cardiac disease	
97927	Peripheral resistance to thyroid hormones	97978
97685	17q11 microdeletion syndrome	93890
97955	Rare respiratory disease	
97945	Intestinal malformation	
97944	Gastroduodenal malformation	
97966	Rare ophthalmic disorder	
97962	Rare surgical thoracic disease	
97965	Rare surgical cardiac disease	
97957	Respiratory or thoracic malformation	
95707	Idiopathic isolated micropenis	93890
95708	Rare precocious puberty	
95706	Posterior hypospadias	93890
95702	Cytomegalic congenital adrenal hypoplasia	97978
95715	Congenital hypothyroidism due to transplacental passage of TSH-binding inhibitory antibodies	97978
95716	Familial thyroid dyshormonogenesis	97978
95713	Athyreosis	97978
95714	Primary congenital hypothyroidism without thyroid developmental anomaly	
95711	Congenital hypothyroidism due to developmental anomaly	
95712	Thyroid ectopia	97978
95709	Acquired premature ovarian failure	
95710	Non-acquired premature ovarian failure	
95619	Iatrogenic or traumatic pituitary deficiency	97978
95618	Pituitary hormone deficiency secondary to storage disease	
95617	Pituitary hormone deficiency secondary to a granulomatous disease	
95613	Pituitary apoplexy	97978
95700	Familial adrenal hypoplasia with absent pituitary luteinizing hormone	97978
95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	93890
95626	Acquired central diabetes insipidus	97978
95505	Pituitary hormone deficiency of meningeal origin	
95506	Primary hypophysitis	
95507	Congenital anomaly of hepatic vein	93890
95500	Congenital anomaly of the coronary sinus	
95501	Congenital central diabetes insipidus	
95502	Acquired pituitary hormone deficiency	
95503	Pituitary hormone deficiency of tumoral origin	
95512	Adenohypophysitis	97978
95513	Panhypophysitis	97978
95611	Pituitary hormone deficiency of vascular origin	
95510	Atrial appendage anomaly	
95488	Non-acquired pituitary hormone deficiency	
95491	Congenital coronary artery aneurysm	93890
95485	Arterial duct anomaly	
95484	Aneurysm or dilatation of ascending aorta	93890
95486	Premature closure of the arterial duct	93890
95496	Pituitary stalk interruption syndrome	97978
95499	Congenital anomaly of the inferior vena cava	
95498	Congenital anomaly of superior vena cava	
95495	Disease associated with non-acquired combined pituitary hormone deficiency	
95494	Combined pituitary hormone deficiencies, genetic forms	97978
95443	Mesocardia	93890
95448	Congenital aortic valve atresia	93890
95433	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	98006
95434	Autosomal recessive cerebellar ataxia-saccadic intrusion syndrome	98006
95457	Tricuspid valve agenesis	93890
95458	Tricuspid valve prolapse	
95449	Congenital aortic valve insufficiency	
95455	Stevens-Johnson syndrome/toxic epidermal necrolysis spectrum	89826
95462	Accessory tricuspid valve tissue	93890
95463	Anomaly of the tricuspid subvalvular apparatus	
95459	Congenital tricuspid stenosis	93890
95461	Straddling or overriding tricuspid valve	93890
95474	Double-orifice mitral valve	93890
95483	Univentricular cardiopathy	
95464	Congenital mitral valve insufficiency and/or stenosis	
95465	Cleft mitral valve	93890
95157	Acute hepatic porphyria	
95232	Lissencephaly due to LIS1 mutation	93890
95161	Chronic hepatic porphyria	
95159	Hepatoerythropoietic porphyria	68367
95428	COG8-CDG	68367
95427	Secondary short bowel syndrome	97935
95426	Chronic pain requiring intraspinal analgesia	98006
95409	Acute adrenal insufficiency	97978
95432	Primary progressive aphasia	
95431	Twin to twin transfusion syndrome	98004
95430	Congenital tracheomalacia	98036
95429	Angioma serpiginosum	89826
94091	Mills syndrome	98006
94093	Neuroleptic malignant syndrome	98006
94095	Spondylocostal dysostosis-anal atresia-genitourinary malformation syndrome	93890
94122	Cerebellar ataxia, Cayman type	98006
94124	Spinocerebellar ataxia with axonal neuropathy type 1	98006
94125	Recessive mitochondrial ataxia syndrome	98006
94145	Autosomal dominant cerebellar ataxia type I	
94147	Spinocerebellar ataxia type 7	98006
94148	Autosomal dominant cerebellar ataxia type III	
94149	Autosomal dominant cerebellar ataxia type IV	
94150	Anonychia congenita totalis	89826
94064	Deafness-infertility syndrome	98036
94063	12q14 microdeletion syndrome	93419
94066	Severe intellectual disability-epilepsy-anal anomalies-distal phalangeal hypoplasia	93890
94065	15q24 microdeletion syndrome	93890
94068	Spondyloepiphyseal dysplasia congenita	93419
94075	Severe immune-mediated enteropathy	
94083	Partington syndrome	93890
94080	Non-functioning paraganglioma	97978
94086	Blue diaper syndrome	68367
94084	Cerebro-oculo-facial-lymphatic syndrome	
94088	Hereditary renal hypouricemia	93626
94087	Cytophagic histiocytic panniculitis	89826
94090	Pseudohypoparathyroidism type 2	97978
94089	Pseudohypoparathyroidism type 1B	97978
96175	Ring chromosome 11 syndrome	93890
96173	Ring chromosome 9 syndrome	93890
96172	Ring chromosome 3 syndrome	93890
96171	Ring chromosome 2 syndrome	93890
96170	Emanuel syndrome	93890
96169	Koolen-De Vries syndrome	93890
96168	Monosomy 13q34	93890
96167	Recombinant 8 syndrome	93890
96164	Non-distal monosomy 20q	93890
96160	Non-distal monosomy 12q	93890
96152	Distal monosomy 20q	93890
96150	Distal monosomy 14q	93890
96148	Distal monosomy 10q	93890
96149	Distal monosomy 12q	93890
96147	Kleefstra syndrome due to 9q34 microdeletion	93890
96145	Distal monosomy 4q	93890
96129	Distal monosomy 19p13.3	93890
96125	Distal monosomy 6p	93890
96126	Distal monosomy 7p	93890
96121	7q11.23 microduplication syndrome	93890
96123	Monosomy 22	93890
96112	Non-distal trisomy 9q	93890
96107	Distal trisomy 20q	93890
96106	Distal trisomy 16q	93890
96105	Distal trisomy 13q	93890
96109	Distal trisomy 22q	93890
96098	Distal trisomy 6q	93890
96097	Distal trisomy 5q	93890
96096	Distal trisomy 4q	93890
96103	Distal trisomy 11q	93890
96102	Distal trisomy 10q	93890
96101	Distal trisomy 9q	93890
96100	Distal trisomy 8q	93890
96094	Distal trisomy 2q	93890
96095	3q26 microduplication syndrome	93890
96092	8p inverted duplication/deletion syndrome	93890
96072	4p16.3 microduplication syndrome	93890
96074	Distal trisomy 7p	93890
96076	Beckwith-Wiedemann syndrome due to 11p15 microduplication	93890
96078	16p13.3 microduplication syndrome	93890
96069	Distal trisomy 1p36	93890
96068	Mosaic trisomy 22	93890
96071	Distal trisomy 3p	93890
96070	Distal trisomy 2p	93890
96059	Mosaic trisomy 4	93890
96060	Mosaic trisomy 5	93890
96061	Mosaic trisomy 8	93890
96063	Mosaic trisomy 10	93890
95717	Idiopathic congenital hypothyroidism	97978
95718	Congenital thyroid malformation without hypothyroidism	
95719	Thyroid hemiagenesis	97978
95720	Thyroid hypoplasia	97978
95854	Levocardia	93890
96055	Tetrasomy 21	93890
93547	Syndromic renal or urinary tract malformation	
93546	Non-syndromic renal or urinary tract malformation	
93548	Glomerular disease	
93545	Renal or urinary tract malformation	
93555	Mixed cryoglobulinemia type III	98023
93554	Type II mixed cryoglobulinemia	98023
93557	Light and heavy chain deposition disease	250908
93556	Heavy chain deposition disease	250908
93551	Secondary glomerular disease	
93550	Basement membrane disease	
93552	Pediatric systemic lupus erythematosus	98023
93562	AFib amyloidosis	93626
93558	Light chain deposition disease	250908
93559	C3 deposition glomerulonephritis without proliferation	
93560	AApoAI amyloidosis	93626
93561	ALys amyloidosis	93626
93571	Dense deposit disease	93626
93573	Thrombotic microangiopathy	
93568	Juvenile polymyositis	98023
93569	Polymyalgia rheumatica	98023
93448	Lysosomal storage disease with skeletal involvement	
93447	Primary bone dysplasia with defective bone mineralization	
93446	Primary bone dysplasia with decreased bone density	
93444	Primary bone dysplasia with increased bone density	
93443	Neonatal osteosclerotic dysplasia	
93442	Chondrodysplasia punctata	
93441	Primary bone dysplasia with multiple joint dislocations	
93455	Patellar dysostosis	
93454	Dysostosis with predominant vertebral and costal involvement	
93453	Dysostosis with predominant craniofacial involvement	
93451	Cleidocranial dysplasia and isolated cranial ossification defect	
93450	Primary bone dysplasia with disorganized development of skeletal components	
93449	Primary osteolysis	
93465	Lethal chondrodysplasia	
93461	Chromosomal disease with overgrowth	
93459	Syndrome with synostosis or other joint formation defect	
93460	Overgrowth syndrome	
93457	Non-syndromic limb reduction defect	
93458	Non-syndromic polydactyly, syndactyly and/or hyperphalangy	
93474	Scheie syndrome	68367
93476	Hurler-Scheie syndrome	68367
93473	Hurler syndrome	68367
93399	Juvenile sialidosis type 2	68367
93398	Genochondromatosis type 2	93419
93400	Congenital sialidosis type 2	68367
93403	Syndactyly type 2	93890
93402	Syndactyly type 1	93890
93405	Syndactyly type 4	93890
93404	Syndactyly type 3	93890
93406	Syndactyly type 5	93890
93409	Brachydactyly-syndactyly, Zhao type	93890
93419	Rare bone disease	
93421	Type 2 collagen-related bone disorder	
93420	FGFR3-related chondrodysplasia	
93422	Type 11 collagen-related bone disorder	
93423	Sulfation-related bone disorder	
93424	Perlecan-related bone disorder	
93425	Filamin-related bone disorder	
93426	Ciliopathies with major skeletal involvement	
93429	Multiple epiphyseal dysplasia and pseudoachondroplasia	
93430	Multiple metaphyseal dysplasia	
93434	Spondylodysplastic dysplasia	
93436	Acromelic dysplasia	
93437	Acromesomelic dysplasia	
93438	Mesomelic and rhizo-mesomelic dysplasia	
93439	Campomelic dysplasia and related disorders	
93440	Slender bone dysplasia	
93360	Spondyloepimetaphyseal dysplasia with multiple dislocations	93419
93359	Spondyloepimetaphyseal dysplasia with joint laxity	93419
93358	Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	93419
93357	SPONASTRIME dysplasia	93419
93372	Familial hypocalciuric hypercalcemia type 1	97978
93382	Brachydactyly type A6	93890
93383	Brachydactyly type B	93890
93387	Brachydactyly type E	93890
93388	Brachydactyly type A1	93890
93384	Brachydactyly type C	93890
93389	Brachydactyly type A5	93890
93396	Brachydactyly type A2	93890
93397	Brachydactyly type A7	93890
93394	Brachydactyly type A4	93890
93395	Ballard syndrome	93890
93968	Meningocele	
93969	Myelomeningocele	93890
93964	Blepharospasm-oromandibular dystonia syndrome	98006
93958	Oromandibular dystonia	98006
94059	Uremic pruritus	280879
94058	Neovascular glaucoma	97966
94056	Humero-ulnar synostosis	93890
93975	Renier-Gabreels-Jasper syndrome	93890
93974	Smith-Fineman-Myers syndrome	93890
93976	Anotia	93890
93971	Chudley-Lowry-Hoar syndrome	93890
93970	Holmes-Gang syndrome	93890
93973	Carpenter-Waziri syndrome	93890
93972	Juberg-Marsidi syndrome	93890
93932	FG syndrome type 1	93890
93930	Bladder exstrophy	93890
93928	Isolated epispadias	93890
93929	Cloacal exstrophy	93890
93926	Midline interhemispheric variant of holoprosencephaly	93890
93924	Lobar holoprosencephaly	93890
93925	Alobar holoprosencephaly	93890
93921	Schwannomatosis	93890
93953	Familial thyroglossal duct cyst	97955
93952	X-linked intellectual disability, Hedera type	93890
93950	X-linked intellectual disability, Sutherland-Haan type	93890
93947	X-linked intellectual disability, Golabi-Ito-Hall type	93890
93946	Hamel cerebro-palato-cardiac syndrome	93890
93945	X-linked intellectual disability, Porteous type	93890
93944	X-linked intellectual disability, Fichera type	
93943	Corpus callosum dysgenesis-hypopituitarism syndrome	
93942	Superior celosomia	93890
93941	Laryngotracheoesophageal cleft type 4	93890
93940	Laryngotracheoesophageal cleft type 3	93890
93939	Laryngotracheoesophageal cleft type 2	93890
93938	Laryngotracheoesophageal cleft type 1	93890
93626	Rare renal disease	
93665	Autoinflammatory syndrome	
93616	Hemoglobin H disease	97992
93618	Rare cause of hypertension	
93619	Rare renal tumor	
93622	Dent disease type 1	93626
93623	Dent disease type 2	93626
93682	Pediatric Castleman disease	97992
93672	Juvenile dermatomyositis	98023
93686	Multicentric Castleman disease	97992
93685	Localized Castleman disease	97992
93890	Rare developmental defect during embryogenesis	
93591	Infantile nephronophthisis	93626
93592	Juvenile nephronophthisis	93626
93587	Familial cystic renal disease	
93589	Late-onset nephronophthisis	93626
93598	Primary hyperoxaluria type 1	93626
93593	Nephropathy secondary to a storage or other metabolic disease	
93578	Atypical hemolytic uremic syndrome with B factor anomaly	93626
93579	Atypical hemolytic uremic syndrome with H factor anomaly	93626
93575	Atypical hemolytic uremic syndrome with C3 anomaly	93626
93576	Atypical hemolytic uremic syndrome with MCP/CD46 anomaly	93626
93583	Congenital thrombotic thrombocytopenic purpura	97992
93585	Acquired thrombotic thrombocytopenic purpura	97992
93580	Atypical hemolytic uremic syndrome with I factor anomaly	93626
93581	Atypical hemolytic uremic syndrome with anti-factor H antibodies	93626
93610	Distal renal tubular acidosis with anemia	93626
93609	Autosomal recessive distal renal tubular acidosis without deafness	
93608	Autosomal dominant distal renal tubular acidosis	93626
93607	Autosomal recessive proximal renal tubular acidosis	93626
93614	Hematological disorder with renal involvement	
93613	Cystinuria type B	93626
93612	Cystinuria type A	93626
93611	Autosomal recessive distal renal tubular acidosis with deafness	
93602	Xanthinuria type II	93626
93601	Xanthinuria type I	93626
93600	Primary hyperoxaluria type 3	93626
93599	Primary hyperoxaluria type 2	93626
93606	Nephrogenic syndrome of inappropriate antidiuresis	93626
93605	Classic Bartter syndrome	93626
93604	Antenatal Bartter syndrome	93626
93603	Rare renal tubular disease	
99092	Interventricular septum aneurysm	93890
99094	Laubry-Pezzi syndrome	93890
99087	Coronary ostial stenosis or atresia	93890
99089	Abnormal number of coronary ostia	93890
99090	Malposition of a coronary ostium	93890
99083	Pulmonary artery hypoplasia	93890
99084	Peripheral pulmonary stenosis	93890
99079	Cervical aortic arch	93890
99081	Right aortic arch	93890
99082	Dysphagia lusoria	93890
99076	Persistent fifth aortic arch	93890
99075	Encircling double aortic arch	93890
99078	Neuhauser anomaly	93890
99077	Kommerell diverticulum	93890
99072	Congenital patent ductus arteriosus aneurysm	93890
99071	Aorto-left ventricular tunnel	93890
99068	Complete atrioventricular canal-tetralogy of Fallot syndrome	93890
99067	Complete atrioventricular canal-ventricle hypoplasia syndrome	93890
99070	Aorto-right ventricular tunnel	93890
99069	Univentricular heart with single atrio-ventricular valve	93890
99064	Straddling and/or overriding mitral valve	93890
99063	Shone complex	93890
99066	Complete atrioventricular canal-left heart obstruction syndrome	93890
99125	Congenital total pulmonary venous return anomaly	93890
99123	Inferior vena cava interruption without azygos continuation	93890
99124	Congenital partial pulmonary venous return anomaly	93890
99121	Azygos continuation of the inferior vena cava	93890
99122	Congenital stenosis of the inferior vena cava	93890
99119	Right inferior vena cava connecting to left-sided atrium	93890
99120	Persistent eustachian valve	93890
99117	Coronary sinus stenosis	93890
99118	Coronary sinus atresia	93890
99113	Subaortic course of innominate vein	93890
99114	Agenesis of the superior vena cava	93890
99111	Persistent left superior vena cava connecting to the roof of left-sided atrium	93890
99112	Absence of innominate vein	93890
99110	Right superior vena cava connecting to left-sided atrium	93890
99109	Persistent left superior vena cava connecting through coronary sinus to left-sided atrium	93890
99107	Atrial septal aneurysm	93890
99106	Atrial septal defect, ostium primum type	93890
99105	Atrial septal defect, sinus venosus type	93890
99104	Atrial septal defect, coronary sinus type	93890
99103	Atrial septal defect, ostium secundum type	93890
99102	Ectasia of the left atrial appendage	93890
99101	Ectasia of the right atrial appendage	93890
99100	Juxtaposition of the atrial appendages	93890
99099	Cor triatriatum sinister	93890
99098	Cor triatriatum dexter	93890
99095	Congenital Gerbode defect	93890
99156	Multiple syringomas	
99147	Acquired von Willebrand syndrome	97992
99135	6-phosphogluconate dehydrogenase deficiency	97992
99138	Hemolytic anemia due to erythrocyte adenosine deaminase overproduction	97992
99139	Unstable hemoglobin disease	97992
99142	Microcephaly-cutis verticis gyrata-lymphedema syndrome	
99141	Lymphedema-posterior choanal atresia syndrome	93890
99130	Congenital partial agenesis of pericardium	93890
99129	Congenital complete agenesis of pericardium	93890
99131	Pleuro-pericardial cyst	93890
99329	48,XYYY syndrome	93890
99330	49,XYYYY syndrome	93890
99228	Mosaic monosomy X	93890
99324	Paternal uniparental disomy of chromosome 13	93890
99361	Familial medullary thyroid carcinoma	250908
99177	Isolated distichiasis	93890
99176	Congenital eyelid retraction	97966
99226	Monosomy X	93890
99179	Kandori fleck retina	97966
99170	Tarsal kink syndrome	97966
99169	Epiblepharon	97966
99172	Euryblepharon	97966
99171	Isolated congenital ectropion	97966
99166	Familial combined hyperlipoproteinemia	
99657	Primary dystonia, DYT2 type	98006
99665	Ventral hernia	
99429	Complete androgen insensitivity syndrome	93890
99642	Spondyloepimetaphyseal dysplasia, Handigodu type	93419
99408	Pituitary adenoma	
99413	Turner syndrome due to structural X chromosome anomalies	93890
99647	Cheirospondyloenchondromatosis	93419
99645	Dappled diaphyseal dysplasia	
99646	Metaphyseal chondromatosis with D-2-hydroxyglutaric aciduria	93419
99688	Dermotrichic syndrome	93890
99694	Alveolar synechia-ankyloblepharon-ectodermal dysplasia syndrome	
99672	Fried's tooth and nail syndrome	93890
99715	MASS syndrome	
99718	Leber plus disease	97966
99725	Pituitary gigantism	97978
99701	Mesial temporal lobe epilepsy with hippocampal sclerosis	98006
99704	Obesity, hyperphagia, and severe developmental delay due toTrkB gene deficiency	
99710	Punctate acrokeratoderma freckle-like pigmentation	89826
99750	Atypical progressive supranuclear palsy syndrome	98006
99749	Kostmann syndrome	98004
99748	Pontiac fever	68416
99757	Embryonal rhabdomyosarcoma	250908
99756	Alveolar rhabdomyosarcoma	250908
99734	Myotonia fluctuans	98006
99731	Isolated sulfite oxidase deficiency	68367
99732	Sulfite oxidase deficiency due to molybdenum cofactor deficiency	68367
99735	Myotonia permanens	98006
99736	Acetazolamide-responsive myotonia	98006
99741	King-Denborough syndrome	93890
99742	Amish lethal microcephaly	93890
99739	Rare familial disorder with hypertrophic cardiomyopathy	
99745	Typhoid	68416
98820	Familial focal epilepsy with variable foci	98006
98819	Familial temporal lobe epilepsy	98006
98818	Landau-Kleffner syndrome	98006
98816	Benign childhood occipital epilepsy, Gastaut type	98006
98815	Benign childhood occipital epilepsy, Panayiotopoulos type	98006
98813	Hypohidrotic ectodermal dysplasia with immunodeficiency	93890
98812	Paroxysmal hypnogenic dyskinesia	
98811	Paroxysmal exertion-induced dyskinesia	98006
98810	Paroxysmal non-kinesigenic dyskinesia	98006
98809	Paroxysmal kinesigenic dyskinesia	98006
98808	Autosomal dominant dopa-responsive dystonia	98006
98807	Primary dystonia, DYT13 type	98006
98837	Acute biphenotypic leukemia	
98838	Primary mediastinal large B-cell lymphoma	250908
98835	Acute undifferentiated leukemia	250908
98836	Bilineal acute leukemia	
98833	Acute myeloblastic leukemia without maturation	250908
98834	Acute myeloblastic leukemia with maturation	250908
98831	Acute myeloid leukemia with 11q23 abnormalities	250908
98832	Acute myeloid leukemia with minimal differentiation	250908
98829	Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)	250908
98827	Unclassified myelodysplastic syndrome	250908
98825	Unclassified myelodysplastic/myeloproliferative disease	250908
98826	Refractory anemia	250908
98823	Chronic myelomonocytic leukemia	250908
98824	Atypical chronic myeloid leukemia	250908
98852	Desquamative interstitial pneumonia	97955
98851	Mast cell leukemia	
98853	Autosomal dominant Emery-Dreifuss muscular dystrophy	98006
98848	Indolent systemic mastocytosis	250908
98850	Aggressive systemic mastocytosis	250908
98849	Systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease	250908
98844	Classic Hodgkin lymphoma, mixed cellularity type	250908
98843	Classic Hodgkin lymphoma, nodular sclerosis type	250908
98846	Classic Hodgkin lymphoma, lymphocyte-depleted type	250908
98845	Classic Hodgkin lymphoma, lymphocyte-rich type	250908
98839	Intravascular large B-cell lymphoma	250908
98842	Lymphomatoid papulosis	250908
98841	Anaplastic large cell lymphoma	250908
98867	Hereditary pyropoikilocytosis	
98868	Southeast Asian ovalocytosis	97992
98869	Congenital dyserythropoietic anemia type I	97992
98870	Congenital dyserythropoietic anemia type III	97992
98863	X-linked Emery-Dreifuss muscular dystrophy	98006
98864	Common hereditary elliptocytosis	
98865	Homozygous hereditary elliptocytosis	
98861	Primary ciliary dyskinesia, Kartagener type	
98855	Autosomal recessive Emery-Dreifuss muscular dystrophy	98006
98856	Charcot-Marie-Tooth disease type 2B1	98006
98881	Familial dysfibrinogenemia	97992
98880	Familial afibrinogenemia	97992
98879	Hemophilia B	97992
98886	Bleeding diathesis due to integrin alpha2-beta1 deficiency	97992
98885	Bleeding diathesis due to glycoprotein VI deficiency	97992
98873	Congenital dyserythropoietic anemia type II	97992
98872	Adult pure red cell aplasia	97992
98871	Transient erythroblastopenia of childhood	97992
98878	Hemophilia A	97992
98897	Oculopharyngodistal myopathy	98006
98895	Becker muscular dystrophy	98006
98896	Duchenne muscular dystrophy	98006
98902	Amish nemaline myopathy	98006
98889	Bilateral perisylvian polymicrogyria	93890
98890	Early-onset X-linked optic atrophy	93890
98888	X-linked complex spastic paraplegia	
98893	Congenital muscular dystrophy type 1B	98006
98894	Congenital muscular dystrophy type 1D	
98892	Periventricular nodular heterotopia	93890
98912	Late-onset distal myopathy, Markesbery-Griggs type	98006
98911	Distal myotilinopathy	98006
98914	Presynaptic congenital myasthenic syndromes	98006
98913	Postsynaptic congenital myasthenic syndromes	98006
98916	Acute inflammatory demyelinating polyradiculoneuropathy	98006
98915	Synaptic congenital myasthenic syndromes	98006
98918	Acute motor axonal neuropathy	98006
98917	Acute motor and sensory axonal neuropathy	98006
98904	Congenital myopathy with excess of thin filaments	98006
98905	Congenital multicore myopathy with external ophthalmoplegia	98006
98908	Neutral lipid storage myopathy	98006
98907	Neutral lipid storage disease with ichthyosis	89826
98910	Alpha-crystallinopathy	98006
98909	Desminopathy	98006
98933	Multiple system atrophy, parkinsonian type	98006
98934	Huntington disease-like 2	98006
98919	Miller-Fisher syndrome	98006
98920	Spinal muscular atrophy with respiratory distress type 1	98006
98922	Blake pouch cyst	98006
98942	Coloboma of choroid and retina	93890
98938	Colobomatous microphthalmia	93890
98949	Complete cryptophthalmia	93890
98950	Partial cryptophthalmia	93890
98947	Coloboma of optic disc	93890
98948	Congenital symblepharon	93890
98945	Coloboma of macula	93890
98946	Coloboma of eyelid	93890
98943	Coloboma of eye lens	93890
98944	Coloboma of iris	93890
98958	Climatic droplet keratopathy	97966
98957	Gelatinous drop-like corneal dystrophy	97966
98956	Epithelial basement membrane dystrophy	97966
98955	Lisch epithelial corneal dystrophy	97966
98954	Meesmann corneal dystrophy	97966
98951	Inverse Marcus-Gunn phenomenon	97966
98964	Lattice corneal dystrophy type I	97966
98963	Granular corneal dystrophy type II	97966
98962	Granular corneal dystrophy type I	97966
98961	Reis-Bücklers corneal dystrophy	97966
98960	Thiel-Behnke corneal dystrophy	97966
98959	Subepithelial mucinous corneal dystrophy	97966
98971	Posterior amorphous corneal dystrophy	97966
98972	Central cloudy dystrophy of François	97966
98973	Posterior polymorphous corneal dystrophy	97966
98974	Fuchs endothelial corneal dystrophy	97966
98967	Schnyder corneal dystrophy	97966
98968	Central discoid corneal dystrophy	
98969	Macular corneal dystrophy	97966
98970	Fleck corneal dystrophy	97966
98979	Chandler syndrome	97966
98980	Cogan-Reese syndrome	97966
98981	Essential iris atrophy	97966
98975	Congenital hereditary endothelial dystrophy type I	97966
98976	Congenital glaucoma	97966
98977	Juvenile glaucoma	97966
98978	Axenfeld anomaly	93890
98988	Early-onset anterior polar cataract	97966
98990	Coralliform cataract	97966
98989	Cerulean cataract	97966
98984	Pulverulent cataract	97966
98985	Early-onset sutural cataract	97966
98995	Early-onset zonular cataract	97966
98992	Early-onset partial cataract	97966
98991	Early-onset nuclear cataract	97966
98994	Total early-onset cataract	97966
98993	Early-onset posterior polar cataract	97966
99001	Butterfly-shaped pigment dystrophy	97966
99002	Reticular dystrophy of the retinal pigment epithelium	97966
99000	Adult-onset foveomacular vitelliform dystrophy	97966
99003	Multifocal pattern dystrophy simulating fundus flavimaculatus	97966
99004	Fundus pulverulentus	97966
99013	Spastic paraplegia type 7	98006
