ORPHANET_ID	ORPHANET_NAME	ICD10CM_ID
93338	Polysyndactyly	Q70.4
93349	X-linked spondyloepimetaphyseal dysplasia	Q77.7
93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	Q77.7
93347	Anauxetic dysplasia	Q77.7
93356	Spondyloepimetaphyseal dysplasia, Missouri type	Q77.7
93351	Spondyloepimetaphyseal dysplasia, Irapa type	Q77.7
93352	Spondyloepimetaphyseal dysplasia, Shohat type	Q77.7
93284	Spondyloepiphyseal dysplasia tarda	Q77.7
93292	Adenoma of pancreas	D13.6
93293	Okihiro syndrome	Q87.8
93296	Achondrogenesis type 2	Q77.0
93298	Achondrogenesis type 1B	Q77.0
93297	Hypochondrogenesis	Q77.0
93299	Achondrogenesis type 1A	Q77.0
93302	Brachyolmia, Maroteaux type	Q76.3
93304	Autosomal dominant brachyolmia	Q76.3
93307	Multiple epiphyseal dysplasia type 4	Q77.3
93308	Multiple epiphyseal dysplasia type 1	Q77.3
93311	Multiple epiphyseal dysplasia type 5	Q77.3
93314	Spondylometaphyseal dysplasia, Kozlowski type	Q77.8
93315	Spondylometaphyseal dysplasia, 'corner fracture' type	Q77.8
93316	Spondylometaphyseal dysplasia, Schmidt type	Q77.8
93317	Spondylometaphyseal dysplasia, Sedaghatian type	Q77.8
90673	Hypothyroidism due to TSH receptor mutations	E03.1
90674	Isolated thyroid-stimulating hormone deficiency	E03.1
90658	Charcot-Marie-Tooth disease type 1E	G60.0
90791	Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	E25.0
90790	Congenital lipoid adrenal hyperplasia due to STAR deficency	E25.0
90787	46,XY disorder of sex development due to testicular steroidogenesis defect	E29.1
90776	46,XX disorder of sex development induced by fetal androgens excess	E25.0
90695	Panhypopituitarism	E23.0
90400	Scleromyxedema without monoclonal gammopathy	L98.5
90625	X-linked non-syndromic sensorineural deafness type DFN	H90.3
90635	Autosomal dominant non-syndromic sensorineural deafness type DFNA	H90.3
90636	Autosomal recessive non-syndromic sensorineural deafness type DFNB	H90.3
90396	Acral persistent papular mucinosis	L98.5
90397	Self-healing papular mucinosis	L98.5
90398	Localized lichen myxedematosus with mixed features of different subtypes	L98.5
90399	Localized lichen myxedematosus with monoclonal gammopathy or systemic symptoms	L98.5
90393	Nodular lichen myxedematosus	L98.5
90394	Discrete papular lichen myxedematosus	L98.5
90395	Papular mucinosis of infancy	L98.5
90368	Hypotrichosis simplex of the scalp	L65.8
90389	Telangiectasia macularis eruptiva perstans	Q82.2
90390	Anonychia-onychodystrophy syndrome	Q84.3
90653	Stickler syndrome type 1	Q87.5
90652	Otopalatodigital syndrome type 2	Q87.0
90654	Stickler syndrome type 2	Q87.5
90647	Jervell and Lange-Nielsen syndrome	I45.8
90650	Otopalatodigital syndrome type 1	Q87.0
90642	Syndromic genetic deafness	H90.3
90641	Mitochondrial non-syndromic sensorineural deafness	H90.3
91387	Familial thoracic aortic aneurysm and aortic dissection	Q87.4
91396	Isolated cryptophthalmia	Q11.2
91378	Hereditary angioedema	D84.1
91385	Acquired angioedema	T78.3
91412	Marcus-Gunn syndrome	Q07.8
91413	Congenital Horner syndrome	G90.2
91397	Isolated ankyloblepharon filiforme adnatum	Q10.3
91411	Congenital ptosis	Q10.0
91357	Duplication of the esophagus	Q39.8
91354	Pituitary deficiency due to empty sella turcica syndrome	E23.0
91355	Sheehan syndrome	E23.0
91364	Non-specific interstitial pneumonia	J84.8
91358	Congenital esophageal diverticulum	Q39.6
91359	Chronic pneumonitis of infancy	J84.0
91496	Snowflake vitreoretinal degeneration	H35.5
91495	Persistent hyperplastic primary vitreous	Q14.0
91494	Macular coloboma-cleft palate-hallux valgus syndrome	Q87.8
91492	Early-onset non-syndromic cataract	Q12.0
91546	Lyme disease	A69.2
91500	Tubulointerstitial nephritis and uveitis syndrome	N10
91498	Familial congenital palsy of trochlear nerve	H49.1
91481	Ring dermoid of cornea	D31.1
91416	Isolated congenital alacrima	Q10.6
91414	Pilomatrixoma	D23.3
91414	Pilomatrixoma	D23.4
91414	Pilomatrixoma	D23.6
91491	Congenital ectropion uveae	Q10.1
91490	Isolated congenital sclerocornea	Q13.3
91489	Isolated congenital megalocornea	Q15.8
91483	Rieger anomaly	Q13.8
91127	Adenovirus infection in immunocompromised patients	B34.0
91130	Cardiomyopathy-hypotonia-lactic acidosis syndrome	G71.3
91131	DK1-CDG	E77.8
91132	Ichthyosis-hypotrichosis syndrome	Q80.8
91133	Osteopenia-myopia-hearing loss-intellectual disability-facial dysmorphism syndrome	Q87.5
90793	Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency	E25.0
90794	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency	E25.0
90795	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	E25.0
90796	46,XY disorder of sex development due to isolated 17,20-lyase deficiency	E29.1
90797	Partial androgen insensitivity syndrome	E34.5
90970	Primary lipodystrophy	E88.1
91024	Autosomal recessive axonal hereditary motor and sensory neuropathy	G60.0
91347	TSH-secreting pituitary adenoma	D35.2
91349	Non-functioning pituitary adenoma	D35.2
91348	Functioning gonadotropic adenoma	D35.2
91350	Pituitary deficiency due to Rathke's cleft cysts	E23.0
91136	Acquired monoclonal Ig light chain-associated Fanconi syndrome	E72.0
91135	Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency	D68.4
91138	Cryoglobulinemic vasculitis	D89.1
91137	Immunotactoid or fibrillary glomerulopathy	N03.6
91140	Unspecified juvenile idiopathic arthritis	M08.8
91139	Simple cryoglobulinemia	D89.1
91144	46,XX disorder of sex development induced by maternal-derived androgen	Q56.2
79396	Epidermolysis bullosa simplex, generalized severe	Q81.0
79397	Epidermolysis bullosa simplex with mottled pigmentation	Q81.0
79394	Congenital non-bullous ichthyosiform erythroderma	Q80.2
79395	Keratoderma hereditarium mutilans with ichthyosis	Q82.8
79414	Woolly hair nevus	D23.4
79399	Epidermolysis bullosa simplex, generalized intermediate	Q81.0
79401	Epidermolysis bullosa simplex, Ogna type	Q81.0
79400	Localized epidermolysis bullosa simplex	Q81.0
79403	Junctional epidermolysis bullosa-pyloric atresia syndrome	Q81.8
79402	Junctional epidermolysis bullosa, generalized intermediate	Q81.8
79405	Junctional epidermolysis bullosa inversa	Q81.8
79404	Junctional epidermolysis bullosa, generalized severe	Q81.1
79406	Late-onset junctional epidermolysis bullosa	Q81.8
79409	Recessive dystrophic epidermolysis bullosa inversa	Q81.2
79408	Severe generalized recessive dystrophic epidermolysis bullosa	Q81.2
79411	Transient bullous dermolysis of the newborn	Q81.2
79410	Pretibial dystrophic epidermolysis bullosa	Q81.2
79452	Milroy disease	Q82.0
79447	X-linked lethal multiple pterygium syndrome	Q79.8
79458	Oley syndrome	L98.8
79459	Follicular atrophoderma-basal cell carcinoma	L98.8
79456	Diffuse cutaneous mastocytosis	Q82.2
79457	Maculopapular cutaneous mastocytosis	Q82.2
79455	Cutaneous mastocytoma	Q82.2
79435	Oculocutaneous albinism type 4	E70.3
79434	Oculocutaneous albinism type 1B	E70.3
79433	Oculocutaneous albinism type 3	E70.3
79432	Oculocutaneous albinism type 2	E70.3
79431	Oculocutaneous albinism type 1A	E70.3
79430	Hermansky-Pudlak syndrome	E70.3
79445	Pseudopseudohypoparathyroidism	E20.1
79444	Pseudohypoparathyroidism type 1C	E20.1
79443	Pseudohypoparathyroidism type 1A	E20.1
79483	Phakomatosis cesioflammea	Q85.8
79484	Phakomatosis cesiomarmorata	Q85.8
79485	Phakomatosis spilorosea	Q85.8
79478	Griscelli syndrome type 3	E70.3
79479	Pemphigus vegetans	L10.1
79480	Pemphigus erythematosus	L10.4
79481	Pemphigus foliaceus	L10.2
79490	Microcystic lymphatic malformation	D18.1
79492	Pili gemini	L67.8
79489	Macrocystic lymphatic malformation	D18.1
79467	Verrucous nevus	Q82.5
79466	Inflammatory linear verrucous epidermal nevus	Q82.5
79468	Acanthokeratolytic verrucous nevus	Q82.5
79474	Atypical Werner syndrome	E34.8
79477	Griscelli syndrome type 2	E70.3
79476	Griscelli syndrome type 1	E70.3
79473	Porphyria variegata	E80.2
79264	Juvenile neuronal ceroid lipofuscinosis	E75.4
79263	Infantile neuronal ceroid lipofuscinosis	E75.4
79262	Adult neuronal ceroid lipofuscinosis	E75.4
79269	Sanfilippo syndrome type A	E76.2
79257	GM1 gangliosidosis type 3	E75.1
79256	GM1 gangliosidosis type 2	E75.1
79255	GM1 gangliosidosis type 1	E75.1
79254	Classic phenylketonuria	E70.0
79259	Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib	E74.0
79258	Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia	E74.0
79246	Pyruvate dehydrogenase phosphatase deficiency	E74.4
79253	Mild phenylketonuria	E70.1
79240	Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency	E74.0
79241	Biotinidase deficiency	E53.8
79238	Galactose epimerase deficiency	E74.2
79239	Classic galactosemia	E74.2
79244	Pyruvate dehydrogenase E2 deficiency	E74.4
79242	Holocarboxylase synthetase deficiency	E53.8
79243	Pyruvate dehydrogenase E1-alpha deficiency	E74.4
79299	Hyperinsulinism due to glucokinase deficiency	E16.1
79298	Diazoxide-resistant focal hyperinsulinism	E16.1
79301	Congenital bile acid synthesis defect type 1	K76.8
79293	Familial LCAT deficiency	E78.6
79292	Fish-eye disease	E78.6
79278	Autosomal erythropoietic protoporphyria	E80.0
79279	Alpha-N-acetylgalactosaminidase deficiency type 1	E77.1
79280	Alpha-N-acetylgalactosaminidase deficiency type 2	E77.1
79281	Alpha-N-acetylgalactosaminidase deficiency type 3	E77.1
79282	Methylmalonic acidemia with homocystinuria, type cblC	E72.1
79283	Methylmalonic acidemia with homocystinuria, type cblD	E72.1
79284	Methylmalonic acidemia with homocystinuria type cblF	E72.1
79270	Sanfilippo syndrome type B	E76.2
79271	Sanfilippo syndrome type C	E76.2
79272	Sanfilippo syndrome type D	E76.2
79273	Hereditary coproporphyria	E80.2
79276	Acute intermittent porphyria	E80.2
79277	Congenital erythropoietic porphyria	E80.0
79333	COG7-CDG	E77.8
79332	B4GALT1-CDG	E77.8
79330	MOGS-CDG	E77.8
79329	MGAT2-CDG	E77.8
79328	ALG9-CDG	E77.8
79327	ALG1-CDG	E77.8
79326	ALG2-CDG	E77.8
79325	ALG8-CDG	E77.8
79324	ALG12-CDG	E77.8
79323	MPDU1-CDG	E77.8
79322	DPM1-CDG	E77.8
79321	ALG3-CDG	E77.8
79320	ALG6-CDG	E77.8
79319	MPI-CDG	E77.8
79318	PMM2-CDG	E77.8
79314	L-2-hydroxyglutaric aciduria	E72.8
79315	D-2-hydroxyglutaric aciduria	E72.8
79312	Vitamin B12-unresponsive methylmalonic acidemia type mut-	E71.1
79310	Vitamin B12-responsive methylmalonic acidemia type cblA	E71.1
79311	Vitamin B12-responsive methylmalonic acidemia type cblB	E71.1
79306	Progressive familial intrahepatic cholestasis type 1	K76.8
79304	Progressive familial intrahepatic cholestasis type 2	K76.8
79305	Progressive familial intrahepatic cholestasis type 3	K76.8
79302	Congenital bile acid synthesis defect type 3	K76.8
79303	Congenital bile acid synthesis defect type 2	K76.8
79358	Porokeratosis	Q82.8
79361	Inherited epidermolysis bullosa	Q81.0
79361	Inherited epidermolysis bullosa	Q81.1
79361	Inherited epidermolysis bullosa	Q81.2
79361	Inherited epidermolysis bullosa	Q81.8
79361	Inherited epidermolysis bullosa	Q81.9
79357	Hereditary palmoplantar keratoderma	Q82.8
79356	Acrokeratoderma	Q82.8
79351	3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form	E72.8
79350	3-phosphoserine phosphatase deficiency	E72.8
79346	Chondrodysplasia punctata, tibial-metacarpal type	Q77.3
79347	Chondrodysplasia punctata, Toriello type	Q77.3
79345	Brachytelephalangic chondrodysplasia punctata	Q77.3
85191	Singleton-Merten dysplasia	Q78.8
85188	Metaphyseal dysplasia, Braun-Tinschert type	Q78.5
85193	Idiopathic juvenile osteoporosis	M81.5
85192	Calvarial doughnut lesions-bone fragility syndrome	M85.8
85195	Familial expansile osteolysis	M89.5
85194	Spondylo-ocular syndrome	Q87.5
85197	Genochondromatosis type 1	Q78.4
85199	Craniosynostosis-anal anomalies-porokeratosis syndrome	Q87.8
85198	Dysspondyloenchondromatosis	Q78.4
85201	Genitopatellar syndrome	Q87.8
85200	Ischiovertebral syndrome	Q77.8
85203	Acropectoral syndrome	Q74.0
85202	Keutel syndrome	Q87.8
85273	X-linked intellectual disability, Abidi type	Q87.8
85212	Fetal Gaucher disease	E75.2
85274	Syndromic X-linked intellectual disability 7	Q87.8
85275	Microphthalmia-ankyloblepharon-intellectual disability syndrome	Q11.2
85276	X-linked intellectual disability, Armfield type	Q87.8
85277	X-linked intellectual disability, Cantagrel type	Q87.8
85278	Christianson syndrome	Q87.8
85279	Syndromic X-linked intellectual disability due to JARID1C mutation	Q87.8
85280	X-linked intellectual disability-cubitus valgus-dysmorphism syndrome	Q87.8
85281	MECP2 duplication syndrome	Q87.8
85282	MEHMO syndrome	Q87.8
85283	X-linked intellectual disability, Miles-Carpenter type	Q87.8
85284	BRESEK syndrome	Q87.8
85285	X-linked intellectual disability, Schimke type	Q87.8
85286	X-linked intellectual disability, Shashi type	Q87.8
85287	X-linked intellectual disability, Siderius type	Q87.8
85288	X-linked intellectual disability, Stocco Dos Santos type	Q87.8
85289	X-linked intellectual disability, Vitale type	Q87.8
85293	X-linked intellectual disability, Cabezas type	Q87.8
85292	X-linked spinocerebellar ataxia type 4	G11.1
85290	X-linked intellectual disability, Wilson type	Q87.8
85317	X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome	Q87.8
85297	X-linked spinocerebellar ataxia type 3	G11.1
85295	HSD10 disease, atypical type	G25.5
85294	X-linked epilepsy-learning disabilities-behavior disorders syndrome	Q87.8
85321	Deafness-intellectual disability syndrome, Martin-Probst type	Q87.8
85320	X-linked intellectual disability-macrocephaly-macroorchidism syndrome	Q87.8
85319	X-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome	Q87.8
85325	X-linked intellectual disability, Stevenson type	Q87.8
85324	X-linked intellectual disability, Shrimpton type	Q87.8
85323	X-linked intellectual disability, Seemanova type	Q87.8
85322	X-linked intellectual disability, Pai type	Q87.8
85328	X-linked intellectual disability, Turner type	Q87.8
85329	X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome	Q87.8
85326	X-linked intellectual disability, Stoll type	Q87.8
85327	X-linked intellectual disability-acromegaly-hyperactivity syndrome	Q87.8
85332	X-linked intellectual disability-retinitis pigmentosa syndrome	H35.5
85333	X-linked intellectual disability-spastic paraplegia with iron deposits syndrome	G11.4
85330	X-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome	Q87.8
85336	X-linked neurodegenerative syndrome, Hamel type	G31.8
85337	X-linked intellectual disability, Zorick type	G31.8
85334	X-linked neurodegenerative syndrome, Bertini type	G31.8
85335	Fried syndrome	Q87.8
85410	Oligoarticular juvenile idiopathic arthritis	M08.4
85414	Systemic-onset juvenile idiopathic arthritis	M08.2
85338	X-linked intellectual disability-ataxia-apraxia syndrome	G31.8
85408	Rheumatoid factor-negative juvenile idiopathic arthritis	M08.3
85443	AL amyloidosis	E85.9
85446	Wild type ABeta2M amyloidosis	E85.3
85445	AA amyloidosis	E85.3
85436	Psoriasis-related juvenile idiopathic arthritis	L40.5+
85436	Psoriasis-related juvenile idiopathic arthritis	M09.0*
85435	Rheumatoid factor-positive polyarticular juvenile idiopathic arthritis	M08.0
85438	Enthesitis-related juvenile idiopathic arthritis	M08.8
85458	Hereditary cerebral hemorrhage with amyloidosis	E85.4+
85458	Hereditary cerebral hemorrhage with amyloidosis	I68.0*
85453	X-linked reticulate pigmentary disorder	E85.0+
85453	X-linked reticulate pigmentary disorder	L99.0*
86788	X-linked severe congenital neutropenia	D70
86309	DPAGT1-CDG	E77.8
85448	AGel amyloidosis	E85.1
85447	ATTRV30M amyloidosis	G63.3*
85447	ATTRV30M amyloidosis	E85.1+
85451	ATTRV122I amyloidosis	I43.1*
85451	ATTRV122I amyloidosis	E85.4+
85450	Hereditary amyloidosis with primary renal involvement	E85.0
86812	Autosomal recessive limb-girdle muscular dystrophy type 2K	G71.0
86813	Helicoid peripapillary chorioretinal degeneration	H31.2
86814	Benign adult familial myoclonic epilepsy	G40.3
86815	Aplasia of lacrimal and salivary glands	Q10.4
86815	Aplasia of lacrimal and salivary glands	Q38.4
86789	Patella aplasia/hypoplasia	Q74.1
86795	Localized lichen myxedematosus	L98.5
86797	Atypical lichen myxedematosus	L98.5
86820	Familial avascular necrosis of femoral head	M87.8
86821	Lissencephaly type 3-familial fetal akinesia sequence syndrome	Q04.3
86822	Lissencephaly type 3-metacarpal bone dysplasia syndrome	Q04.3
86823	Lissencephaly with cerebellar hypoplasia	Q04.3
86816	Congenital analbuminemia	R77.0
86817	Hemolytic anemia due to adenylate kinase deficiency	D55.3
86818	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	Q87.8
86819	Atrichia with papular lesions	L65.8
86843	Acute panmyelosis with myelofibrosis	C94.4
86841	Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality	D46.7
86839	Refractory anemia with excess blasts	D46.2
86836	Refractory cytopenia with multilineage dysplasia	D46.7
86834	Juvenile myelomonocytic leukemia	C93.3
86830	Chronic myeloproliferative disease, unclassifiable	D47.1
86829	Chronic neutrophilic leukemia	D47.1
86855	Plasmacytoma	C90.2
86855	Plasmacytoma	C90.3
86854	Splenic marginal zone lymphoma	C83.0
86852	B-cell prolymphocytic leukemia	C91.3
86851	Acute leukemia of ambiguous lineage	C95.0
86850	Myeloid sarcoma	C92.3
86849	Acute basophilic leukemia	C94.7
86846	Therapy related acute myeloid leukemia and myelodysplastic syndrome	C92.0
86845	Acute myeloid leukaemia with myelodysplasia-related features	C92.8
86873	Aggressive NK-cell leukemia	C94.7
86870	CD4+/CD56+ hematodermic neoplasm	C86.4
86871	T-cell prolymphocytic leukemia	C91.6
86867	Nodal marginal zone B-cell lymphoma	C83.0
86869	Lymphomatoid granulomatosis	C83.8
86861	Non-amyloid monoclonal immunoglobulin deposition disease	D89.8
86864	Heavy chain disease	C88.2
86864	Heavy chain disease	C88.3
86886	Angioimmunoblastic T-cell lymphoma	C86.5
86893	Nodular lymphocyte predominant Hodgkin lymphoma	C81.0
86884	Subcutaneous panniculitis-like T-cell lymphoma	C83.6
86885	Primary cutaneous peripheral T-cell lymphoma not otherwise specified	C84.4
86880	Enteropathy-associated T-cell lymphoma	C86.2
86882	Hepatosplenic T-cell lymphoma	C86.1
86875	Adult T-cell leukemia/lymphoma	C91.5
86879	Extranodal nasal NK/T cell lymphoma	C86.0
79502	Punctate palmoplantar keratoderma type 2	Q82.8
79503	Ichthyosis hystrix of Curth-Macklin	Q80.8
79504	Ichthyosis hystrix gravior	Q80.0
79506	Cholesterol-ester transfer protein deficiency	E78.4
79495	X-linked congenital generalized hypertrichosis	Q84.2
79499	Autosomal dominant deafness-onychodystrophy syndrome	Q87.8
79500	DOORS syndrome	Q87.8
79501	Punctate palmoplantar keratoderma type 1	Q82.8
79665	Gardner syndrome	D12.6
79643	Autosomal recessive hyperinsulinism due to SUR1 deficiency	E16.1
79651	Mild hyperphenylalaninemia	E70.1
79644	Autosomal recessive hyperinsulinism due to Kir6.2 deficiency	E16.1
83317	Scrub typhus	A75.3
83330	Proximal spinal muscular atrophy type 1	G12.0
83315	Murine typhus	A75.2
83316	Pseudotyphus of California	A79.8
83419	Proximal spinal muscular atrophy type 3	G12.1
83420	Proximal spinal muscular atrophy type 4	G12.1
83418	Proximal spinal muscular atrophy type 2	G12.1
83313	Boutonneuse fever	A77.1
83314	Epidemic typhus	A75.0
83311	Rocky Mountain spotted fever	A77.0
83312	Rickettsialpox	A79.1
83469	Desmoplastic small round cell tumor	C48.2
83468	Solitary bone cyst	M85.4
83467	Morvan syndrome	G60.8
83465	Narcolepsy type 2	G47.4
83476	West-Nile encephalitis	A92.3
83473	Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome	Q04.8
83472	CAMOS syndrome	G11.1
83471	Thymic aplasia	D81.4
83452	Complex regional pain syndrome	M89.0
83452	Complex regional pain syndrome	G56.4
83451	Florid cemento-osseous dysplasia	D16.4
83451	Florid cemento-osseous dysplasia	D16.5
83450	Regional odontodysplasia	K00.4
83463	Microtia	Q17.2
83461	Congenital primary aphakia	Q12.3
83454	Glomuvenous malformation	Q27.8
83453	Vulvovaginal gingival syndrome	L43.8
83619	Macrostomia-preauricular tags-external ophthalmoplegia syndrome	Q87.0
83620	Enteric anendocrinosis	P78.3
83628	LUMBAR syndrome	Q87.8
83601	Steroid-responsive encephalopathy associated with autoimmune thyroiditis	G04.8
83616	Rubella panencephalitis	B06.0+
83616	Rubella panencephalitis	G05.1*
83617	Agammaglobulinemia-microcephaly-craniosynostosis-severe dermatitis syndrome	Q87.0
83594	Eastern equine encephalitis	A83.2
83595	Colorado tick fever	A93.2
83597	Acute disseminated encephalomyelitis	G04.0
83600	Encephalitis lethargica	A85.8
83482	Mycoplasma encephalitis	B96.0
83483	La Crosse encephalitis	A83.5
83484	St. Louis encephalitis	A83.3
83593	Western equine encephalitis	A83.1
84085	Hinman syndrome	N32.8
84090	Fibronectin glomerulopathy	N07.6
84087	Collagen type III glomerulopathy	N07.6
84065	Idiopathic malabsorption due to bile acid synthesis defects	K90.8
83639	Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency	E88.8
83629	Leukoencephalopathy-spondylometaphyseal dysplasia syndrome	G11.4
83642	Microcytic anemia with liver iron overload	D50.8
85163	Hypomyelination-congenital cataract syndrome	G37.8
85164	Camptodactyly-tall stature-scoliosis-hearing loss syndrome	Q87.2
85146	Neurogenic scapuloperoneal syndrome, Kaeser type	G12.1
85162	Facial onset sensory and motor neuronopathy	G60.0
85138	Addison disease	E27.1
85128	Bothnia retinal dystrophy	H35.5
85136	Cystic leukoencephalopathy without megalencephaly	E75.2
85110	Familial encephalopathy with neuroserpin inclusion bodies	G31.8
85112	Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome	Q56.0
84271	Sporadic idiopathic steroid-resistant nephrotic syndrome	N04.1
84271	Sporadic idiopathic steroid-resistant nephrotic syndrome	N04.3
84271	Sporadic idiopathic steroid-resistant nephrotic syndrome	N04.8
85102	Perineurioma	C47.9
84132	Desmin-related myopathy with Mallory body-like inclusions	G71.8
84142	Isaac syndrome	G71.1
84093	Hereditary thermosensitive neuropathy	G60.0
85186	Endosteal sclerosis-cerebellar hypoplasia syndrome	Q87.8
85184	Craniometadiaphyseal dysplasia, wormian bone type	Q78.8
85182	Diaphyseal medullary stenosis-bone malignancy syndrome	M89.8
85179	Infantile osteopetrosis with neuroaxonal dysplasia	Q78.2
85175	Astley-Kendall dysplasia	Q77.3
85174	Pseudodiastrophic dysplasia	Q78.8
85173	IMAGe syndrome	Q87.1
85172	Microcephalic osteodysplastic dysplasia, Saul-Wilson type	Q78.8
85170	Mesomelic dysplasia, Savarirayan type	Q78.8
85169	Familial digital arthropathy-brachydactyly	M06.8
85168	Craniofacial conodysplasia	Q87.5
85167	Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	Q77.8
85166	Platyspondylic dysplasia, Torrance type	Q77.8
85165	Severe achondroplasia-developmental delay-acanthosis nigricans syndrome	Q77.4
98152	Autosomal uniparental disomy	Q99.8
98153	Maternal uniparental disomy	Q99.8
98154	Paternal uniparental disomy	Q99.8
98158	Chromosome Y structural anomaly	Q98.6
98159	Chromosome X structural anomaly	Q99.8
98141	Total autosomal monosomy	Q93.0
98141	Total autosomal monosomy	Q93.1
98142	Partial autosomal monosomy	Q93.3
98142	Partial autosomal monosomy	Q93.4
98142	Partial autosomal monosomy	Q93.5
98097	Autosomal recessive cerebellar ataxia due to a DNA repair defect	G11.3
98258	Infantile epilepsy syndrome	G40.4
98257	Neonatal epilepsy syndrome	G40.4
98260	Adolescent-onset epilepsy syndrome	G40.4
98259	Childhood-onset epilepsy syndrome	G40.4
98249	Ehlers-Danlos syndrome	Q79.6
98290	Immunodeficiency-associated lymphoproliferative disease	D47.9
98289	Dendritic cell tumor	C96.4
98292	Mastocytosis	C96.2
98292	Mastocytosis	D47.0
98292	Mastocytosis	Q82.2
98291	Lymphoproliferative disease associated with primary immune disease	D47.9
98203	Combined dystonia	G24.1
97245	Congenital myopathy	G71.2
97244	Rigid spine syndrome	G71.2
97242	Congenital muscular dystrophy	G71.2
97261	GRFoma	E16.8
97253	Neuroendocrine tumor of pancreas	E16.8
97252	Mega-cisterna magna	Q07.8
97249	Pontocerebellar hypoplasia type 3	Q04.3
97279	Insulinoma	E16.8
97278	PPoma	E16.8
97285	Thyroid lymphoma	C85.7
97283	Somatostatinoma	E16.8
97282	VIPoma	E16.8
97280	Glucagonoma	E16.8
97289	Thymic neuroendocrine tumor	D38.4
97290	Familial papillary thyroid carcinoma with renal papillary neoplasia	C64
97290	Familial papillary thyroid carcinoma with renal papillary neoplasia	C73
97286	Carney-Stratakis syndrome	D44.8
97287	Bronchial neuroendocrine tumor	D38.1
97292	Cardiogenic shock	R57.0
97332	Kienbock disease	M92.2
97332	Kienbock disease	M93.2
97335	Osgood-Schlatter disease	M93.2
97297	Bohring-Opitz syndrome	Q87.8
97330	Thoracic outlet syndrome	G54.0
97339	Dural sinus malformation	Q28.3
97336	Panner disease	M92.0
97337	Sinding-Larsen-Johansson disease	M92.4
97340	Hunter-McAlpine craniosynostosis	Q87.0
97346	ADan amyloidosis	E85.4+
97346	ADan amyloidosis	I68.0*
97345	ABri amyloidosis	E85.4+
97345	ABri amyloidosis	I68.0*
97349	Postencephalitic parkinsonism	G21.3
97352	Pellagra	E52
97353	Dementia pugilistica	F01.8
97360	Robinow syndrome	Q87.1
97355	Caribbean parkinsonism	G20+
97355	Caribbean parkinsonism	F02.3*
97361	Renal hypoplasia, unilateral	Q60.3
97362	Renal hypoplasia, bilateral	Q60.4
97363	Unilateral multicystic dysplastic kidney	Q61.4
97364	Bilateral multicystic dysplastic kidney	Q61.4
97367	Renal tubular dysgenesis due to twin-twin transfusion	Q63.8
97368	Drug-related renal tubular dysgenesis	Q63.8
97369	Renal tubular dysgenesis of genetic origin	Q63.8
97548	Ivemark syndrome	Q20.6
97555	Sporadic idiopathic steroid-resistant nephrotic syndrome with collapsing glomerulopathy	N04.8
97560	Primary membranous glomerulonephritis	N04.2
96183	Maternal uniparental disomy of chromosome 9	Q99.8
96182	Silver-Russell syndrome due to maternal uniparental disomy of chromosome 7	Q87.1
96181	Maternal uniparental disomy of chromosome 6	Q99.8
96180	Maternal uniparental disomy of chromosome 4	Q99.8
96179	Maternal uniparental disomy of chromosome 2	Q99.8
96178	Ring chromosome 16 syndrome	Q93.2
96177	Ring chromosome 15 syndrome	Q93.2
96176	Ring chromosome 13 syndrome	Q93.2
96191	Paternal uniparental disomy of chromosome 6	Q99.8
96190	Paternal uniparental disomy of chromosome 5	Q99.8
96188	Maternal uniparental disomy of chromosome 22	Q99.8
96187	Maternal uniparental disomy of chromosome 21	Q99.8
96186	Maternal uniparental disomy of chromosome 20	Q99.8
96185	Maternal uniparental disomy of chromosome 16	Q99.8
96184	Temple syndrome due to maternal uniparental disomy of chromosome 14	Q99.8
96194	Paternal uniparental disomy of chromosome 20	Q99.8
96195	Paternal uniparental disomy of chromosome 21	Q99.8
96192	Paternal uniparental disomy of chromosome 7	Q99.8
96193	Beckwith-Wiedemann syndrome due to paternal uniparental disomy of chromosome 11	Q87.3
96256	Somatotropic adenoma	E22.0
96256	Somatotropic adenoma	D35.2
96253	Cushing disease	E24.0
