ORPHANET_ID	ORPHANET_NAME	UMLS_CUI
90354	Brittle cornea syndrome	C0268344
90362	Primary intestinal lymphangiectasia	C0267372
90362	Primary intestinal lymphangiectasia	C2931241
90290	CREST syndrome	C0206138
90289	Localized scleroderma	C0036420
90291	Systemic sclerosis	C0036421
90307	Parkes Weber syndrome	C0038505
90322	Cockayne syndrome type 2	C0751038
90321	Cockayne syndrome type 1	C0751039
90324	Cockayne syndrome type 3	C0751037
90154	Mandibuloacral dysplasia with type B lipodystrophy	C1837756
90280	Chilblain lupus	C0024145
90281	Discoid lupus erythematosus	C0024138
90186	Meige disease	C0238261
90186	Meige disease	C0025183
90186	Meige disease	C1704424
90186	Meige disease	C1704425
90285	Lupus erythematosus panniculitis	C0030327
90283	Lupus erythematosus tumidus	C0406636
90081	AIDS wasting syndrome	C0343755
90117	Hereditary motor and sensory neuropathy, Okinawa type	C1858338
90120	Hereditary motor and sensory neuropathy type 6	C0393807
88673	Hepatocellular carcinoma	C2239176
88644	Autosomal recessive ataxia, Beauce type	C1853116
88644	Autosomal recessive ataxia, Beauce type	C3683483
88660	Hypertension due to gain-of-function mutations in the mineralocorticoid receptor	C1854631
88661	Amelogenesis imperfecta	C0002452
88637	Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome	C2676243
88639	Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency	C0342738
88642	Channelopathy-associated congenital insensitivity to pain	C0002768
88642	Channelopathy-associated congenital insensitivity to pain	C0020075
88633	Superior limbic keratoconjunctivitis	C0339229
88621	Ichthyosis-prematurity syndrome	C1837610
88628	Posterior column ataxia-retinitis pigmentosa syndrome	C1836916
88629	Tritanopia	C0155017
88630	Terminal osseous dysplasia-pigmentary defects syndrome	C1846129
88620	Isolated congenital anosmia	C0393778
88618	Psychomotor delay due to S-adenosylhomocysteine hydrolase deficiency	C3151058
87876	Sialidosis type 2	C0268228
87876	Sialidosis type 2	C3888317
87503	Mal de Meleda	C0025221
86923	Hereditary palmoplantar keratoderma, Gamborg-Nielsen type	C1855644
86920	Dermatopathia pigmentosa reticularis	C0406778
86919	Keratosis palmaris et plantaris-clinodactyly syndrome	C1835663
86915	Lymphedema-atrial septal defects-facial changes syndrome	C2677167
86914	Lymphedema-cerebral arteriovenous anomaly syndrome	C1835272
86909	Myoclonic epilepsy of infancy	C0751120
86909	Myoclonic epilepsy of infancy	C0917800
86911	Epilepsy with myoclonic absences	C0393703
86908	Idiopathic hemiconvulsion-hemiplegia syndrome	C0549118
86903	Dendritic cell sarcoma not otherwise specified	C1301364
86900	Interdigitating dendritic cell sarcoma	C1260326
86900	Interdigitating dendritic cell sarcoma	C0024302
86902	Follicular dendritic cell sarcoma	C1260325
86896	Histiocytic sarcoma	C0334663
86897	Langerhans cell sarcoma	C1260327
88991	Rare congenital non-syndromic heart malformation	C0018798
88940	Pseudohypoaldosteronism type 2C	C1840391
88939	Pseudohypoaldosteronism type 2B	C1840390
88938	Pseudohypoaldosteronism type 2A	C1840389
88924	Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis	C1838327
88918	Autosomal dominant Alport syndrome	C1567743
88918	Autosomal dominant Alport syndrome	C2931253
88919	Autosomal recessive Alport syndrome	C1567744
88919	Autosomal recessive Alport syndrome	C2931254
88917	X-linked Alport syndrome	C1567742
93256	Fragile X-associated tremor/ataxia syndrome	C1839780
93256	Fragile X-associated tremor/ataxia syndrome	C3164069
93262	Crouzon syndrome-acanthosis nigricans syndrome	C2677099
93271	Short rib-polydactyly syndrome, Verma-Naumoff type	C0432197
93269	Short rib-polydactyly syndrome, Majewski type	C0024507
93270	Short rib-polydactyly syndrome, Saldino-Noonan type	C0036069
93267	Cloverleaf skull-multiple congenital anomalies syndrome	C1846671
93268	Short rib-polydactyly syndrome, Beemer-Langer type	C0432198
93282	Spondyloepimetaphyseal dysplasia, PAPSS2 type	C2748515
93283	Spondyloepiphyseal dysplasia, Kimberley type	C1842149
93280	Spondyloepiphyseal dysplasia, Omani type	C1837657
93276	Polyostotic fibrous dysplasia	C0016065
93277	Monostotic fibrous dysplasia	C0016064
93274	Thanatophoric dysplasia type 2	C1834928
93274	Thanatophoric dysplasia type 2	C1300257
93275	Thanatophoric dysplasia, Glasgow variant	C1848865
93108	Renal dysplasia	C3536714
93101	Renal hypoplasia	C0266295
93101	Renal hypoplasia	C2608080
93110	Posterior urethral valve	C0238506
93110	Posterior urethral valve	C0542520
91547	Relapsing fever	C0035021
93100	Renal agenesis, unilateral	C0266294
93160	Hypocalcemic vitamin D-resistant rickets	C3536983
93111	Renal cysts and diabetes syndrome	C0431693
93111	Renal cysts and diabetes syndrome	C2959918
93172	Renal dysplasia, unilateral	C0431697
93173	Renal dysplasia, bilateral	C0431698
93322	Tibial hemimelia	C0265633
93324	Autosomal recessive Kenny-Caffey syndrome	C1855648
93329	Autosomal recessive omodysplasia	C1850318
93329	Autosomal recessive omodysplasia	C2936816
93328	Autosomal dominant omodysplasia	C2750355
93336	Polydactyly of a triphalangeal thumb	C1868114
93335	Postaxial polydactyly type B	C1868120
93334	Postaxial polydactyly type A	C3887487
93333	Pelviscapular dysplasia	C1850040
93339	Polydactyly of a biphalangeal thumb	C1395852
93337	Polydactyly of an index finger	C1868113
93338	Polysyndactyly	C0265553
93338	Polysyndactyly	C1868111
93349	X-linked spondyloepimetaphyseal dysplasia	C1848097
93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	C0700635
93347	Anauxetic dysplasia	C1846796
93356	Spondyloepimetaphyseal dysplasia, Missouri type	C1865832
93351	Spondyloepimetaphyseal dysplasia, Irapa type	C0432213
93352	Spondyloepimetaphyseal dysplasia, Shohat type	C1865185
93292	Adenoma of pancreas	C1142432
93293	Okihiro syndrome	C1623209
93296	Achondrogenesis type 2	C0220685
93298	Achondrogenesis type 1B	C0265274
93297	Hypochondrogenesis	C0542428
93299	Achondrogenesis type 1A	C0265273
93302	Brachyolmia, Maroteaux type	C3159322
93304	Autosomal dominant brachyolmia	C0432227
93307	Multiple epiphyseal dysplasia type 4	C1847593
93308	Multiple epiphyseal dysplasia type 1	C1838280
93311	Multiple epiphyseal dysplasia type 5	C1846843
93314	Spondylometaphyseal dysplasia, Kozlowski type	C0265280
93315	Spondylometaphyseal dysplasia, 'corner fracture' type	C0432221
93316	Spondylometaphyseal dysplasia, Schmidt type	C1866688
93317	Spondylometaphyseal dysplasia, Sedaghatian type	C1855229
90658	Charcot-Marie-Tooth disease type 1E	C3495591
90658	Charcot-Marie-Tooth disease type 1E	C1861669
90658	Charcot-Marie-Tooth disease type 1E	C2931686
90790	Congenital lipoid adrenal hyperplasia due to STAR deficency	C0342474
90771	Disorder of sex development	C0036875
90695	Panhypopituitarism	C0242343
90396	Acral persistent papular mucinosis	C0406660
90368	Hypotrichosis simplex of the scalp	C1840299
90389	Telangiectasia macularis eruptiva perstans	C0263402
90390	Anonychia-onychodystrophy syndrome	C1862840
90653	Stickler syndrome type 1	C2020284
90652	Otopalatodigital syndrome type 2	C1844696
90654	Stickler syndrome type 2	C1858084
90647	Jervell and Lange-Nielsen syndrome	C0022387
90650	Otopalatodigital syndrome type 1	C0265251
90649	Orofaciodigital syndrome type 7	C0796100
90646	Deafness-hypogonadism syndrome	C1844680
90641	Mitochondrial non-syndromic sensorineural deafness	C1857332
91396	Isolated cryptophthalmia	C0311249
91396	Isolated cryptophthalmia	C1852453
91378	Hereditary angioedema	C0019243
91385	Acquired angioedema	C2931758
91412	Marcus-Gunn syndrome	C0266521
91413	Congenital Horner syndrome	C1840475
91397	Isolated ankyloblepharon filiforme adnatum	C1302999
91411	Congenital ptosis	C0266573
91355	Sheehan syndrome	C0242342
91364	Non-specific interstitial pneumonia	C1290344
91496	Snowflake vitreoretinal degeneration	C1860405
91495	Persistent hyperplastic primary vitreous	C1857299
91495	Persistent hyperplastic primary vitreous	C0266568
91546	Lyme disease	C0024198
91500	Tubulointerstitial nephritis and uveitis syndrome	C1639520
91500	Tubulointerstitial nephritis and uveitis syndrome	C2609298
91500	Tubulointerstitial nephritis and uveitis syndrome	C1843273
91498	Familial congenital palsy of trochlear nerve	C1850996
91481	Ring dermoid of cornea	C1867155
91416	Isolated congenital alacrima	C1863199
91414	Pilomatrixoma	C0206711
91490	Isolated congenital sclerocornea	C1866984
91130	Cardiomyopathy-hypotonia-lactic acidosis syndrome	C1835845
91131	DK1-CDG	C1835849
91132	Ichthyosis-hypotrichosis syndrome	C1835851
90793	Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency	C0268285
90794	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency	C2936858
90795	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	C0268292
90796	46,XY disorder of sex development due to isolated 17,20-lyase deficiency	C0268285
90797	Partial androgen insensitivity syndrome	C0268301
90797	Partial androgen insensitivity syndrome	C0860159
91347	TSH-secreting pituitary adenoma	C0346303
91349	Non-functioning pituitary adenoma	C0338078
91348	Functioning gonadotropic adenoma	C0346304
91352	Germinoma of the central nervous system	C1333813
91135	Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency	C1835813
91138	Cryoglobulinemic vasculitis	C1852456
91138	Cryoglobulinemic vasculitis	C0543697
91138	Cryoglobulinemic vasculitis	C0340992
91138	Cryoglobulinemic vasculitis	C0343208
79384	Rare urticaria	C0042109
79382	Subcutaneous tissue disease	C1290008
79383	Lymphedema	C0024236
79389	Premature aging	C0231341
79390	Rare photodermatosis	C0920193
79396	Epidermolysis bullosa simplex, generalized severe	C0079295
79397	Epidermolysis bullosa simplex with mottled pigmentation	C0432316
79394	Congenital non-bullous ichthyosiform erythroderma	C0079154
79395	Keratoderma hereditarium mutilans with ichthyosis	C1858805
79368	Nail anomaly	C0853087
79368	Nail anomaly	C0265997
79373	Ectodermal dysplasia syndrome	C0013575
79376	Hypopigmentation of the skin	C0162835
79375	Hyperpigmentation of the skin	C0162834
79379	Skin vascular disease	C0162819
79414	Woolly hair nevus	C0343114
79399	Epidermolysis bullosa simplex, generalized intermediate	C0079299
79401	Epidermolysis bullosa simplex, Ogna type	C0432317
79400	Localized epidermolysis bullosa simplex	C0080333
79403	Junctional epidermolysis bullosa-pyloric atresia syndrome	C1856934
79405	Junctional epidermolysis bullosa inversa	C2673609
79404	Junctional epidermolysis bullosa, generalized severe	C0079683
79411	Transient bullous dermolysis of the newborn	C1851573
79410	Pretibial dystrophic epidermolysis bullosa	C0432321
79452	Milroy disease	C1704423
79459	Follicular atrophoderma-basal cell carcinoma	C0346104
79456	Diffuse cutaneous mastocytosis	C0024901
79457	Maculopapular cutaneous mastocytosis	C0042111
79455	Cutaneous mastocytoma	C0343115
79435	Oculocutaneous albinism type 4	C1847836
79434	Oculocutaneous albinism type 1B	C1847024
79433	Oculocutaneous albinism type 3	C0342683
79433	Oculocutaneous albinism type 3	C2931599
79432	Oculocutaneous albinism type 2	C0268495
79430	Hermansky-Pudlak syndrome	C0079504
79445	Pseudopseudohypoparathyroidism	C0033835
79444	Pseudohypoparathyroidism type 1C	C2932716
79443	Pseudohypoparathyroidism type 1A	C3494506
79482	Cutis verticis gyrata-thyroid aplasia-intellectual disability syndrome	C0795848
79478	Griscelli syndrome type 3	C1836573
79479	Pemphigus vegetans	C0263316
79479	Pemphigus vegetans	C0406647
79480	Pemphigus erythematosus	C0263312
79481	Pemphigus foliaceus	C0263313
79493	Brooke-Spiegler syndrome	C1857941
79486	Cystic hygroma	C0206620
79489	Macrocystic lymphatic malformation	C0205828
79467	Verrucous nevus	C0362030
79466	Inflammatory linear verrucous epidermal nevus	C0473574
79477	Griscelli syndrome type 2	C1868679
79476	Griscelli syndrome type 1	C1859194
79473	Porphyria variegata	C0162532
79264	Juvenile neuronal ceroid lipofuscinosis	C0751383
79263	Infantile neuronal ceroid lipofuscinosis	C0268281
79263	Infantile neuronal ceroid lipofuscinosis	C2931673
79262	Adult neuronal ceroid lipofuscinosis	C0022797
79262	Adult neuronal ceroid lipofuscinosis	C2931675
79269	Sanfilippo syndrome type A	C0086647
79257	GM1 gangliosidosis type 3	C0268273
79256	GM1 gangliosidosis type 2	C0268272
79254	Classic phenylketonuria	C0751434
79261	Glycogen storage disease type 1d	C0342750
79260	Glycogen storage disease type 1c	C0342749
79259	Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib	C0268146
79258	Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia	C0017920
79258	Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia	C2919796
79246	Pyruvate dehydrogenase phosphatase deficiency	C1837429
79240	Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency	C0543514
79241	Biotinidase deficiency	C1854698
79241	Biotinidase deficiency	C0220754
79238	Galactose epimerase deficiency	C0751161
79239	Classic galactosemia	C0268151
79244	Pyruvate dehydrogenase E2 deficiency	C1855565
79242	Holocarboxylase synthetase deficiency	C0268581
79243	Pyruvate dehydrogenase E1-alpha deficiency	C0034345
79243	Pyruvate dehydrogenase E1-alpha deficiency	C1839413
79301	Congenital bile acid synthesis defect type 1	C1843116
79289	Niemann-Pick disease type D	C0268247
79289	Niemann-Pick disease type D	C1850363
79292	Fish-eye disease	C0342895
79278	Autosomal erythropoietic protoporphyria	C0162568
79279	Alpha-N-acetylgalactosaminidase deficiency type 1	C1836544
79280	Alpha-N-acetylgalactosaminidase deficiency type 2	C1836522
79281	Alpha-N-acetylgalactosaminidase deficiency type 3	C1836545
79283	Methylmalonic acidemia with homocystinuria, type cblD	C1848552
79284	Methylmalonic acidemia with homocystinuria type cblF	C1848578
79270	Sanfilippo syndrome type B	C0086648
79271	Sanfilippo syndrome type C	C0086649
79272	Sanfilippo syndrome type D	C0086650
79273	Hereditary coproporphyria	C0162531
79276	Acute intermittent porphyria	C0162565
79333	COG7-CDG	C2931010
79332	B4GALT1-CDG	C2931009
79330	MOGS-CDG	C1853736
79329	MGAT2-CDG	C2931008
79328	ALG9-CDG	C2931006
79327	ALG1-CDG	C2931005
79326	ALG2-CDG	C1842836
79325	ALG8-CDG	C2931002
79324	ALG12-CDG	C2931001
79323	MPDU1-CDG	C1836669
79322	DPM1-CDG	C1837396
79321	ALG3-CDG	C1832736
79320	ALG6-CDG	C2930997
79319	MPI-CDG	C1865145
79318	PMM2-CDG	C0349653
79314	L-2-hydroxyglutaric aciduria	C1855995
79314	L-2-hydroxyglutaric aciduria	C3888081
79304	Progressive familial intrahepatic cholestasis type 2	C1866138
79304	Progressive familial intrahepatic cholestasis type 2	C3489789
79305	Progressive familial intrahepatic cholestasis type 3	C1865643
79302	Congenital bile acid synthesis defect type 3	C3151147
79303	Congenital bile acid synthesis defect type 2	C1856127
79363	Hair anomaly	C0265991
79365	Rare disorder with hypertrichosis	C0020555
79364	Alopecia	C0002170
79358	Porokeratosis	C0162839
79361	Inherited epidermolysis bullosa	C1274224
79355	Erythrokeratoderma	C0432330
79354	Ichthyosis	C0020758
79354	Ichthyosis	C0020757
79357	Hereditary palmoplantar keratoderma	C0406757
79351	3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form	C0580190
79346	Chondrodysplasia punctata, tibial-metacarpal type	C0432224
79345	Brachytelephalangic chondrodysplasia punctata	C1844853
85191	Singleton-Merten dysplasia	C0432254
85188	Metaphyseal dysplasia, Braun-Tinschert type	C1853825
85193	Idiopathic juvenile osteoporosis	C0264080
85192	Calvarial doughnut lesions-bone fragility syndrome	C1852022
85195	Familial expansile osteolysis	C0432292
85194	Spondylo-ocular syndrome	C1853925
85197	Genochondromatosis type 1	C1300229
85196	Nodulosis-arthropathy-osteolysis syndrome	C1850155
85199	Craniosynostosis-anal anomalies-porokeratosis syndrome	C1864186
85201	Genitopatellar syndrome	C1853566
85203	Acropectoral syndrome	C1853812
85202	Keutel syndrome	C1855607
85273	X-linked intellectual disability, Abidi type	C1846056
85212	Fetal Gaucher disease	C1842704
85274	Syndromic X-linked intellectual disability 7	C1846170
85275	Microphthalmia-ankyloblepharon-intellectual disability syndrome	C1844948
85276	X-linked intellectual disability, Armfield type	C1846057
85278	Christianson syndrome	C1846130
85278	Christianson syndrome	C2678194
85279	Syndromic X-linked intellectual disability due to JARID1C mutation	C1845243
85280	X-linked intellectual disability-cubitus valgus-dysmorphism syndrome	C1845450
85281	MECP2 duplication syndrome	C1846058
85282	MEHMO syndrome	C1846278
85282	MEHMO syndrome	C2931496
85283	X-linked intellectual disability, Miles-Carpenter type	C1839735
85284	BRESEK syndrome	C3502469
85285	X-linked intellectual disability, Schimke type	C1839320
85287	X-linked intellectual disability, Siderius type	C1846055
85293	X-linked intellectual disability, Cabezas type	C1845861
85292	X-linked spinocerebellar ataxia type 4	C1844933
85297	X-linked spinocerebellar ataxia type 3	C1844936
85294	X-linked epilepsy-learning disabilities-behavior disorders syndrome	C1845343
85321	Deafness-intellectual disability syndrome, Martin-Probst type	C1845285
85328	X-linked intellectual disability, Turner type	C2678046
85332	X-linked intellectual disability-retinitis pigmentosa syndrome	C0795873
85333	X-linked intellectual disability-spastic paraplegia with iron deposits syndrome	C2931491
85410	Oligoarticular juvenile idiopathic arthritis	C2931171
85414	Systemic-onset juvenile idiopathic arthritis	C0087031
85414	Systemic-onset juvenile idiopathic arthritis	C1384600
85443	AL amyloidosis	C0268381
85445	AA amyloidosis	C0221014
85436	Psoriasis-related juvenile idiopathic arthritis	C0409672
85438	Enthesitis-related juvenile idiopathic arthritis	C3495919
85458	Hereditary cerebral hemorrhage with amyloidosis	C1510489
85453	X-linked reticulate pigmentary disorder	C1845050
85453	X-linked reticulate pigmentary disorder	C0796250
86788	X-linked severe congenital neutropenia	C1845987
86309	DPAGT1-CDG	C2931004
85448	AGel amyloidosis	C0936273
85447	ATTRV30M amyloidosis	C0206245
86812	Autosomal recessive limb-girdle muscular dystrophy type 2K	C1836373
86813	Helicoid peripapillary chorioretinal degeneration	C1862382
86815	Aplasia of lacrimal and salivary glands	C0158667
86789	Patella aplasia/hypoplasia	C1868577
86795	Localized lichen myxedematosus	C0263390
86817	Hemolytic anemia due to adenylate kinase deficiency	C2675459
86818	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	C1846242
86819	Atrichia with papular lesions	C1859592
86843	Acute panmyelosis with myelofibrosis	C0334674
86841	Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality	C1292779
86841	Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality	C0740302
86839	Refractory anemia with excess blasts	C0002894
86836	Refractory cytopenia with multilineage dysplasia	C0796466
86834	Juvenile myelomonocytic leukemia	C0349639
86829	Chronic neutrophilic leukemia	C0023481
86855	Plasmacytoma	C0032131
86854	Splenic marginal zone lymphoma	C0349632
86852	B-cell prolymphocytic leukemia	C0475801
86851	Acute leukemia of ambiguous lineage	C1301357
86851	Acute leukemia of ambiguous lineage	C0023464
86850	Myeloid sarcoma	C0152276
86849	Acute basophilic leukemia	C0023437
86846	Therapy related acute myeloid leukemia and myelodysplastic syndrome	C1292776
86845	Acute myeloid leukaemia with myelodysplasia-related features	C1292773
86872	T-cell large granular lymphocyte leukemia	C1955861
86872	T-cell large granular lymphocyte leukemia	C2930809
86873	Aggressive NK-cell leukemia	C1522378
86873	Aggressive NK-cell leukemia	C1292777
86871	T-cell prolymphocytic leukemia	C0023494
86871	T-cell prolymphocytic leukemia	C2363142
86869	Lymphomatoid granulomatosis	C0024307
86864	Heavy chain disease	C0018852
86886	Angioimmunoblastic T-cell lymphoma	C0020981
86893	Nodular lymphocyte predominant Hodgkin lymphoma	C1334968
86893	Nodular lymphocyte predominant Hodgkin lymphoma	C2239290
86884	Subcutaneous panniculitis-like T-cell lymphoma	C0522624
86885	Primary cutaneous peripheral T-cell lymphoma not otherwise specified	C0079774
86880	Enteropathy-associated T-cell lymphoma	C0456889
86882	Hepatosplenic T-cell lymphoma	C1333984
86875	Adult T-cell leukemia/lymphoma	C0023493
86879	Extranodal nasal NK/T cell lymphoma	C0018197
86879	Extranodal nasal NK/T cell lymphoma	C0392788
79502	Punctate palmoplantar keratoderma type 2	C1867982
79503	Ichthyosis hystrix of Curth-Macklin	C0432307
79503	Ichthyosis hystrix of Curth-Macklin	C1840296
79504	Ichthyosis hystrix gravior	C0432311
79506	Cholesterol-ester transfer protein deficiency	C0342883
79507	Hypotonia-failure to thrive-microcephaly syndrome	C3279662
79495	X-linked congenital generalized hypertrichosis	C2931836
79499	Autosomal dominant deafness-onychodystrophy syndrome	C2675730
79500	DOORS syndrome	C0795927
79665	Gardner syndrome	C0017097
82004	Ehlers-Danlos syndrome with periventricular heterotopia	C1845235
83317	Scrub typhus	C0036472
83330	Proximal spinal muscular atrophy type 1	C0043116
83419	Proximal spinal muscular atrophy type 3	C0152109
83420	Proximal spinal muscular atrophy type 4	C1838230
83418	Proximal spinal muscular atrophy type 2	C0393538
83418	Proximal spinal muscular atrophy type 2	C2931358
83313	Boutonneuse fever	C0006060
83314	Epidemic typhus	C0041473
83311	Rocky Mountain spotted fever	C0035793
83312	Rickettsialpox	C0035597
83469	Desmoplastic small round cell tumor	C0281508
83468	Solitary bone cyst	C0005937
83467	Morvan syndrome	C3854373
83467	Morvan syndrome	C0751540
83476	West-Nile encephalitis	C0751583
83476	West-Nile encephalitis	C0043124
83473	Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome	C1863924
83472	CAMOS syndrome	C1847114
83471	Thymic aplasia	C0152094
83471	Thymic aplasia	C0685894
83452	Complex regional pain syndrome	C0458219
83451	Florid cemento-osseous dysplasia	C0555197
83463	Microtia	C0152423
83461	Congenital primary aphakia	C1853230
83454	Glomuvenous malformation	C1841984
83601	Steroid-responsive encephalopathy associated with autoimmune thyroiditis	C0393639
83594	Eastern equine encephalitis	C0153065
83595	Colorado tick fever	C0009400
83597	Acute disseminated encephalomyelitis	C0014059
83600	Encephalitis lethargica	C0014040
83483	La Crosse encephalitis	C0014053
83484	St. Louis encephalitis	C0014060
83593	Western equine encephalitis	C0153064
84090	Fibronectin glomerulopathy	C3888104
84090	Fibronectin glomerulopathy	C1866075
84064	Syndromic diarrhea	C1857276
83639	Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency	C1853205
83629	Leukoencephalopathy-spondylometaphyseal dysplasia syndrome	C1970840
83642	Microcytic anemia with liver iron overload	C2673913
85163	Hypomyelination-congenital cataract syndrome	C1864663
85164	Camptodactyly-tall stature-scoliosis-hearing loss syndrome	C1864852
85146	Neurogenic scapuloperoneal syndrome, Kaeser type	C1867005
85138	Addison disease	C0001403
85138	Addison disease	C0271737
85128	Bothnia retinal dystrophy	C1843816
85136	Cystic leukoencephalopathy without megalencephaly	C2751843
85110	Familial encephalopathy with neuroserpin inclusion bodies	C1858680
85102	Perineurioma	C0751691
84142	Isaac syndrome	C0242287
84142	Isaac syndrome	C0751919
84093	Hereditary thermosensitive neuropathy	C1865856
85186	Endosteal sclerosis-cerebellar hypoplasia syndrome	C1859301
85182	Diaphyseal medullary stenosis-bone malignancy syndrome	C1300202
85182	Diaphyseal medullary stenosis-bone malignancy syndrome	C1862177
85179	Infantile osteopetrosis with neuroaxonal dysplasia	C1838258
85175	Astley-Kendall dysplasia	C1300228
85174	Pseudodiastrophic dysplasia	C0432206
85173	IMAGe syndrome	C1846009
85170	Mesomelic dysplasia, Savarirayan type	C1854470
85169	Familial digital arthropathy-brachydactyly	C1847406
85167	Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	C1837073
85166	Platyspondylic dysplasia, Torrance type	C1835437
85165	Severe achondroplasia-developmental delay-acanthosis nigricans syndrome	C2674173
98130	Autosomal trisomy	C0041107
98155	Sex-chromosome anomaly	C0036868
98155	Sex-chromosome anomaly	C0949683
98058	Rare urinary tract tumor	C0042076
98058	Rare urinary tract tumor	C0751571
98059	Rare digestive tumor	C0685938
98059	Rare digestive tumor	C0017185
98059	Rare digestive tumor	C0012243
98060	Rare respiratory tumor	C0154131
98060	Rare respiratory tumor	C0035244
98057	Rare tumor	C0375111
98062	Rare nervous system tumor	C0027766
98063	Rare gynecological tumor	C0017416
98063	Rare gynecological tumor	C0699889
98052	Rare allergic respiratory disease	C1504369
98048	Rare male infertility	C0021364
98085	46,XY disorder of sex development	C2751824
98261	Progressive myoclonic epilepsy	C0751778
98249	Ehlers-Danlos syndrome	C0013720
98252	Infectious encephalitis	C0596773
98253	Postinfectious encephalitis	C0393459
98293	Hodgkin lymphoma	C0019829
98292	Mastocytosis	C0024899
98292	Mastocytosis	C0334664
98282	Plasma cell tumor	C1959632
98282	Plasma cell tumor	C1136084
98274	Myeloproliferative neoplasm	C0027022
98274	Myeloproliferative neoplasm	C1292778
98277	Acute myeloid leukemia with recurrent genetic anomaly	C1275661
98275	Myelodysplastic/myeloproliferative disease	C1301355
97245	Congenital myopathy	C0027127
97245	Congenital myopathy	C0270960
97242	Congenital muscular dystrophy	C0699743
97242	Congenital muscular dystrophy	C0026850
97253	Neuroendocrine tumor of pancreas	C0242363
97252	Mega-cisterna magna	C3164501
97249	Pontocerebellar hypoplasia type 3	C1842687
97279	Insulinoma	C0021670
97275	Encephalitis	C0014038
97283	Somatostatinoma	C0037661
97282	VIPoma	C0011993
97282	VIPoma	C0086768
97280	Glucagonoma	C0017689
97290	Familial papillary thyroid carcinoma with renal papillary neoplasia	C1854104
97286	Carney-Stratakis syndrome	C1847319
97293	Rare benign ovarian tumor	C0004997
97295	Furlong syndrome	C2931764
97292	Cardiogenic shock	C0036980
97332	Kienbock disease	C0022682
97335	Osgood-Schlatter disease	C0029376
97297	Bohring-Opitz syndrome	C0796232
97330	Thoracic outlet syndrome	C0039984
97338	Melanoma of soft tissue	C0206651
97337	Sinding-Larsen-Johansson disease	C0264096
97337	Sinding-Larsen-Johansson disease	C1504517
97340	Hunter-McAlpine craniosynostosis	C1832408
97346	ADan amyloidosis	C1861735
97345	ABri amyloidosis	C1867773
97349	Postencephalitic parkinsonism	C0030568
97352	Pellagra	C0030783
97360	Robinow syndrome	C0265205
97361	Renal hypoplasia, unilateral	C0431691
97362	Renal hypoplasia, bilateral	C0431692
97363	Unilateral multicystic dysplastic kidney	C1567426
97364	Bilateral multicystic dysplastic kidney	C1567427
97364	Bilateral multicystic dysplastic kidney	C1840451
97548	Ivemark syndrome	C0175707
97560	Primary membranous glomerulonephritis	C0086445
96177	Ring chromosome 15 syndrome	C2931703
96176	Ring chromosome 13 syndrome	C2931808
96256	Somatotropic adenoma	C0346302
96253	Cushing disease	C0010481
96253	Cushing disease	C0221406
96321	Polyploidy	C0032578
96264	49,XXXXY syndrome	C0265499
96263	48,XXXY syndrome	C0265498
96346	Anorectal malformation	C3495676
96334	Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14	C1842466
97120	Distal arthrogryposis	C0265213
97214	Eisenmenger syndrome	C0013743
97234	Glycogen storage disease due to phosphoglycerate mutase deficiency	C0268149
97238	Rippling muscle disease	C1853698
97239	Reducing body myopathy	C0270970
97240	Zebra body myopathy	C0270969
97229	Riboflavin transporter deficiency	C0796274
97230	Solar urticaria	C0263610
97231	Ligneous conjunctivitis	C1274789
97232	Fingerprint body myopathy	C1844560
98010	Infectious disease of the nervous system	C0597039
98022	Rare headache	C0393735
97598	Congenital renal artery stenosis	C0495523
97593	Pseudohypoparathyroidism	C0033806
97567	Immunotactoid glomerulopathy	C0268749
97567	Immunotactoid glomerulopathy	C2242534
97685	17q11 microdeletion syndrome	C3150928
95707	Idiopathic isolated micropenis	C0266435
95707	Idiopathic isolated micropenis	C1387005
95708	Rare precocious puberty	C0034013
95702	Cytomegalic congenital adrenal hypoplasia	C0220766
95702	Cytomegalic congenital adrenal hypoplasia	C0342482
95712	Thyroid ectopia	C0266283
95613	Pituitary apoplexy	C0032001
